,q1_freq,q2_freq,q1_hash,q2_hash
68533,1,4,31265,28184
68534,6,12,8356,6921
68535,6,1,2521,49831
68536,8,3,1181,45236
68537,6,5,3548,9472
68538,6,3,8779,28246
68539,13,12,7779,22492
68540,5,9,25042,16052
68541,3,5,6460,1533
68542,4,1,22653,49832
68543,11,13,18405,6838
68544,1,39,31266,28950
68545,11,23,12104,35663
68546,5,5,4984,22178
68547,11,5,14115,20995
68548,17,1,2137,49833
68549,6,6,19483,40705
68550,32,19,2542,10167
68551,17,19,20080,24460
68552,24,24,25148,27052
68553,10,11,13685,6445
68554,66,8,3576,24618
68555,1,5,31267,5867
68556,2,6,14931,20144
68557,21,11,4201,35027
68558,11,11,134,507
68559,10,13,11360,24262
68560,9,8,5964,873
68561,19,18,4236,1211
68562,12,1,10308,49834
68563,8,9,10641,3276
68564,1,4,31268,30259
68565,4,1,23045,49835
68566,5,1,13285,49836
68567,8,6,13906,11483
68568,1,18,31269,36757
68569,3,4,31270,46517
68570,19,13,16980,15022
68571,11,6,11298,39380
68572,6,6,24969,16945
68573,18,20,7591,6538
68574,10,5,18723,35033
68575,2,10,31271,22234
68576,5,5,1830,11308
68577,7,1,7845,49837
68578,4,1,1334,49838
68579,5,7,23397,3053
68580,7,9,22005,8820
68581,10,16,16124,41820
68582,4,13,31272,9173
68583,12,1,583,49839
68584,11,20,9336,6608
68585,4,1,13886,49840
68586,6,1,10726,49841
68587,16,20,9162,3308
68588,7,4,13629,48198
68589,2,15,31273,40602
68590,4,2,17079,39862
68591,1,7,31274,7762
68592,1,4,31275,49842
68593,4,5,14090,36025
68594,5,8,12729,4491
68595,13,16,7862,6596
68596,2,9,31276,18740
68597,8,9,12217,25694
68598,1,5,31277,23187
68599,13,9,1047,41246
68600,8,4,8494,1851
68601,13,7,1938,39208
68602,21,20,16475,9895
68603,1,5,31278,8964
68604,6,5,3369,34442
68605,6,6,9321,6734
68606,6,12,26626,39238
68607,4,5,31279,35380
68608,1,6,31280,12539
68609,1,5,31281,37090
68610,34,27,9787,25485
68611,4,3,27653,44625
68612,19,12,3664,21624
68613,8,11,2247,6942
68614,41,34,4906,3309
68615,8,9,4376,32579
68616,1,24,31282,30885
68617,5,1,31283,49843
68618,15,1,3680,49844
68619,5,1,12619,49845
68620,18,15,199,21331
68621,5,5,11252,14305
68622,13,1,1447,49846
68623,4,2,10754,11443
68624,5,9,17912,3147
68625,1,6,31284,21174
68626,6,1,31285,49847
68627,3,4,8495,6433
68628,12,19,6409,7793
68629,1,4,31286,36164
68630,15,1,3827,49848
68631,1,6,31287,19067
68632,1,6,31288,33339
68633,9,6,3906,4698
68634,33,44,1637,4398
68635,8,2,8397,32240
68636,1,4,31289,13552
68637,6,6,11893,543
68638,36,40,9185,4319
68639,6,5,6940,17878
68640,18,21,18606,8982
68641,8,1,7434,49849
68642,2,4,31290,40310
68643,19,20,565,2555
68644,5,13,12495,11451
68645,22,19,4579,16644
68646,14,1,11690,49850
68647,1,56,31291,869
68648,1,14,31292,26131
68649,7,1,31293,49851
68650,19,18,8479,17214
68651,4,1,31294,49852
68652,9,8,3811,17409
68653,1,5,31295,12444
68654,1,9,31296,11542
68655,6,6,21199,9143
68656,4,2,25777,41261
68657,3,6,16668,11174
68658,1,10,31297,1517
68659,66,17,3576,4613
68660,1,9,31298,36040
68661,1,14,31299,34667
68662,4,2,6731,32127
68663,12,18,13347,4949
68664,8,7,10243,21522
68665,6,6,12676,3642
68666,5,2,17597,48073
68667,8,5,6962,11453
68668,6,6,8871,19942
68669,4,3,31300,49853
68670,4,1,28089,49854
68671,11,3,22436,46670
68672,5,7,31301,37947
68673,6,4,8308,927
68674,12,22,353,25271
68675,11,15,1417,385
68676,1,6,31302,1373
68677,24,23,11386,8178
68678,8,9,11311,38997
68679,5,5,9289,33595
68680,22,24,2814,22022
68681,19,19,4236,4796
68682,4,1,31303,49855
68683,11,12,13269,13347
68684,3,26,26557,3887
68685,10,10,213,42152
68686,9,1,16052,49856
68687,4,2,31304,49857
68688,5,5,14479,28686
68689,6,6,3352,4915
68690,19,13,4454,9971
68691,13,15,573,2782
68692,4,2,31305,41056
68693,7,11,31306,149
68694,19,19,551,11465
68695,14,21,2945,7500
68696,4,1,27944,49858
68697,10,8,16602,32774
68698,1,13,31307,7245
68699,8,8,9485,2811
68700,6,2,2138,40799
68701,5,1,20362,49859
68702,6,4,19031,8385
68703,1,7,31308,1596
68704,4,1,13985,49860
68705,14,25,5202,8577
68706,6,1,31309,49861
68707,4,4,27979,16647
68708,1,10,31310,16010
68709,45,25,2040,13000
68710,7,1,2100,49862
68711,2,5,31311,47063
68712,7,2,12726,39833
68713,4,1,16592,49863
68714,24,24,6928,35367
68715,1,7,31312,18636
68716,1,5,31313,36452
68717,14,25,11340,1376
68718,7,6,30306,35981
68719,49,43,2048,7470
68720,5,7,13952,533
68721,6,1,9362,49864
68722,13,12,14878,34009
68723,1,4,31314,39038
68724,4,4,12061,4622
68725,9,21,21534,800
68726,4,1,19812,49865
68727,8,9,2701,35278
68728,7,1,6061,49866
68729,7,2,8291,49867
68730,6,5,1106,39193
68731,44,12,186,14899
68732,1,7,31315,22676
68733,6,6,16534,9220
68734,12,13,31316,16585
68735,1,7,31317,37750
68736,25,15,2166,20475
68737,9,3,1567,37238
68738,5,1,19185,49868
68739,1,4,31318,7639
68740,23,23,1432,5458
68741,5,1,8125,49869
68742,4,4,6963,43526
68743,12,1,15807,49870
68744,4,1,31319,49871
68745,1,6,31320,28782
68746,1,18,31321,13664
68747,29,23,2368,5372
68748,4,1,1920,49872
68749,1,8,31322,24927
68750,5,2,20414,18794
68751,9,9,31323,42715
68752,5,5,19349,17095
68753,45,46,1317,4438
68754,21,10,13363,3099
68755,27,19,7891,11692
68756,3,4,31324,24813
68757,1,11,31325,12492
68758,19,24,8035,320
68759,6,2,15664,3371
68760,4,4,16825,28557
68761,5,5,13934,34819
68762,4,1,29687,49873
68763,11,14,8064,11996
68764,5,1,8148,49874
68765,4,1,17849,49875
68766,1,5,31326,5867
68767,49,40,2048,246
68768,26,26,6810,1634
68769,6,55,31327,1374
68770,5,1,24750,49876
68771,7,9,17853,27785
68772,47,28,4199,14823
68773,2,23,31328,13887
68774,4,7,27167,38600
68775,1,6,31329,36316
68776,1,6,31330,36316
68777,33,18,13154,9704
68778,25,31,2089,10267
68779,41,42,4741,1491
68780,12,12,5291,20703
68781,11,12,4729,2242
68782,1,7,31331,43359
68783,8,11,1651,4998
68784,8,8,12005,2247
68785,4,2,2054,15655
68786,1,4,31332,41231
68787,7,1,8375,49877
68788,4,14,24586,15535
68789,2,14,31333,6574
68790,8,2,31334,41852
68791,6,9,15347,17583
68792,12,7,689,9520
68793,20,12,3644,486
68794,22,8,4579,22973
68795,10,12,31335,36161
68796,11,7,9273,24218
68797,7,6,17770,26009
68798,8,1,11359,49878
68799,6,5,990,24523
68800,5,5,19349,22565
68801,17,23,6640,3063
68802,5,6,11467,36718
68803,8,8,13822,31104
68804,24,20,2032,1101
68805,1,7,31336,37915
68806,11,11,10676,22954
68807,25,24,860,10218
68808,4,1,31337,49879
68809,1,8,31338,24927
68810,1,4,31339,11396
68811,7,14,1275,14694
68812,5,6,13510,39896
68813,5,6,11368,22979
68814,17,9,9890,27477
68815,2,4,31340,37844
68816,13,14,5788,20001
68817,5,1,6173,49880
68818,15,25,9496,13105
68819,8,5,31341,34945
68820,31,42,1079,1491
68821,1,4,31342,25769
68822,5,5,27283,26278
68823,1,5,31343,16209
68824,1,10,31344,3736
68825,1,4,31345,37142
68826,5,1,7105,49881
68827,1,49,31346,124
68828,10,8,22559,16347
68829,7,1,31347,49882
68830,4,5,18051,27182
68831,22,17,739,18524
68832,1,5,31348,37740
68833,6,7,20272,23105
68834,5,5,9610,40369
68835,4,4,18130,14762
68836,8,41,19977,9943
68837,4,4,31349,36426
68838,10,12,2568,4001
68839,12,10,1338,33254
68840,6,1,19078,49883
68841,4,6,5047,21482
68842,5,2,11829,49884
68843,9,13,4047,29749
68844,7,1,9328,49885
68845,15,21,13305,3457
68846,4,1,26226,49886
68847,1,5,31350,8150
68848,5,2,23794,17921
68849,6,7,9912,5770
68850,2,4,31351,38506
68851,1,8,31352,31334
68852,2,5,31353,14758
68853,1,8,31354,3120
68854,20,20,1142,35818
68855,1,4,31355,14088
68856,4,5,31356,34600
68857,7,8,1012,6149
68858,1,4,31357,42120
68859,10,9,19372,34195
68860,18,17,11249,25794
68861,18,15,5207,132
68862,15,13,15808,37532
68863,14,23,12649,14435
68864,1,4,31358,11385
68865,2,16,31183,34674
68866,18,1,3361,49887
68867,8,6,20850,16354
68868,9,12,1210,8362
68869,1,9,31359,29638
68870,10,18,9850,3552
68871,4,5,23038,17426
68872,13,14,3620,369
68873,25,19,3912,16644
68874,5,8,30095,39922
68875,9,7,19418,36535
68876,4,1,31360,49888
68877,4,4,2998,19996
68878,5,1,21826,49889
68879,7,39,20551,2617
68880,2,4,13393,24708
68881,1,20,31361,15965
68882,12,11,4414,20439
68883,4,4,31002,271
68884,13,10,23294,34247
68885,5,2,14426,32141
68886,4,1,60,49890
68887,12,12,18571,13606
68888,2,4,31362,2035
68889,5,1,11667,49891
68890,5,4,31363,44554
68891,8,7,6989,35598
68892,6,1,2521,49892
68893,8,2,10276,49893
68894,1,6,31364,36474
68895,9,26,22393,176
68896,5,6,31365,37985
68897,9,10,14163,18473
68898,8,6,2461,29370
68899,9,8,1184,22215
68900,3,5,23298,18613
68901,1,27,31366,22269
68902,1,5,31367,17680
68903,5,4,28272,28155
68904,1,4,31368,37922
68905,5,2,7407,38426
68906,4,1,14624,49894
68907,8,6,14446,43991
68908,43,36,3964,9185
68909,10,7,17881,34999
68910,36,40,19213,8786
68911,5,4,14746,5092
68912,6,2,7708,33881
68913,1,4,31369,34324
68914,10,12,15091,22266
68915,1,4,31370,35444
68916,12,14,8984,3138
68917,9,6,6432,10894
68918,18,28,2696,21528
68919,22,19,2531,14249
68920,2,5,24157,31895
68921,14,27,4135,556
68922,1,52,31371,270
68923,1,4,31372,36565
68924,1,11,31373,7196
68925,10,4,18029,38505
68926,32,36,8,5618
68927,13,14,5645,5167
68928,2,5,15610,18447
68929,4,1,4673,49895
68930,4,7,14671,21161
68931,11,1,4506,49896
68932,10,9,8184,1493
68933,7,1,31374,49897
68934,4,6,2467,12254
68935,6,1,9368,49898
68936,8,5,13906,19880
68937,3,22,31375,38989
68938,4,1,19642,49899
68939,4,4,12116,1828
68940,2,18,31376,59
68941,1,6,31377,21155
68942,17,13,20970,3540
68943,12,12,721,40964
68944,19,1,5857,49900
68945,6,12,26039,7199
68946,5,1,19409,49901
68947,4,4,16144,24425
68948,5,1,20829,49902
68949,4,1,3791,49903
68950,5,4,4595,14058
68951,12,12,459,35272
68952,5,1,8973,49904
68953,12,19,10876,615
68954,1,9,31378,34283
68955,7,10,4844,13923
68956,1,7,31379,41391
68957,10,17,18040,8046
68958,5,5,4624,15209
68959,25,28,860,21528
68960,4,1,16195,49905
68961,3,4,24183,36340
68962,2,4,31380,27662
68963,10,5,6996,25696
68964,16,28,2731,11317
68965,2,4,20742,3363
68966,8,10,21126,1796
68967,8,11,5620,9932
68968,8,1,31381,49906
68969,7,8,4067,4904
68970,11,6,12803,39785
68971,5,1,31382,49907
68972,14,13,6504,2736
68973,1,8,31383,9016
68974,14,5,11019,5766
68975,12,8,15878,22513
68976,4,1,23951,49908
68977,54,40,2909,1122
68978,8,8,31384,35947
68979,20,21,1101,26510
68980,1,5,31385,37239
68981,6,5,23430,35312
68982,6,8,22095,40543
68983,1,4,31386,14209
68984,49,26,305,14628
68985,1,5,31387,14978
68986,11,11,31388,30129
68987,4,1,4231,49909
68988,5,1,13007,49910
68989,11,16,25365,442
68990,5,5,14845,47017
68991,1,39,31389,28950
68992,3,7,31390,37785
68993,1,7,31391,6179
68994,1,5,31392,34661
68995,32,33,648,13154
68996,18,16,199,1871
68997,8,9,5581,23785
68998,1,5,31393,49911
68999,15,14,7536,8013
69000,15,13,4021,32885
69001,1,5,31394,17957
69002,2,8,28428,24997
69003,1,22,31395,2540
69004,8,8,23090,35288
69005,1,5,31396,13939
69006,22,20,10205,11571
69007,32,18,648,9052
69008,5,11,15832,29781
69009,5,10,8348,18239
69010,1,4,31397,6581
69011,1,7,31398,7641
69012,3,4,17386,44028
69013,8,9,2298,9227
69014,25,14,1457,4144
69015,31,6,17739,3043
69016,4,6,12318,22302
69017,6,5,29449,31193
69018,8,9,15802,17690
69019,17,3,2826,46570
69020,5,1,13879,49912
69021,4,1,31399,49913
69022,1,5,31400,13789
69023,1,4,31401,37820
69024,1,7,31402,11310
69025,6,6,3352,4928
69026,1,18,31403,1084
69027,1,4,31404,22773
69028,25,40,529,587
69029,5,6,9717,11892
69030,1,13,31405,39041
69031,1,5,31406,842
69032,19,17,4373,20970
69033,8,6,18639,49914
69034,1,6,31407,42770
69035,17,16,2346,24690
69036,4,1,31408,49915
69037,18,32,14300,13559
69038,7,7,1647,9168
69039,6,1,24820,49916
69040,12,6,3108,22336
69041,11,13,18158,13667
69042,4,1,20507,49917
69043,4,5,10342,24220
69044,8,10,2911,17033
69045,4,2,6789,30863
69046,1,4,31409,9868
69047,1,7,31410,26558
69048,1,4,31411,18034
69049,7,6,20824,26344
69050,5,1,16046,49918
69051,4,1,10822,49919
69052,1,6,31412,45956
69053,27,39,2552,3700
69054,7,9,11149,5964
69055,4,1,31413,49920
69056,4,1,19812,49921
69057,6,1,9362,49922
69058,7,2,18748,22597
69059,1,8,31414,28265
69060,4,1,2015,49923
69061,10,8,16191,7784
69062,15,2,8241,41191
69063,8,15,24618,8051
69064,4,1,22624,49924
69065,4,1,31415,49925
69066,9,10,7389,20046
69067,45,88,1317,584
69068,28,34,7218,13997
69069,2,4,22309,14231
69070,5,5,14003,39117
69071,8,1,23652,49926
69072,1,20,31416,2864
69073,5,1,4256,49927
69074,12,7,23348,42560
69075,6,30,206,3951
69076,2,4,31417,31300
69077,41,5,3686,19721
69078,8,12,4156,23128
69079,6,6,14961,23186
69080,4,3,23362,37277
69081,18,14,8726,9390
69082,12,4,15878,48457
69083,29,46,1502,30194
69084,22,6,21245,46224
69085,2,5,31418,13087
69086,15,14,13762,13264
69087,1,9,31419,10021
69088,1,5,31420,20531
69089,30,9,3841,2815
69090,12,13,23557,36655
69091,7,11,24732,22742
69092,4,4,13739,19504
69093,5,4,21483,46005
69094,2,5,31421,41087
69095,6,1,20626,49928
69096,4,1,9624,49929
69097,8,9,5045,34545
69098,7,1,27705,49930
69099,4,2,31422,9398
69100,5,1,12282,49931
69101,7,1,31423,49932
69102,11,9,1778,36053
69103,1,17,31424,10435
69104,9,8,9754,22444
69105,1,5,31425,34874
69106,13,21,884,27530
69107,4,5,251,36961
69108,5,6,1941,19986
69109,4,1,24496,49933
69110,1,5,31426,38377
69111,1,5,31427,23381
69112,1,5,31428,19874
69113,1,6,31429,15278
69114,2,21,28710,6494
69115,1,5,31430,32441
69116,14,9,12713,13065
69117,10,25,9497,1376
69118,4,5,1011,17030
69119,1,8,31431,27070
69120,21,10,5097,37345
69121,8,1,31432,49934
69122,4,4,1609,49935
69123,6,2,752,49936
69124,6,7,21789,4311
69125,1,55,31433,1374
69126,9,1,1093,49937
69127,14,3,14330,32922
69128,23,22,2913,937
69129,5,1,18870,49938
69130,1,4,31434,43785
69131,8,13,1035,35077
69132,6,6,12910,508
69133,6,1,16497,49939
69134,35,17,4894,7093
69135,5,7,17477,7907
69136,2,12,31435,11444
69137,8,8,31436,35721
69138,6,5,11762,34317
69139,5,1,28756,49940
69140,5,5,574,28519
69141,5,1,7974,49941
69142,21,18,4786,1102
69143,5,1,9666,49942
69144,7,6,9239,39982
69145,4,4,15925,49943
69146,9,5,8853,23963
69147,4,4,1336,42647
69148,12,11,24794,37556
69149,10,12,11390,499
69150,1,15,31437,39276
69151,4,28,31438,2937
69152,11,18,7687,12775
69153,5,6,15317,39302
69154,38,41,1494,5129
69155,31,10,6261,41222
69156,4,4,16704,37598
69157,42,29,898,191
69158,1,7,31439,20960
69159,10,10,13641,10058
69160,6,4,24488,47403
69161,4,1,9834,49944
69162,1,4,31440,37699
69163,5,2,3919,49659
69164,48,16,20821,9522
69165,5,1,23918,49945
69166,5,1,21233,49946
69167,9,21,27586,19226
69168,1,40,31441,33038
69169,13,14,8322,4192
69170,16,1,2741,49947
69171,15,15,3661,11314
69172,4,1,31442,49948
69173,5,2,4139,48741
69174,1,5,31443,7077
69175,13,12,7048,10781
69176,5,1,24000,49949
69177,11,2,15069,49950
69178,27,24,15496,39421
69179,7,4,17012,46620
69180,5,9,25241,8662
69181,12,19,16919,23482
69182,15,12,15808,27938
69183,11,11,22680,8767
69184,7,1,26597,49951
69185,1,8,31444,7352
69186,12,8,8422,35936
69187,2,146,27055,236
69188,6,5,3043,11885
69189,5,7,22750,37136
69190,1,7,31445,35076
69191,13,14,1716,1368
69192,36,11,1799,37976
69193,4,4,13981,24943
69194,9,9,17902,15761
69195,10,13,5781,26473
69196,6,7,893,23175
69197,1,5,31446,32844
69198,12,1,12261,49952
69199,13,12,6861,5650
69200,8,1,13243,49953
69201,1,5,31447,11337
69202,15,1,3875,49954
69203,6,6,25612,35305
69204,38,49,1482,305
69205,8,7,8395,17085
69206,18,12,2278,18189
69207,1,4,31448,32313
69208,4,1,13522,49955
69209,4,1,10036,49956
69210,54,34,2909,1175
69211,6,2,31449,49957
69212,4,1,10974,49958
69213,7,8,11030,20762
69214,27,28,20411,2393
69215,10,1,31450,49959
69216,14,13,16732,4430
69217,4,4,9572,21750
69218,9,12,22935,34796
69219,1,7,31451,22792
69220,26,1,139,49960
69221,10,11,2519,7567
69222,5,2,11783,41013
69223,24,21,2125,27530
69224,12,10,4088,17796
69225,8,1,11977,49961
69226,1,11,31452,7932
69227,10,31,3558,3179
69228,5,4,22161,45028
69229,9,5,23961,46219
69230,31,32,896,15462
69231,12,15,5859,3827
69232,9,8,19228,16382
69233,4,2,28359,49216
69234,1,30,31453,3951
69235,6,5,26668,49962
69236,13,19,20355,10542
69237,4,5,22152,36025
69238,2,7,24413,37133
69239,43,25,917,20449
69240,6,6,11625,33929
69241,6,1,29908,49963
69242,14,15,30424,7033
69243,10,7,13248,38982
69244,4,11,17624,34259
69245,9,10,1184,1190
69246,4,1,31454,49964
69247,1,5,31455,23324
69248,4,1,23934,49965
69249,1,11,31456,33162
69250,1,4,31457,36439
69251,4,1,8732,49966
69252,2,19,14248,28001
69253,9,10,575,2324
69254,5,8,6385,7163
69255,5,12,775,37191
69256,36,31,504,2090
69257,14,7,7009,400
69258,12,25,894,3912
69259,7,7,31458,47092
69260,5,1,6368,49967
69261,5,8,2752,8293
69262,5,7,11013,31912
69263,17,1,4253,49968
69264,12,1,2895,49969
69265,9,1,8768,49970
69266,2,4,8275,45170
69267,10,9,5655,879
69268,1,4,31459,46550
69269,4,1,12796,49971
69270,8,11,7814,11045
69271,4,1,27910,49972
69272,9,1,31460,49973
69273,3,6,18653,30941
69274,6,2,15664,14595
69275,8,8,2290,32134
69276,8,7,7645,38736
69277,40,10,1122,6656
69278,10,1,6274,49974
69279,15,17,10866,12602
69280,12,1,1913,49975
69281,5,1,31461,49976
69282,4,1,24357,49977
69283,4,5,30254,29947
69284,27,27,8098,11039
69285,6,1,27130,49978
69286,1,7,31462,18294
69287,24,1,5723,49979
69288,4,8,29306,14320
69289,2,8,31463,4849
69290,43,34,3098,3309
69291,1,4,31464,46184
69292,2,5,31465,21074
69293,21,20,10094,21747
69294,8,6,16320,39687
69295,12,12,5726,5978
69296,18,9,2696,35830
69297,16,13,2034,34638
69298,45,42,2396,1723
69299,4,2,31466,49980
69300,1,4,31467,20801
69301,2,11,31468,19850
69302,15,23,7838,14106
69303,2,6,31469,19011
69304,29,23,6868,29768
69305,8,4,759,39569
69306,19,21,8471,17731
69307,5,2,13147,44724
69308,31,5,17739,10746
69309,1,77,31470,18889
69310,34,39,1044,5793
69311,31,27,1463,6852
69312,10,8,31471,35038
69313,5,1,12889,49981
69314,4,4,17758,26287
69315,1,5,31472,49911
69316,6,7,10465,23593
69317,25,21,947,4514
69318,10,10,4661,202
69319,6,4,10818,23413
69320,15,8,2436,38955
69321,1,5,31473,5782
69322,27,26,2641,8934
69323,5,8,12550,7764
69324,14,25,11577,1376
69325,2,4,31474,35909
69326,4,3,15273,25185
69327,1,17,31475,4007
69328,25,16,273,5656
69329,13,10,7138,1068
69330,4,1,17732,49982
69331,8,1,17869,49983
69332,6,1,8699,49984
69333,1,65,31476,10477
69334,1,4,31477,32073
69335,24,25,2382,2425
69336,17,13,4942,2309
69337,7,8,11698,8522
69338,9,1,5350,49985
69339,1,30,31478,26784
69340,4,12,2460,6150
69341,18,14,4656,2286
69342,16,26,9826,5741
69343,4,2,31479,20501
69344,5,5,24854,23986
69345,4,4,31480,33125
69346,10,10,13641,4492
69347,1,4,31481,25825
69348,1,6,31482,19921
69349,6,1,7744,49986
69350,5,6,2957,38814
69351,1,6,31483,11554
69352,2,4,31484,42180
69353,6,2,12187,42061
69354,5,1,5363,49987
69355,42,48,7203,5480
69356,6,2,22769,49988
69357,1,4,31485,7899
69358,26,1,5741,49989
69359,8,1,14732,49990
69360,11,11,507,34933
69361,1,4,31486,6576
69362,7,17,18326,9603
69363,3,5,2259,26239
69364,19,21,24460,34609
69365,1,8,31487,12103
69366,4,1,16276,49991
69367,5,1,17366,49992
69368,7,4,18970,9843
69369,9,1,1616,49993
69370,8,7,14711,37804
69371,9,7,6616,5030
69372,10,1,6809,49994
69373,19,1,11730,49995
69374,1,6,31488,27473
69375,23,24,9641,13197
69376,5,4,29482,21923
69377,9,8,9600,12740
69378,4,10,31489,20210
69379,11,15,7343,11981
69380,4,3,31490,28192
69381,4,6,4220,24327
69382,1,4,31491,28978
69383,5,1,18306,49996
69384,6,1,10253,49997
69385,1,5,31492,13087
69386,1,4,31493,7381
69387,14,15,5553,8279
69388,5,5,31494,38408
69389,33,25,9287,41099
69390,17,14,9065,13497
69391,23,20,2243,36453
69392,6,3,9581,45225
69393,4,1,25345,49998
69394,9,7,1527,38264
69395,1,11,31495,34751
69396,5,5,29614,20958
69397,12,11,18823,946
69398,8,1,15470,49999
69399,18,13,2625,11569
69400,5,4,7012,44251
69401,3,4,10853,11195
69402,1,43,31496,1857
69403,15,19,6093,3998
69404,16,13,1871,8216
69405,8,5,10612,41273
69406,29,33,1502,11341
69407,5,5,2245,217
69408,4,3,5414,50000
69409,10,1,5655,50001
69410,3,4,4922,871
69411,4,1,25659,50002
69412,1,5,31497,30988
69413,8,1,29166,50003
69414,4,1,15304,50004
69415,1,4,31498,24784
69416,50,44,5644,101
69417,3,8,24870,10857
69418,1,4,31499,44573
69419,10,13,5450,5658
69420,9,8,20218,33653
69421,8,6,13947,7369
69422,5,1,27563,50005
69423,6,8,10466,23028
69424,26,22,176,32492
69425,6,6,9238,11404
69426,2,4,24912,29135
69427,5,5,2730,26486
69428,4,1,12117,50006
69429,1,6,31500,2170
69430,4,1,20623,50007
69431,1,4,31501,5159
69432,1,8,31502,26601
69433,1,5,31503,3225
69434,5,6,18263,9855
69435,8,4,16391,27554
69436,1,7,31504,32480
69437,4,4,16441,29847
69438,23,20,15635,6303
69439,6,9,26626,19238
69440,26,26,31505,40225
69441,5,4,22352,9667
69442,6,6,21310,35323
69443,1,5,31506,31835
69444,1,105,31507,34969
69445,4,1,6727,50008
69446,4,2,20283,41046
69447,5,1,2079,50009
69448,20,18,11806,34409
69449,8,8,12688,35038
69450,5,1,20242,50010
69451,9,28,12385,1431
69452,12,1,3896,50011
69453,1,4,31508,14690
69454,10,12,4653,3310
69455,4,4,25930,18078
69456,22,32,9542,4022
69457,3,8,7336,5657
69458,4,4,11621,40161
69459,10,4,8498,40849
69460,7,5,1276,37304
69461,1,5,31509,38304
69462,5,1,12464,50012
69463,29,48,10469,26
69464,15,6,391,13006
69465,9,4,7569,11411
69466,4,4,9661,13842
69467,26,34,8539,29690
69468,2,7,31510,10801
69469,2,24,9743,7889
69470,7,1,26864,50013
69471,6,5,27413,12126
69472,22,25,5578,5696
69473,4,1,17073,50014
69474,4,2,5072,6004
69475,22,21,4301,1340
69476,20,13,1760,9316
69477,4,2,15063,21947
69478,4,1,678,50015
69479,1,5,31511,24733
69480,7,6,10578,31144
69481,2,15,31512,34398
69482,7,1,3751,50016
69483,17,7,5593,37445
69484,5,4,8074,37109
69485,2,105,31513,34969
69486,3,4,5452,16450
69487,12,1,4935,50017
69488,1,5,31514,34528
69489,1,4,31515,23714
69490,1,4,31516,15309
69491,9,1,29638,50018
69492,42,15,3489,9858
69493,20,31,8170,5954
69494,4,1,29129,50019
69495,1,10,31517,7232
69496,7,6,80,27026
69497,5,5,2424,5944
69498,10,7,20559,28363
69499,2,8,31518,26545
69500,20,22,1464,622
69501,1,7,31519,32513
69502,1,5,31520,652
69503,8,10,9880,7877
69504,4,6,31521,38550
69505,2,4,10380,13942
69506,4,1,31522,50020
69507,1,4,31523,21700
69508,21,21,5946,35413
69509,13,13,83,21626
69510,5,4,14926,1860
69511,4,6,13812,32265
69512,1,5,31524,2065
69513,39,40,5805,5244
69514,1,33,31525,9803
69515,5,5,31526,35569
69516,4,2,26796,50021
69517,19,18,2976,35796
69518,25,24,514,2270
69519,4,7,7700,40209
69520,2,5,31527,15834
69521,1,5,31528,34255
69522,14,11,980,8379
69523,4,5,302,17384
69524,10,8,8785,2579
69525,5,3,11374,1168
69526,7,1,22177,50022
69527,1,4,31529,38586
69528,7,1,975,50023
69529,4,1,19013,50024
69530,9,15,9056,12185
69531,5,2,28231,21326
69532,7,5,9283,11626
69533,1,4,31530,5671
69534,6,6,3643,5143
69535,8,8,13784,8687
69536,13,1,31531,50025
69537,1,11,31532,21697
69538,5,4,30294,44101
69539,7,6,31533,8583
69540,22,14,527,35823
69541,17,17,18583,33577
69542,18,38,9797,3743
69543,9,6,8329,5209
69544,9,1,9253,50026
69545,15,16,4924,17385
69546,1,11,31534,19250
69547,4,1,5824,50027
69548,36,5,25402,25209
69549,11,19,9336,9845
69550,12,14,3568,4993
69551,4,6,12938,21396
69552,32,18,648,14300
69553,1,15,31535,7951
69554,1,8,31536,33059
69555,9,1,6358,50028
69556,4,2,17175,50029
69557,1,10,31537,39887
69558,16,16,1783,13504
69559,22,27,2408,4288
69560,7,2,15150,50030
69561,4,5,855,2189
69562,26,6,3299,27655
69563,4,5,31538,49656
69564,12,15,6409,26735
69565,1,5,31539,20100
69566,49,28,1083,5830
69567,25,1,20259,50031
69568,1,4,31540,38918
69569,27,27,6057,3570
69570,1,27,31541,15017
69571,1,12,31542,14369
69572,1,4,31543,28690
69573,1,7,31544,20616
69574,5,3,29482,44189
69575,5,5,14380,3178
69576,51,41,333,16328
69577,6,2,26961,39725
69578,20,24,8610,27052
69579,14,18,4135,4981
69580,4,4,10783,29098
69581,6,2,25140,47690
69582,4,1,27881,50032
69583,10,12,9963,29109
69584,1,11,31545,29781
69585,10,15,6286,1990
69586,13,16,2215,15534
69587,1,6,31546,38570
69588,19,24,4530,12150
69589,1,5,31547,15493
69590,5,6,22489,26628
69591,1,4,31548,20291
69592,54,15,2909,28252
69593,12,13,3059,28970
69594,14,13,1368,37040
69595,39,45,5934,2396
69596,32,33,5724,33042
69597,1,5,31549,32203
69598,4,1,29659,50033
69599,8,8,6503,15907
69600,10,12,339,15906
69601,4,2,25825,50034
69602,1,6,31550,39602
69603,8,13,6560,5999
69604,6,1,7401,50035
69605,8,11,16879,23237
69606,4,1,11515,50036
69607,19,1,16029,50037
69608,6,6,1353,16095
69609,46,36,3368,15192
69610,2,4,7573,25300
69611,5,7,15012,16993
69612,29,25,2851,8089
69613,5,9,3517,34653
69614,2,11,31551,27633
