,q1_freq,q2_freq
57438,6,1
57439,2,4
57440,1,6
57441,10,5
57442,1,11
57443,8,8
57444,13,8
57445,4,2
57446,4,1
57447,20,19
57448,2,17
57449,6,1
57450,3,10
57451,5,4
57452,2,5
57453,7,7
57454,5,3
57455,11,9
57456,10,12
57457,4,4
57458,4,5
57459,1,11
57460,15,15
57461,5,3
57462,14,1
57463,49,36
57464,11,8
57465,1,43
57466,2,10
57467,6,5
57468,8,38
57469,13,13
57470,7,1
57471,5,7
57472,22,18
57473,3,8
57474,15,11
57475,1,4
57476,6,1
57477,2,4
57478,2,6
57479,2,8
57480,4,11
57481,4,1
57482,4,3
57483,1,105
57484,12,15
57485,18,14
57486,33,32
57487,6,18
57488,6,7
57489,1,6
57490,4,4
57491,6,4
57492,29,18
57493,4,1
57494,8,1
57495,1,4
57496,5,1
57497,31,15
57498,1,11
57499,4,1
57500,28,35
57501,20,2
57502,21,28
57503,5,5
57504,4,4
57505,2,4
57506,23,17
57507,1,6
57508,4,5
57509,29,35
57510,42,28
57511,27,24
57512,1,4
57513,13,15
57514,7,8
57515,5,5
57516,7,1
57517,11,6
57518,37,40
57519,1,6
57520,15,15
57521,1,6
57522,11,19
57523,9,6
57524,20,20
57525,12,1
57526,1,9
57527,10,7
57528,47,44
57529,12,17
57530,2,4
57531,9,8
57532,2,9
57533,4,1
57534,5,10
57535,1,15
57536,2,6
57537,1,6
57538,20,1
57539,5,5
57540,7,1
57541,1,8
57542,14,4
57543,5,1
57544,12,15
57545,5,4
57546,10,11
57547,8,8
57548,4,4
57549,7,4
57550,4,5
57551,8,10
57552,6,7
57553,36,21
57554,5,1
57555,10,16
57556,4,3
57557,1,20
57558,6,1
57559,13,5
57560,4,4
57561,7,1
57562,11,7
57563,13,6
57564,3,26
57565,11,9
57566,26,34
57567,4,1
57568,7,8
57569,5,4
57570,28,25
57571,7,7
57572,5,5
57573,9,8
57574,10,9
57575,5,5
57576,4,28
57577,6,7
57578,31,1
57579,11,12
57580,4,5
57581,18,20
57582,5,2
57583,4,11
57584,1,4
57585,5,1
57586,1,11
57587,1,4
57588,4,2
57589,10,2
57590,11,11
57591,13,13
57592,13,12
57593,12,20
57594,6,8
57595,16,18
57596,3,4
57597,2,6
57598,5,4
57599,7,2
57600,6,8
57601,6,9
57602,6,1
57603,10,8
57604,5,1
57605,1,4
57606,2,4
57607,8,15
57608,4,1
57609,13,13
57610,24,24
57611,1,11
57612,1,5
57613,12,15
57614,7,3
57615,5,4
57616,9,5
57617,10,15
57618,5,5
57619,17,4
57620,2,9
57621,1,5
57622,4,1
57623,6,6
57624,49,41
57625,1,4
57626,26,38
57627,4,4
57628,20,7
57629,20,20
57630,7,8
57631,11,22
57632,4,2
57633,6,5
57634,12,11
57635,5,4
57636,13,16
57637,5,1
57638,4,5
57639,4,5
57640,10,17
57641,17,33
57642,5,6
57643,8,6
57644,19,21
57645,6,21
57646,5,6
57647,8,12
57648,8,7
57649,32,33
57650,11,10
57651,1,11
57652,5,4
57653,4,6
57654,4,5
57655,5,5
57656,2,5
57657,1,11
57658,14,5
57659,4,1
57660,13,12
57661,13,13
57662,3,5
57663,4,1
57664,23,13
57665,10,12
57666,19,23
57667,16,28
57668,33,25
57669,13,11
57670,13,14
57671,1,5
57672,19,11
57673,3,16
57674,1,5
57675,1,5
57676,5,6
57677,15,15
57678,49,31
57679,4,1
57680,1,4
57681,30,33
57682,4,1
57683,4,1
57684,10,11
57685,5,3
57686,22,49
57687,48,22
57688,1,9
57689,16,26
57690,4,6
57691,5,11
57692,1,11
57693,1,4
57694,77,1
57695,6,4
57696,15,10
57697,8,12
57698,22,20
57699,15,31
57700,3,5
57701,5,1
57702,17,1
57703,18,17
57704,6,6
57705,4,7
57706,22,40
57707,6,1
57708,3,4
57709,5,1
57710,11,23
57711,4,1
57712,4,2
57713,23,9
57714,5,1
57715,33,49
57716,33,31
57717,20,21
57718,16,1
57719,2,9
57720,1,9
57721,1,6
57722,4,1
57723,11,9
57724,4,1
57725,3,6
57726,9,1
57727,19,16
57728,4,4
57729,16,9
57730,10,7
57731,20,22
57732,14,11
57733,18,18
57734,10,10
57735,5,1
57736,7,1
57737,1,8
57738,4,1
57739,1,4
57740,2,7
57741,1,19
57742,2,6
57743,20,16
57744,6,1
57745,8,14
57746,1,8
57747,7,3
57748,6,2
57749,17,19
57750,21,21
57751,5,1
57752,14,11
57753,5,5
57754,26,26
57755,9,7
57756,8,9
57757,1,4
57758,7,7
57759,34,33
57760,1,27
57761,1,6
57762,14,8
57763,6,7
57764,5,4
57765,2,17
57766,7,7
57767,2,10
57768,1,7
57769,27,24
57770,27,28
57771,6,1
57772,6,1
57773,4,5
57774,2,5
57775,9,8
57776,2,9
57777,10,22
57778,6,6
57779,10,9
57780,7,4
57781,1,11
57782,5,1
57783,1,6
57784,14,13
57785,10,1
57786,5,1
57787,5,4
57788,1,4
57789,6,3
57790,4,1
57791,19,20
57792,1,36
57793,10,11
57794,19,20
57795,12,14
57796,3,11
57797,5,2
57798,2,14
57799,27,25
57800,4,1
57801,17,75
57802,2,6
57803,1,22
57804,5,3
57805,1,4
57806,5,4
57807,7,1
57808,6,2
57809,2,4
57810,10,7
57811,34,23
57812,5,5
57813,9,9
57814,1,28
57815,4,1
57816,12,15
57817,5,2
57818,15,107
57819,4,1
57820,7,7
57821,31,32
57822,4,1
57823,45,88
57824,31,37
57825,7,12
57826,5,8
57827,5,1
57828,3,20
57829,10,4
57830,4,1
57831,11,13
57832,15,24
57833,11,22
57834,5,5
57835,14,13
57836,18,18
57837,11,13
57838,34,27
57839,28,20
57840,5,10
57841,25,22
57842,5,5
57843,4,1
57844,5,5
57845,1,5
57846,15,20
57847,14,13
57848,10,25
57849,1,23
57850,6,1
57851,12,12
57852,10,11
57853,10,10
57854,18,20
57855,4,1
57856,4,4
57857,7,9
57858,7,4
57859,7,2
57860,10,13
57861,6,16
57862,5,18
57863,7,4
57864,5,5
57865,6,5
57866,2,4
57867,10,11
57868,34,26
57869,2,10
57870,41,47
57871,1,5
57872,14,33
57873,16,23
57874,14,1
57875,20,6
57876,1,7
57877,8,2
57878,4,1
57879,15,9
57880,6,10
57881,1,5
57882,26,1
57883,2,4
57884,17,14
57885,7,6
57886,2,15
57887,23,31
57888,5,1
57889,4,1
57890,6,5
57891,15,10
57892,3,4
57893,48,1
57894,7,1
57895,46,42
57896,2,5
57897,2,6
57898,5,4
57899,13,14
57900,2,7
57901,5,5
57902,7,6
57903,29,26
57904,7,7
57905,25,18
57906,8,1
57907,5,4
57908,5,5
57909,20,19
57910,6,7
57911,4,3
57912,1,6
57913,1,16
57914,1,5
57915,5,7
57916,1,4
57917,5,1
57918,34,42
57919,22,22
57920,11,2
57921,10,2
57922,1,5
57923,26,28
57924,9,14
57925,4,1
57926,11,8
57927,1,4
57928,8,5
57929,1,4
57930,28,23
57931,23,32
57932,34,36
57933,4,5
57934,13,35
57935,3,5
57936,17,23
57937,4,1
57938,7,12
57939,5,77
57940,11,13
57941,6,1
57942,1,8
57943,16,13
57944,1,4
57945,6,1
57946,1,9
57947,9,8
57948,14,4
57949,4,1
57950,4,1
57951,5,4
57952,47,39
57953,5,1
57954,15,22
57955,5,4
57956,4,1
57957,5,4
57958,5,1
57959,14,13
57960,6,1
57961,3,6
57962,4,5
57963,2,5
57964,4,1
57965,6,7
57966,19,24
57967,6,6
57968,5,5
57969,1,14
57970,7,5
57971,5,5
57972,2,5
57973,1,4
57974,5,8
57975,25,16
57976,9,7
57977,1,5
57978,12,17
57979,16,11
57980,1,4
57981,1,7
57982,4,8
57983,5,9
57984,10,7
57985,21,25
57986,6,5
57987,5,1
57988,1,14
57989,3,4
57990,8,13
57991,1,6
57992,13,36
57993,4,4
57994,10,7
57995,20,26
57996,8,9
57997,38,21
57998,2,4
57999,2,4
58000,6,6
58001,19,19
58002,1,9
58003,1,4
58004,1,4
58005,4,1
58006,1,4
58007,7,6
58008,10,4
58009,9,8
58010,5,5
58011,6,5
58012,8,25
58013,1,5
58014,5,1
58015,33,46
58016,3,4
58017,12,1
58018,10,16
58019,11,1
58020,4,7
58021,5,5
58022,13,1
58023,4,2
58024,4,1
58025,21,9
58026,6,2
58027,5,1
58028,4,1
58029,12,2
58030,15,50
58031,4,3
58032,7,5
58033,5,1
58034,6,6
58035,12,11
58036,8,8
58037,8,1
58038,20,7
58039,4,4
58040,3,12
58041,20,19
58042,1,5
58043,1,5
58044,17,13
58045,20,19
58046,5,6
58047,20,16
58048,6,2
58049,1,5
58050,10,1
58051,1,6
58052,23,54
58053,4,1
58054,1,22
58055,1,5
58056,1,11
58057,23,44
58058,9,10
58059,12,3
58060,13,13
58061,8,7
58062,42,23
58063,32,31
58064,42,23
58065,14,14
58066,5,2
58067,4,4
58068,1,4
58069,10,26
58070,1,4
58071,11,10
58072,3,7
58073,18,12
58074,7,12
58075,14,4
58076,25,1
58077,5,2
58078,4,2
58079,12,1
58080,34,39
58081,4,7
58082,1,4
58083,5,5
58084,6,1
58085,10,8
58086,12,8
58087,21,53
58088,1,11
58089,4,4
58090,1,4
58091,5,4
58092,1,4
58093,6,8
58094,1,7
58095,6,4
58096,12,13
58097,4,3
58098,4,2
58099,7,7
58100,18,2
58101,2,5
58102,4,4
58103,1,13
58104,1,5
58105,26,26
58106,7,7
58107,4,6
58108,12,11
58109,10,11
58110,11,11
58111,16,19
58112,19,18
58113,5,1
58114,25,23
58115,5,7
58116,5,5
58117,8,1
58118,1,4
58119,40,38
58120,16,1
58121,9,1
58122,7,9
58123,1,5
58124,5,1
58125,5,3
58126,20,18
58127,14,7
58128,10,10
58129,4,17
58130,9,12
58131,10,6
58132,7,26
58133,11,12
58134,1,6
58135,38,26
58136,6,1
58137,11,29
58138,5,5
58139,28,23
58140,1,4
58141,4,1
58142,1,5
58143,12,13
58144,1,5
58145,1,4
58146,2,5
58147,1,5
58148,19,14
58149,6,5
58150,5,5
58151,4,1
58152,19,34
58153,13,10
58154,26,27
58155,47,31
58156,1,4
58157,24,24
58158,4,4
58159,50,18
58160,4,5
58161,7,6
58162,15,1
58163,1,10
58164,20,17
58165,14,27
58166,15,14
58167,4,1
58168,12,6
58169,4,5
58170,8,1
58171,27,22
58172,5,15
58173,5,1
58174,1,9
58175,1,4
58176,2,41
58177,4,1
58178,23,37
58179,2,5
58180,1,5
58181,14,14
58182,1,5
58183,13,13
58184,3,5
58185,20,17
58186,12,1
58187,1,7
58188,6,1
58189,6,2
58190,7,9
58191,4,4
58192,1,10
58193,1,4
58194,6,6
58195,8,8
58196,4,4
58197,1,4
58198,2,5
58199,17,1
58200,6,6
58201,2,4
58202,29,11
58203,6,4
58204,11,13
58205,4,1
58206,1,14
58207,1,4
58208,5,7
58209,7,8
58210,5,1
58211,7,7
58212,1,8
58213,9,10
58214,15,15
58215,4,5
58216,9,9
58217,61,1
58218,7,7
58219,27,26
58220,12,13
58221,7,10
58222,9,1
58223,33,33
58224,5,7
58225,36,41
58226,6,1
58227,12,1
58228,21,5
58229,5,5
58230,17,23
58231,13,46
58232,35,14
58233,2,5
58234,7,10
58235,4,1
58236,8,9
58237,1,4
58238,21,20
58239,20,7
58240,1,43
58241,10,10
58242,8,10
58243,15,25
58244,1,43
58245,8,18
58246,30,51
58247,1,19
58248,4,1
58249,4,1
58250,4,2
58251,1,4
58252,12,12
58253,16,16
58254,8,4
58255,8,8
58256,1,15
58257,9,8
58258,1,13
58259,8,6
58260,5,4
58261,19,40
58262,18,7
58263,10,6
58264,11,7
58265,9,9
58266,14,3
58267,8,5
58268,4,4
58269,3,13
58270,13,13
58271,1,4
58272,5,1
58273,2,4
58274,8,7
58275,5,1
58276,10,1
58277,1,17
58278,14,7
58279,1,15
58280,5,6
58281,17,17
58282,15,8
58283,19,20
58284,18,1
58285,1,107
58286,12,13
58287,5,1
58288,3,5
58289,4,2
58290,6,1
58291,14,14
58292,5,6
58293,3,7
58294,5,1
58295,49,35
58296,31,5
58297,9,11
58298,4,4
58299,6,11
58300,1,48
58301,20,25
58302,6,13
58303,2,5
58304,2,5
58305,1,4
58306,1,25
58307,2,6
58308,12,5
58309,5,1
58310,34,17
58311,2,12
58312,6,25
58313,7,1
58314,4,1
58315,4,1
58316,9,9
58317,1,4
58318,5,8
58319,8,12
58320,4,1
58321,5,8
58322,1,4
58323,25,8
58324,1,29
58325,1,5
58326,8,6
58327,4,1
58328,4,11
58329,8,13
58330,2,8
58331,1,9
58332,28,40
58333,10,20
58334,16,11
58335,15,23
58336,22,9
58337,26,3
58338,1,7
58339,5,5
58340,1,4
58341,10,1
58342,4,1
58343,18,10
58344,4,1
58345,44,42
58346,4,11
58347,1,32
58348,4,1
58349,1,4
58350,6,7
58351,5,5
58352,7,1
58353,37,50
58354,1,4
58355,37,29
58356,9,9
58357,7,6
58358,24,24
58359,1,7
58360,7,4
58361,4,4
58362,20,15
58363,8,1
58364,12,12
58365,14,12
58366,1,5
58367,8,6
58368,10,1
58369,6,1
58370,7,6
58371,27,11
58372,14,16
58373,14,16
58374,8,6
58375,7,4
58376,22,20
58377,7,8
58378,2,4
58379,10,10
58380,14,12
58381,23,10
58382,5,5
58383,5,5
58384,7,9
58385,4,4
58386,7,6
58387,6,1
58388,4,4
58389,6,6
58390,15,13
58391,4,4
58392,5,6
58393,1,10
58394,14,12
58395,1,4
58396,7,8
58397,12,4
58398,1,5
58399,4,4
58400,4,3
58401,5,1
58402,1,6
58403,4,4
58404,4,6
58405,17,19
58406,10,11
58407,2,18
58408,5,12
58409,1,77
58410,5,1
58411,50,38
58412,1,7
58413,11,11
58414,1,4
58415,4,4
58416,15,17
58417,8,3
58418,33,31
58419,4,1
58420,21,2
58421,29,4
58422,4,4
58423,9,3
58424,11,11
58425,17,16
58426,8,4
58427,1,11
58428,26,23
58429,12,12
58430,1,4
58431,6,4
58432,12,13
58433,1,6
58434,2,6
58435,4,7
58436,1,13
58437,9,6
58438,16,13
58439,2,4
58440,1,105
58441,26,35
58442,5,9
58443,9,25
58444,10,10
58445,15,10
58446,1,4
58447,1,55
58448,39,24
58449,1,10
58450,1,6
58451,5,1
58452,7,1
58453,16,10
58454,29,51
58455,2,6
58456,30,31
58457,9,10
58458,4,1
58459,1,75
58460,32,22
58461,17,20
58462,1,13
58463,13,13
58464,5,1
58465,4,1
58466,15,18
58467,1,6
58468,4,4
58469,5,6
58470,14,9
58471,6,4
58472,1,7
58473,4,2
58474,1,11
58475,5,1
58476,39,51
58477,19,30
58478,65,1
58479,2,11
58480,31,40
58481,1,5
58482,42,36
58483,5,1
58484,4,10
58485,8,10
58486,4,1
58487,19,7
58488,4,2
58489,12,10
58490,13,16
58491,11,9
58492,1,5
58493,16,13
58494,6,7
58495,14,13
58496,16,20
58497,2,4
58498,26,53
58499,16,17
58500,11,12
58501,6,1
58502,2,4
58503,4,1
58504,1,4
58505,1,5
58506,1,5
58507,5,9
58508,13,2
58509,1,7
58510,13,10
58511,9,9
58512,1,6
58513,1,4
58514,19,21
58515,9,7
58516,1,13
58517,4,1
58518,2,4
58519,8,7
58520,11,22
58521,1,4
58522,14,13
58523,1,10
58524,1,5
58525,6,146
58526,1,11
58527,5,1
58528,2,4
58529,3,4
58530,23,24
58531,13,1
58532,1,4
58533,1,4
58534,3,4
58535,6,5
58536,8,5
58537,5,2
58538,4,1
58539,1,4
58540,2,5
58541,5,1
58542,1,14
58543,6,2
58544,8,26
58545,1,11
58546,3,4
58547,5,2
58548,14,5
58549,6,4
58550,17,12
58551,1,4
58552,1,4
58553,1,11
58554,9,1
58555,42,49
58556,12,7
58557,10,6
58558,5,1
58559,4,1
58560,8,1
58561,21,13
58562,18,9
58563,4,1
58564,4,1
58565,6,1
58566,14,5
58567,7,8
58568,7,9
58569,1,4
58570,2,9
58571,3,7
58572,12,12
58573,4,1
58574,10,7
58575,2,4
58576,6,7
58577,17,17
58578,18,20
58579,11,9
58580,23,32
58581,10,8
58582,4,1
58583,4,1
58584,8,1
58585,19,15
58586,4,2
58587,2,6
58588,5,7
58589,9,7
58590,23,21
58591,21,15
58592,11,1
58593,1,12
58594,7,8
58595,16,19
58596,14,16
58597,13,27
58598,1,21
58599,9,11
58600,4,2
58601,6,3
58602,6,8
58603,1,5
58604,47,45
58605,12,16
58606,1,10
58607,1,6
58608,1,4
58609,4,4
58610,1,6
58611,25,31
58612,1,9
58613,8,1
58614,11,1
58615,4,1
58616,1,4
58617,9,10
58618,1,6
58619,4,1
58620,4,4
58621,42,34
58622,24,23
58623,8,8
58624,6,5
58625,5,1
58626,1,11
58627,49,26
58628,14,13
58629,5,4
58630,9,11
58631,21,22
58632,1,4
58633,1,12
58634,6,6
58635,21,1
58636,4,1
58637,27,27
58638,8,11
58639,16,1
58640,5,16
58641,25,17
58642,1,15
58643,1,18
58644,5,14
58645,23,29
58646,42,14
58647,9,6
58648,21,21
58649,16,6
58650,7,1
58651,4,4
58652,1,6
58653,32,31
58654,1,30
58655,11,8
58656,11,16
58657,5,5
58658,5,5
58659,9,1
58660,2,6
58661,6,1
58662,9,9
58663,2,13
58664,1,4
58665,4,5
58666,7,8
58667,8,8
58668,1,4
58669,6,8
58670,8,6
58671,5,1
58672,4,6
58673,6,6
58674,6,1
58675,6,8
58676,28,47
58677,1,15
58678,9,5
58679,7,2
58680,7,2
58681,7,6
58682,5,2
58683,30,17
58684,5,15
58685,4,7
58686,1,15
58687,8,6
58688,2,5
58689,7,2
58690,1,4
58691,14,19
58692,5,4
58693,12,10
58694,1,9
58695,5,8
58696,7,11
58697,30,23
58698,19,19
58699,6,1
58700,8,7
58701,5,8
58702,1,6
58703,6,4
58704,2,4
58705,9,1
58706,13,14
58707,10,7
58708,6,1
58709,12,12
58710,8,12
58711,1,4
58712,5,1
58713,4,1
58714,6,3
58715,4,1
58716,4,1
58717,15,35
58718,4,1
58719,6,9
58720,21,12
58721,5,2
58722,1,7
58723,20,19
58724,8,1
58725,6,1
58726,1,5
58727,37,24
58728,7,5
58729,1,5
58730,9,8
58731,15,20
58732,6,5
58733,1,21
58734,7,1
58735,11,11
58736,4,1
58737,1,6
58738,4,5
58739,1,11
58740,1,4
58741,40,6
58742,18,19
58743,4,4
58744,12,6
58745,7,146
58746,12,11
58747,8,8
58748,31,34
58749,2,7
58750,4,1
58751,16,12
58752,17,1
58753,1,7
58754,7,8
58755,28,34
58756,14,20
58757,5,1
58758,6,4
58759,19,26
58760,2,26
58761,8,6
58762,11,12
58763,5,7
58764,9,4
58765,13,14
58766,14,15
58767,7,7
58768,14,14
58769,4,4
58770,5,5
58771,9,10
58772,17,3
58773,1,9
58774,1,10
58775,1,5
58776,6,9
58777,36,34
58778,4,10
58779,9,4
58780,2,5
58781,9,9
58782,2,5
58783,7,11
58784,13,15
58785,6,8
58786,9,16
58787,14,12
58788,7,6
58789,1,5
58790,5,5
58791,21,18
58792,4,4
58793,1,8
58794,8,1
58795,5,7
58796,7,1
58797,9,1
58798,10,11
58799,1,4
58800,18,17
58801,4,1
58802,1,4
58803,5,1
58804,29,25
58805,23,24
58806,4,1
58807,41,28
58808,1,5
58809,2,5
58810,12,13
58811,11,1
58812,8,8
58813,4,6
58814,3,13
58815,8,9
58816,5,2
58817,1,11
58818,4,5
58819,5,4
58820,16,2
58821,2,6
58822,2,5
58823,26,22
58824,14,13
58825,1,4
58826,1,11
58827,9,10
58828,42,37
58829,2,4
58830,30,33
58831,1,5
58832,49,38
58833,6,1
58834,7,19
58835,5,4
58836,6,1
58837,2,15
58838,22,22
58839,1,4
58840,2,5
58841,7,1
58842,4,1
58843,9,6
58844,1,4
58845,1,10
58846,6,5
58847,2,17
58848,5,7
58849,6,5
58850,1,40
58851,25,23
58852,1,7
58853,6,1
58854,1,7
58855,6,8
58856,6,9
58857,8,6
58858,11,15
58859,5,2
58860,4,6
58861,4,5
58862,6,6
58863,1,4
58864,1,8
58865,24,35
58866,14,17
58867,3,4
58868,1,107
58869,4,4
58870,5,5
58871,4,1
58872,4,6
58873,19,13
58874,1,28
58875,5,2
58876,1,7
58877,4,2
58878,31,25
58879,1,18
58880,12,12
58881,19,19
58882,1,35
58883,19,19
58884,20,15
58885,12,19
58886,4,4
58887,4,2
58888,5,4
58889,20,20
58890,2,6
58891,15,2
58892,2,16
58893,6,1
58894,4,5
58895,3,6
58896,4,1
58897,19,23
58898,19,23
58899,5,5
58900,11,21
58901,12,17
58902,6,5
58903,7,7
58904,1,4
58905,8,8
58906,1,9
58907,8,9
58908,6,5
58909,10,6
58910,7,24
58911,9,18
58912,1,5
58913,27,27
58914,1,4
58915,1,10
58916,9,14
58917,6,7
58918,4,5
58919,4,7
58920,4,1
58921,13,11
58922,19,15
58923,15,9
58924,11,27
58925,5,5
58926,23,18
58927,1,13
58928,21,25
58929,1,5
58930,4,5
58931,6,3
58932,1,4
58933,31,28
58934,13,36
58935,5,1
58936,15,7
58937,6,1
58938,1,6
58939,4,1
58940,23,49
58941,1,24
58942,7,1
58943,4,3
58944,17,23
58945,1,5
58946,9,9
58947,2,5
58948,6,5
58949,12,10
58950,4,1
58951,16,20
58952,18,17
58953,5,5
58954,5,5
58955,5,7
58956,3,8
58957,5,3
58958,25,25
58959,1,8
58960,5,5
58961,4,5
58962,6,13
58963,3,6
58964,20,55
58965,5,1
58966,23,21
58967,6,2
58968,8,14
58969,16,16
58970,27,23
58971,4,5
58972,28,23
58973,6,13
58974,2,14
58975,1,4
58976,4,1
58977,24,6
58978,5,1
58979,10,1
58980,14,18
58981,1,5
58982,7,7
58983,9,13
58984,13,7
58985,18,8
58986,1,21
58987,5,5
58988,1,5
58989,9,4
58990,9,6
58991,14,15
58992,11,6
58993,5,1
58994,7,6
58995,19,22
58996,5,14
58997,7,5
58998,6,2
58999,1,8
59000,7,13
59001,1,4
59002,8,8
59003,11,1
59004,5,11
59005,11,5
59006,7,29
59007,5,10
59008,9,2
59009,7,7
59010,4,4
59011,7,1
59012,29,2
59013,1,38
59014,19,12
59015,4,107
59016,8,7
59017,6,2
59018,4,6
59019,9,11
59020,1,8
59021,26,6
59022,4,1
59023,5,29
59024,35,23
59025,2,4
59026,4,1
59027,24,27
59028,21,20
59029,7,7
59030,10,10
59031,4,4
59032,2,30
59033,9,23
59034,6,1
59035,4,2
59036,3,11
59037,1,5
59038,4,1
59039,2,4
59040,5,6
59041,6,10
59042,4,1
59043,18,18
59044,7,8
59045,1,4
59046,10,10
59047,5,1
59048,31,20
59049,6,6
59050,9,4
59051,10,22
59052,14,17
59053,1,11
59054,2,12
59055,9,11
59056,4,1
59057,34,19
59058,15,15
59059,9,9
59060,13,15
59061,1,5
59062,42,41
59063,6,6
59064,21,20
59065,38,32
59066,6,1
59067,1,4
59068,17,13
59069,9,11
59070,5,5
59071,1,6
59072,4,5
59073,8,6
59074,18,7
59075,6,7
59076,3,5
59077,17,24
59078,5,6
59079,16,17
59080,10,10
59081,5,5
59082,5,1
59083,13,8
59084,1,5
59085,3,4
59086,2,4
59087,5,2
59088,1,4
59089,1,9
59090,7,9
59091,2,8
59092,11,1
59093,18,16
59094,6,4
59095,45,46
59096,4,2
59097,5,1
59098,15,13
59099,14,16
59100,4,1
59101,13,17
59102,23,22
59103,20,31
59104,10,1
59105,4,2
59106,22,17
59107,5,2
59108,1,75
59109,31,32
59110,23,17
59111,20,19
59112,29,33
59113,5,1
59114,6,6
59115,4,5
59116,9,13
59117,8,3
59118,12,11
59119,1,4
59120,17,17
59121,1,4
59122,9,9
59123,25,32
59124,1,12
59125,1,4
59126,1,9
59127,22,20
59128,7,8
59129,1,4
59130,11,15
59131,1,4
59132,5,1
59133,1,5
59134,12,21
59135,1,5
59136,4,1
59137,1,9
59138,6,1
59139,49,41
59140,11,8
59141,6,5
59142,5,1
59143,5,4
59144,1,5
59145,5,1
59146,1,6
59147,9,1
59148,4,1
59149,4,1
59150,1,4
59151,14,14
59152,38,35
59153,1,10
59154,1,6
59155,14,12
59156,8,9
59157,7,10
59158,5,1
59159,32,17
59160,12,12
59161,8,2
59162,18,21
59163,7,1
59164,36,1
59165,5,6
59166,4,4
59167,14,18
59168,4,1
59169,13,7
59170,1,4
59171,12,4
59172,4,4
59173,3,4
59174,1,7
59175,7,7
59176,4,4
59177,6,5
59178,4,1
59179,13,23
59180,26,24
59181,6,6
59182,19,23
59183,8,8
59184,2,5
59185,5,2
59186,24,30
59187,1,5
59188,1,16
59189,8,10
59190,5,3
59191,2,4
59192,1,4
59193,5,1
59194,4,6
59195,5,1
59196,9,9
59197,1,7
59198,5,4
59199,6,1
59200,19,16
59201,1,6
59202,9,8
59203,8,1
59204,9,7
59205,36,25
59206,4,2
59207,16,23
59208,1,6
59209,77,2
59210,8,12
59211,13,14
59212,4,1
59213,25,17
59214,6,1
59215,7,12
59216,5,5
59217,4,4
59218,19,16
59219,41,17
59220,4,2
59221,15,9
59222,1,10
59223,5,1
59224,4,6
59225,1,4
59226,10,9
59227,5,5
59228,9,18
59229,24,23
59230,15,4
59231,5,1
59232,24,25
59233,9,9
59234,12,2
59235,11,16
59236,9,8
59237,19,31
59238,1,4
59239,6,6
59240,12,7
59241,5,4
59242,1,61
59243,6,4
59244,10,14
59245,16,13
59246,6,2
59247,10,9
59248,6,1
59249,24,9
59250,5,4
59251,1,8
59252,7,9
59253,5,4
59254,7,1
59255,1,11
59256,1,5
59257,14,15
59258,16,16
59259,24,9
59260,14,12
59261,1,5
59262,14,1
59263,19,32
59264,30,33
59265,1,4
59266,27,10
59267,1,5
59268,4,5
59269,16,16
59270,11,8
59271,13,11
59272,7,5
59273,26,26
59274,4,4
59275,15,6
59276,6,2
59277,8,6
59278,1,12
59279,1,5
59280,8,7
59281,9,3
59282,5,1
59283,1,4
59284,17,24
59285,8,3
59286,7,1
59287,4,4
59288,13,12
59289,1,75
59290,1,22
59291,11,11
59292,5,4
59293,7,7
59294,17,17
59295,146,29
59296,1,4
59297,1,7
59298,22,44
59299,1,6
59300,5,9
59301,16,10
59302,9,9
59303,16,9
59304,1,19
59305,7,5
59306,1,5
59307,1,6
59308,39,33
59309,15,14
59310,14,17
59311,18,18
59312,4,1
59313,4,1
59314,8,10
59315,7,8
59316,9,10
59317,5,14
59318,31,25
59319,4,4
59320,47,33
59321,14,48
59322,5,1
59323,2,21
59324,11,9
59325,5,1
59326,7,1
59327,7,7
59328,42,22
59329,5,1
59330,9,1
59331,1,44
59332,3,4
59333,7,9
59334,4,1
59335,14,13
59336,4,5
59337,1,8
59338,11,1
59339,19,19
59340,32,28
59341,4,4
59342,22,31
59343,5,5
59344,6,5
59345,11,10
59346,4,4
59347,9,13
59348,4,1
59349,1,15
59350,1,10
59351,6,6
59352,1,4
59353,4,1
59354,6,6
59355,5,9
59356,9,12
59357,1,146
59358,15,13
59359,8,1
59360,1,4
59361,22,24
59362,8,13
59363,9,8
59364,17,20
59365,5,4
59366,5,4
59367,12,13
59368,1,10
59369,4,1
59370,4,3
59371,10,10
59372,4,1
59373,12,12
59374,11,12
59375,9,8
59376,4,3
59377,6,1
59378,5,5
59379,41,51
59380,5,5
59381,1,5
59382,5,5
59383,16,2
59384,4,7
59385,1,4
59386,22,15
59387,5,4
59388,16,17
59389,26,26
59390,17,13
59391,7,7
59392,26,25
59393,12,43
59394,5,1
59395,6,6
59396,10,10
59397,12,11
59398,9,7
59399,16,30
59400,16,6
59401,5,5
59402,5,2
59403,12,19
59404,1,6
59405,7,25
59406,10,1
59407,2,8
59408,25,22
59409,1,4
59410,22,12
59411,2,4
59412,54,27
59413,4,1
59414,6,1
59415,15,13
59416,5,5
59417,22,18
59418,4,107
59419,4,4
59420,5,1
59421,11,2
59422,27,19
59423,7,1
59424,4,1
59425,1,10
59426,31,31
59427,7,5
59428,6,8
59429,29,26
59430,10,8
59431,19,18
59432,5,1
59433,6,5
59434,4,1
59435,1,6
