,2gram_nostpwrd_cooccurence,2gram_nostpwrd_distinct,2gram_cooccurence,2gram_distinct
64885,3.0,7.0,5.0,21.0
64886,0.0,4.0,1.0,22.0
64887,2.0,60.0,3.0,253.0
64888,0.0,16.0,0.0,69.0
64889,3.0,30.0,4.0,85.0
64890,1.0,10.0,2.0,54.0
64891,2.0,26.0,3.0,79.0
64892,2.0,1.0,3.0,9.0
64893,3.0,3.0,4.0,29.0
64894,3.0,41.0,4.0,77.0
64895,2.0,32.0,1.0,63.0
64896,1.0,8.0,1.0,23.0
64897,2.0,19.0,4.0,81.0
64898,0.0,5.0,1.0,23.0
64899,2.0,37.0,4.0,115.0
64900,3.0,45.0,5.0,100.0
64901,2.0,8.0,2.0,37.0
64902,0.0,2.0,1.0,26.0
64903,1.0,18.0,1.0,86.0
64904,0.0,6.0,0.0,18.0
64905,1.0,9.0,5.0,49.0
64906,1.0,17.0,7.0,169.0
64907,1.0,22.0,5.0,118.0
64908,2.0,23.0,1.0,78.0
64909,2.0,23.0,1.0,44.0
64910,1.0,8.0,3.0,35.0
64911,0.0,4.0,1.0,43.0
64912,2.0,5.0,3.0,10.0
64913,0.0,2.0,1.0,4.0
64914,0.0,7.0,1.0,34.0
64915,0.0,10.0,0.0,36.0
64916,0.0,37.0,0.0,87.0
64917,0.0,21.0,1.0,84.0
64918,3.0,28.0,6.0,141.0
64919,0.0,16.0,0.0,36.0
64920,0.0,3.0,0.0,15.0
64921,1.0,80.0,2.0,173.0
64922,2.0,19.0,2.0,75.0
64923,7.0,58.0,11.0,134.0
64924,1.0,5.0,2.0,20.0
64925,1.0,22.0,4.0,85.0
64926,3.0,20.0,4.0,47.0
64927,8.0,78.0,9.0,223.0
64928,0.0,12.0,4.0,86.0
64929,1.0,5.0,1.0,14.0
64930,1.0,4.0,4.0,25.0
64931,0.0,16.0,0.0,55.0
64932,0.0,6.0,0.0,12.0
64933,1.0,12.0,0.0,43.0
64934,3.0,65.0,6.0,205.0
64935,0.0,19.0,1.0,55.0
64936,0.0,19.0,0.0,79.0
64937,1.0,7.0,2.0,40.0
64938,1.0,7.0,3.0,81.0
64939,0.0,10.0,2.0,69.0
64940,3.0,10.0,3.0,22.0
64941,1.0,12.0,2.0,64.0
64942,1.0,99.0,1.0,279.0
64943,1.0,53.0,3.0,170.0
64944,0.0,0.0,3.0,22.0
64945,0.0,4.0,1.0,16.0
64946,2.0,13.0,3.0,57.0
64947,3.0,12.0,2.0,40.0
64948,3.0,89.0,8.0,303.0
64949,0.0,14.0,2.0,37.0
64950,1.0,17.0,2.0,73.0
64951,1.0,13.0,0.0,37.0
64952,1.0,5.0,1.0,17.0
64953,2.0,8.0,3.0,27.0
64954,1.0,0.0,2.0,24.0
64955,2.0,3.0,3.0,46.0
64956,0.0,12.0,0.0,42.0
64957,3.0,7.0,6.0,31.0
64958,1.0,11.0,1.0,72.0
64959,1.0,14.0,2.0,33.0
64960,1.0,26.0,2.0,81.0
64961,1.0,23.0,1.0,38.0
64962,1.0,1.0,6.0,32.0
64963,0.0,15.0,0.0,60.0
64964,1.0,37.0,1.0,133.0
64965,4.0,58.0,7.0,157.0
64966,3.0,14.0,6.0,66.0
64967,3.0,66.0,3.0,136.0
64968,0.0,7.0,0.0,34.0
64969,0.0,15.0,1.0,60.0
64970,9.0,92.0,21.0,448.0
64971,0.0,23.0,0.0,44.0
64972,2.0,14.0,3.0,54.0
64973,3.0,4.0,4.0,53.0
64974,0.0,5.0,1.0,24.0
64975,2.0,2.0,3.0,21.0
64976,0.0,45.0,0.0,136.0
64977,1.0,104.0,2.0,261.0
64978,4.0,13.0,5.0,55.0
64979,7.0,58.0,13.0,184.0
64980,2.0,9.0,3.0,35.0
64981,3.0,4.0,3.0,16.0
64982,7.0,59.0,13.0,185.0
64983,1.0,11.0,1.0,36.0
64984,3.0,48.0,5.0,117.0
64985,1.0,23.0,1.0,42.0
64986,1.0,3.0,3.0,33.0
64987,1.0,8.0,2.0,19.0
64988,0.0,33.0,0.0,133.0
64989,0.0,2.0,1.0,4.0
64990,0.0,4.0,0.0,20.0
64991,1.0,21.0,0.0,125.0
64992,0.0,4.0,1.0,30.0
64993,1.0,101.0,1.0,243.0
64994,0.0,3.0,1.0,45.0
64995,2.0,2.0,3.0,26.0
64996,0.0,14.0,0.0,30.0
64997,2.0,12.0,2.0,17.0
64998,4.0,4.0,4.0,36.0
64999,1.0,97.0,6.0,324.0
65000,0.0,17.0,1.0,53.0
65001,4.0,25.0,5.0,56.0
65002,0.0,15.0,2.0,53.0
65003,1.0,14.0,5.0,90.0
65004,1.0,70.0,1.0,210.0
65005,5.0,32.0,10.0,112.0
65006,1.0,4.0,1.0,13.0
65007,1.0,19.0,2.0,58.0
65008,0.0,20.0,1.0,74.0
65009,3.0,28.0,4.0,45.0
65010,3.0,45.0,2.0,112.0
65011,7.0,34.0,24.0,352.0
65012,1.0,9.0,1.0,19.0
65013,2.0,11.0,3.0,28.0
65014,3.0,119.0,6.0,346.0
65015,0.0,9.0,0.0,25.0
65016,1.0,14.0,3.0,52.0
65017,2.0,14.0,3.0,28.0
65018,2.0,11.0,1.0,42.0
65019,0.0,2.0,2.0,17.0
65020,3.0,6.0,6.0,30.0
65021,0.0,12.0,2.0,85.0
65022,2.0,35.0,2.0,73.0
65023,0.0,8.0,0.0,19.0
65024,2.0,64.0,8.0,194.0
65025,0.0,6.0,0.0,54.0
65026,0.0,13.0,0.0,48.0
65027,2.0,27.0,2.0,67.0
65028,2.0,10.0,5.0,61.0
65029,0.0,124.0,2.0,434.0
65030,1.0,43.0,0.0,198.0
65031,0.0,4.0,1.0,37.0
65032,0.0,19.0,0.0,86.0
65033,0.0,41.0,0.0,109.0
65034,7.0,58.0,11.0,134.0
65035,7.0,42.0,13.0,156.0
65036,6.0,22.0,12.0,121.0
65037,1.0,19.0,3.0,62.0
65038,1.0,1.0,3.0,13.0
65039,1.0,83.0,2.0,172.0
65040,0.0,30.0,0.0,121.0
65041,3.0,40.0,4.0,62.0
65042,0.0,5.0,0.0,30.0
65043,7.0,42.0,12.0,124.0
65044,2.0,34.0,2.0,52.0
65045,1.0,2.0,1.0,8.0
65046,2.0,38.0,7.0,225.0
65047,1.0,12.0,2.0,49.0
65048,0.0,40.0,1.0,220.0
65049,2.0,26.0,2.0,84.0
65050,0.0,22.0,0.0,141.0
65051,0.0,10.0,2.0,70.0
65052,1.0,8.0,1.0,12.0
65053,2.0,45.0,2.0,183.0
65054,1.0,5.0,4.0,22.0
65055,0.0,2.0,0.0,32.0
65056,1.0,21.0,3.0,81.0
65057,0.0,11.0,0.0,41.0
65058,0.0,15.0,0.0,47.0
65059,1.0,6.0,1.0,15.0
65060,0.0,15.0,0.0,49.0
65061,1.0,4.0,2.0,12.0
65062,0.0,56.0,3.0,146.0
65063,0.0,7.0,0.0,25.0
65064,1.0,16.0,2.0,55.0
65065,1.0,24.0,1.0,56.0
65066,0.0,13.0,1.0,64.0
65067,1.0,0.0,0.0,3.0
65068,3.0,2.0,3.0,14.0
65069,1.0,16.0,3.0,40.0
65070,0.0,14.0,0.0,43.0
65071,2.0,66.0,1.0,241.0
65072,3.0,14.0,4.0,54.0
65073,4.0,17.0,6.0,37.0
65074,1.0,11.0,1.0,21.0
65075,2.0,4.0,2.0,30.0
65076,3.0,22.0,3.0,64.0
65077,4.0,41.0,5.0,119.0
65078,4.0,17.0,6.0,37.0
65079,0.0,31.0,2.0,126.0
65080,2.0,12.0,1.0,50.0
65081,1.0,30.0,1.0,78.0
65082,1.0,12.0,1.0,47.0
65083,0.0,6.0,0.0,20.0
65084,2.0,23.0,4.0,77.0
65085,2.0,2.0,2.0,9.0
65086,3.0,17.0,4.0,52.0
65087,0.0,8.0,0.0,56.0
65088,2.0,17.0,4.0,50.0
65089,4.0,22.0,6.0,44.0
65090,2.0,7.0,5.0,45.0
65091,1.0,8.0,2.0,25.0
65092,3.0,10.0,6.0,37.0
65093,1.0,35.0,5.0,95.0
65094,1.0,7.0,2.0,41.0
65095,3.0,87.0,2.0,359.0
65096,1.0,32.0,2.0,120.0
65097,1.0,5.0,3.0,25.0
65098,0.0,24.0,0.0,60.0
65099,0.0,40.0,0.0,126.0
65100,2.0,4.0,5.0,59.0
65101,4.0,43.0,6.0,113.0
65102,0.0,7.0,0.0,31.0
65103,2.0,11.0,2.0,41.0
65104,2.0,5.0,5.0,52.0
65105,0.0,30.0,0.0,84.0
65106,1.0,4.0,2.0,27.0
65107,1.0,63.0,1.0,119.0
65108,1.0,84.0,2.0,209.0
65109,0.0,25.0,1.0,40.0
65110,1.0,52.0,1.0,107.0
65111,4.0,51.0,5.0,206.0
65112,0.0,16.0,0.0,46.0
65113,0.0,35.0,0.0,72.0
65114,10.0,112.0,15.0,242.0
65115,2.0,1.0,0.0,27.0
65116,6.0,30.0,14.0,174.0
65117,1.0,63.0,5.0,153.0
65118,2.0,8.0,6.0,44.0
65119,1.0,22.0,2.0,55.0
65120,1.0,7.0,0.0,24.0
65121,2.0,15.0,3.0,36.0
65122,4.0,6.0,8.0,102.0
65123,4.0,35.0,5.0,99.0
65124,1.0,8.0,2.0,31.0
65125,4.0,22.0,9.0,102.0
65126,0.0,12.0,1.0,69.0
65127,0.0,31.0,0.0,186.0
65128,3.0,15.0,6.0,69.0
65129,0.0,29.0,0.0,119.0
65130,0.0,22.0,0.0,109.0
65131,0.0,1.0,1.0,4.0
65132,5.0,20.0,9.0,72.0
65133,2.0,8.0,6.0,44.0
65134,1.0,42.0,0.0,109.0
65135,1.0,11.0,2.0,33.0
65136,1.0,16.0,0.0,67.0
65137,3.0,37.0,8.0,122.0
65138,0.0,10.0,3.0,41.0
65139,1.0,5.0,2.0,19.0
65140,1.0,4.0,2.0,19.0
65141,3.0,32.0,6.0,74.0
65142,0.0,21.0,0.0,26.0
65143,1.0,11.0,2.0,18.0
65144,0.0,6.0,1.0,33.0
65145,1.0,21.0,1.0,59.0
65146,7.0,34.0,20.0,322.0
65147,0.0,1.0,0.0,3.0
65148,1.0,17.0,2.0,121.0
65149,3.0,10.0,2.0,45.0
65150,1.0,23.0,1.0,77.0
65151,6.0,30.0,12.0,124.0
65152,1.0,10.0,1.0,20.0
65153,2.0,12.0,3.0,20.0
65154,3.0,55.0,2.0,116.0
65155,3.0,60.0,4.0,176.0
65156,0.0,23.0,1.0,80.0
65157,0.0,7.0,1.0,28.0
65158,1.0,8.0,1.0,17.0
65159,1.0,29.0,1.0,73.0
65160,2.0,51.0,2.0,96.0
65161,0.0,26.0,1.0,83.0
65162,1.0,8.0,1.0,43.0
65163,0.0,28.0,0.0,96.0
65164,2.0,5.0,1.0,30.0
65165,3.0,9.0,7.0,93.0
65166,1.0,22.0,1.0,46.0
65167,7.0,34.0,21.0,228.0
65168,6.0,48.0,11.0,143.0
65169,1.0,4.0,3.0,35.0
65170,0.0,27.0,0.0,68.0
65171,1.0,33.0,3.0,121.0
65172,3.0,28.0,5.0,74.0
65173,0.0,9.0,0.0,33.0
65174,1.0,4.0,3.0,14.0
65175,2.0,22.0,3.0,70.0
65176,7.0,36.0,10.0,81.0
65177,0.0,11.0,0.0,44.0
65178,1.0,6.0,3.0,47.0
65179,2.0,12.0,4.0,82.0
65180,2.0,12.0,4.0,49.0
65181,3.0,6.0,5.0,20.0
65182,4.0,9.0,5.0,66.0
65183,2.0,167.0,4.0,350.0
65184,3.0,2.0,4.0,37.0
65185,1.0,65.0,1.0,125.0
65186,1.0,13.0,2.0,74.0
65187,1.0,8.0,1.0,24.0
65188,2.0,30.0,2.0,79.0
65189,0.0,16.0,3.0,63.0
65190,1.0,1.0,2.0,28.0
65191,2.0,28.0,2.0,100.0
65192,1.0,45.0,3.0,95.0
65193,1.0,7.0,1.0,50.0
65194,2.0,7.0,3.0,17.0
65195,2.0,16.0,2.0,32.0
65196,2.0,27.0,2.0,47.0
65197,4.0,21.0,7.0,102.0
65198,1.0,0.0,5.0,32.0
65199,0.0,16.0,0.0,44.0
65200,1.0,3.0,3.0,18.0
65201,0.0,81.0,1.0,248.0
65202,3.0,44.0,2.0,80.0
65203,3.0,13.0,7.0,85.0
65204,0.0,8.0,0.0,23.0
65205,2.0,45.0,4.0,157.0
65206,1.0,14.0,4.0,47.0
65207,2.0,1.0,1.0,14.0
65208,2.0,1.0,1.0,6.0
65209,4.0,9.0,4.0,33.0
65210,3.0,52.0,5.0,91.0
65211,0.0,6.0,0.0,31.0
65212,1.0,23.0,1.0,114.0
65213,2.0,16.0,3.0,49.0
65214,1.0,23.0,1.0,66.0
65215,2.0,27.0,3.0,138.0
65216,1.0,4.0,3.0,57.0
65217,2.0,29.0,7.0,181.0
65218,2.0,3.0,2.0,23.0
65219,0.0,11.0,0.0,83.0
65220,3.0,10.0,1.0,26.0
65221,2.0,41.0,2.0,109.0
65222,4.0,17.0,4.0,37.0
65223,1.0,1.0,4.0,52.0
65224,4.0,12.0,4.0,39.0
65225,1.0,23.0,1.0,79.0
65226,1.0,12.0,2.0,24.0
65227,1.0,6.0,2.0,84.0
65228,1.0,16.0,1.0,43.0
65229,2.0,25.0,3.0,94.0
65230,0.0,16.0,0.0,82.0
65231,3.0,4.0,4.0,13.0
65232,1.0,2.0,4.0,27.0
65233,2.0,8.0,7.0,58.0
65234,1.0,31.0,1.0,79.0
65235,0.0,16.0,0.0,38.0
65236,1.0,15.0,2.0,72.0
65237,4.0,12.0,6.0,58.0
65238,1.0,35.0,2.0,100.0
65239,2.0,25.0,5.0,102.0
65240,2.0,22.0,2.0,55.0
65241,1.0,2.0,1.0,7.0
65242,2.0,4.0,2.0,26.0
65243,1.0,4.0,2.0,33.0
65244,5.0,32.0,8.0,94.0
65245,2.0,116.0,2.0,387.0
65246,0.0,58.0,3.0,193.0
65247,1.0,7.0,2.0,26.0
65248,1.0,7.0,4.0,51.0
65249,3.0,45.0,5.0,103.0
65250,2.0,30.0,3.0,75.0
65251,1.0,19.0,1.0,52.0
65252,1.0,4.0,1.0,24.0
65253,0.0,11.0,1.0,64.0
65254,1.0,13.0,0.0,47.0
65255,2.0,5.0,3.0,24.0
65256,3.0,9.0,6.0,55.0
65257,3.0,50.0,2.0,147.0
65258,1.0,44.0,7.0,183.0
65259,3.0,10.0,5.0,28.0
65260,0.0,64.0,0.0,202.0
65261,0.0,8.0,0.0,24.0
65262,2.0,4.0,4.0,21.0
65263,1.0,12.0,3.0,54.0
65264,0.0,9.0,0.0,36.0
65265,3.0,42.0,5.0,155.0
65266,1.0,5.0,2.0,23.0
65267,0.0,5.0,0.0,11.0
65268,1.0,24.0,2.0,71.0
65269,4.0,6.0,5.0,66.0
65270,1.0,13.0,3.0,43.0
65271,1.0,15.0,1.0,69.0
65272,3.0,4.0,4.0,37.0
65273,2.0,25.0,5.0,61.0
65274,2.0,32.0,6.0,151.0
65275,2.0,52.0,4.0,123.0
65276,2.0,12.0,3.0,29.0
65277,0.0,53.0,0.0,141.0
65278,3.0,167.0,4.0,340.0
65279,3.0,46.0,3.0,169.0
65280,1.0,36.0,1.0,100.0
65281,2.0,17.0,5.0,69.0
65282,1.0,33.0,6.0,108.0
65283,3.0,96.0,7.0,352.0
65284,0.0,10.0,1.0,53.0
65285,1.0,10.0,1.0,32.0
65286,2.0,54.0,6.0,186.0
65287,2.0,35.0,3.0,88.0
65288,0.0,5.0,0.0,23.0
65289,0.0,29.0,0.0,78.0
65290,1.0,3.0,3.0,25.0
65291,1.0,11.0,3.0,37.0
65292,3.0,50.0,4.0,147.0
65293,1.0,12.0,1.0,32.0
65294,3.0,22.0,7.0,100.0
65295,0.0,4.0,1.0,23.0
65296,2.0,25.0,3.0,78.0
65297,0.0,11.0,3.0,82.0
65298,2.0,8.0,4.0,29.0
65299,1.0,5.0,1.0,40.0
65300,1.0,22.0,2.0,62.0
65301,2.0,14.0,2.0,38.0
65302,1.0,25.0,2.0,73.0
65303,2.0,28.0,2.0,84.0
65304,3.0,6.0,4.0,17.0
65305,6.0,30.0,14.0,174.0
65306,2.0,8.0,8.0,74.0
65307,0.0,42.0,0.0,154.0
65308,0.0,6.0,0.0,58.0
65309,4.0,12.0,7.0,59.0
65310,4.0,39.0,4.0,159.0
65311,1.0,2.0,1.0,14.0
65312,3.0,18.0,5.0,68.0
65313,0.0,37.0,1.0,82.0
65314,2.0,17.0,2.0,40.0
65315,0.0,6.0,0.0,32.0
65316,0.0,12.0,1.0,85.0
65317,1.0,49.0,2.0,108.0
65318,1.0,26.0,3.0,110.0
65319,2.0,12.0,2.0,20.0
65320,0.0,11.0,0.0,73.0
65321,0.0,5.0,0.0,21.0
65322,0.0,13.0,1.0,46.0
65323,2.0,40.0,3.0,99.0
65324,8.0,160.0,6.0,424.0
65325,0.0,31.0,1.0,76.0
65326,3.0,6.0,3.0,21.0
65327,0.0,64.0,0.0,205.0
65328,2.0,25.0,5.0,96.0
65329,8.0,74.0,12.0,172.0
65330,2.0,9.0,1.0,17.0
65331,1.0,0.0,1.0,8.0
65332,1.0,8.0,2.0,40.0
65333,1.0,16.0,3.0,34.0
65334,0.0,25.0,1.0,70.0
65335,8.0,74.0,11.0,134.0
65336,1.0,6.0,2.0,36.0
65337,0.0,12.0,0.0,60.0
65338,1.0,5.0,2.0,25.0
65339,1.0,7.0,0.0,26.0
65340,1.0,11.0,3.0,38.0
65341,4.0,35.0,13.0,215.0
65342,3.0,6.0,5.0,36.0
65343,6.0,30.0,16.0,224.0
65344,0.0,10.0,2.0,52.0
65345,1.0,4.0,1.0,28.0
65346,6.0,30.0,14.0,174.0
65347,1.0,6.0,2.0,39.0
65348,2.0,24.0,1.0,97.0
65349,0.0,6.0,0.0,18.0
65350,0.0,23.0,0.0,58.0
65351,7.0,42.0,13.0,156.0
65352,0.0,20.0,2.0,90.0
65353,3.0,20.0,4.0,69.0
65354,0.0,19.0,2.0,93.0
65355,1.0,27.0,1.0,69.0
65356,2.0,67.0,5.0,255.0
65357,2.0,66.0,2.0,245.0
65358,1.0,11.0,0.0,38.0
65359,1.0,16.0,4.0,54.0
65360,1.0,15.0,2.0,44.0
65361,2.0,1.0,5.0,21.0
65362,1.0,4.0,2.0,11.0
65363,1.0,20.0,3.0,70.0
65364,3.0,38.0,9.0,119.0
65365,0.0,7.0,0.0,30.0
65366,5.0,32.0,10.0,112.0
65367,1.0,19.0,1.0,74.0
65368,1.0,47.0,4.0,165.0
65369,4.0,22.0,13.0,184.0
65370,3.0,28.0,6.0,95.0
65371,4.0,9.0,7.0,43.0
65372,1.0,4.0,0.0,20.0
65373,2.0,8.0,2.0,45.0
65374,1.0,8.0,2.0,37.0
65375,5.0,32.0,14.0,212.0
65376,1.0,12.0,2.0,95.0
65377,2.0,1.0,2.0,14.0
65378,1.0,17.0,0.0,76.0
65379,1.0,24.0,3.0,50.0
65380,7.0,26.0,9.0,88.0
65381,3.0,9.0,6.0,43.0
65382,1.0,15.0,3.0,97.0
65383,1.0,15.0,1.0,43.0
65384,11.0,134.0,16.0,274.0
65385,0.0,24.0,0.0,75.0
65386,0.0,14.0,2.0,58.0
65387,2.0,5.0,4.0,43.0
65388,2.0,52.0,4.0,231.0
65389,1.0,33.0,1.0,125.0
65390,1.0,29.0,1.0,74.0
65391,3.0,2.0,2.0,8.0
65392,2.0,14.0,4.0,39.0
65393,3.0,14.0,2.0,37.0
65394,1.0,5.0,3.0,35.0
65395,0.0,3.0,0.0,7.0
65396,0.0,5.0,0.0,29.0
65397,0.0,7.0,1.0,49.0
65398,1.0,45.0,3.0,126.0
65399,3.0,4.0,4.0,20.0
65400,0.0,42.0,3.0,275.0
65401,2.0,5.0,5.0,50.0
65402,2.0,38.0,2.0,124.0
65403,2.0,22.0,2.0,56.0
65404,2.0,23.0,5.0,95.0
65405,1.0,4.0,2.0,8.0
65406,1.0,4.0,2.0,27.0
65407,3.0,7.0,5.0,26.0
65408,2.0,19.0,3.0,56.0
65409,2.0,25.0,1.0,52.0
65410,0.0,25.0,1.0,98.0
65411,2.0,10.0,2.0,33.0
65412,1.0,7.0,3.0,49.0
65413,1.0,41.0,1.0,205.0
65414,1.0,7.0,0.0,27.0
65415,2.0,12.0,3.0,41.0
65416,0.0,8.0,0.0,27.0
65417,8.0,74.0,11.0,134.0
65418,2.0,4.0,2.0,18.0
65419,2.0,71.0,4.0,224.0
65420,4.0,12.0,9.0,72.0
65421,1.0,5.0,2.0,40.0
65422,3.0,13.0,4.0,49.0
65423,1.0,75.0,1.0,147.0
65424,2.0,8.0,6.0,44.0
65425,1.0,11.0,1.0,43.0
65426,1.0,2.0,2.0,7.0
65427,1.0,4.0,3.0,27.0
65428,2.0,46.0,3.0,143.0
65429,1.0,31.0,2.0,58.0
65430,2.0,46.0,3.0,115.0
65431,1.0,20.0,2.0,85.0
65432,4.0,37.0,6.0,105.0
65433,3.0,13.0,3.0,65.0
65434,0.0,11.0,1.0,44.0
65435,2.0,175.0,3.0,554.0
65436,2.0,61.0,3.0,136.0
65437,0.0,6.0,0.0,24.0
65438,0.0,21.0,1.0,90.0
65439,2.0,9.0,6.0,49.0
65440,2.0,15.0,2.0,27.0
65441,0.0,11.0,0.0,78.0
65442,4.0,17.0,7.0,66.0
65443,2.0,15.0,6.0,67.0
65444,1.0,8.0,0.0,13.0
65445,1.0,12.0,2.0,37.0
65446,1.0,11.0,1.0,50.0
65447,0.0,2.0,2.0,18.0
65448,2.0,37.0,5.0,88.0
65449,1.0,4.0,4.0,22.0
65450,2.0,26.0,3.0,114.0
65451,5.0,48.0,6.0,145.0
65452,1.0,6.0,1.0,18.0
65453,0.0,7.0,3.0,31.0
65454,1.0,7.0,3.0,27.0
65455,0.0,11.0,0.0,27.0
65456,1.0,8.0,1.0,24.0
65457,1.0,66.0,1.0,154.0
65458,7.0,50.0,16.0,190.0
65459,0.0,4.0,1.0,41.0
65460,1.0,20.0,1.0,58.0
65461,0.0,16.0,0.0,58.0
65462,4.0,27.0,4.0,43.0
65463,3.0,6.0,6.0,30.0
65464,1.0,47.0,2.0,134.0
65465,0.0,12.0,1.0,52.0
65466,1.0,19.0,3.0,88.0
65467,2.0,14.0,3.0,46.0
65468,0.0,25.0,0.0,65.0
65469,0.0,12.0,0.0,41.0
65470,0.0,12.0,0.0,61.0
65471,0.0,20.0,0.0,66.0
65472,0.0,14.0,6.0,144.0
65473,6.0,44.0,16.0,206.0
65474,2.0,4.0,4.0,21.0
65475,2.0,22.0,3.0,70.0
65476,1.0,11.0,0.0,19.0
65477,1.0,27.0,1.0,95.0
65478,2.0,43.0,2.0,77.0
65479,1.0,15.0,1.0,71.0
65480,2.0,41.0,4.0,76.0
65481,0.0,10.0,0.0,33.0
65482,5.0,20.0,11.0,122.0
65483,8.0,74.0,9.0,132.0
65484,0.0,6.0,3.0,24.0
65485,2.0,2.0,2.0,13.0
65486,5.0,32.0,11.0,142.0
65487,1.0,2.0,2.0,14.0
65488,0.0,10.0,0.0,32.0
65489,7.0,42.0,13.0,170.0
65490,1.0,4.0,5.0,32.0
65491,2.0,16.0,4.0,62.0
65492,0.0,15.0,2.0,97.0
65493,1.0,2.0,2.0,6.0
65494,1.0,12.0,1.0,56.0
65495,4.0,22.0,4.0,54.0
65496,1.0,12.0,0.0,27.0
65497,2.0,8.0,2.0,24.0
65498,1.0,6.0,3.0,52.0
65499,1.0,31.0,1.0,115.0
65500,2.0,9.0,1.0,40.0
65501,0.0,75.0,1.0,264.0
65502,1.0,4.0,2.0,8.0
65503,4.0,6.0,6.0,36.0
65504,1.0,23.0,1.0,44.0
65505,3.0,32.0,3.0,107.0
65506,4.0,61.0,5.0,141.0
65507,1.0,4.0,2.0,12.0
65508,0.0,9.0,1.0,36.0
65509,2.0,22.0,4.0,80.0
65510,2.0,13.0,2.0,39.0
65511,3.0,10.0,3.0,22.0
65512,0.0,36.0,0.0,111.0
65513,2.0,16.0,3.0,60.0
65514,2.0,41.0,4.0,82.0
65515,4.0,48.0,7.0,180.0
65516,0.0,15.0,1.0,108.0
65517,3.0,6.0,7.0,42.0
65518,1.0,56.0,4.0,147.0
65519,1.0,3.0,3.0,13.0
65520,0.0,15.0,0.0,53.0
65521,2.0,9.0,3.0,34.0
65522,1.0,8.0,2.0,33.0
65523,3.0,27.0,10.0,155.0
65524,0.0,17.0,2.0,49.0
65525,1.0,5.0,0.0,76.0
65526,3.0,14.0,3.0,49.0
65527,1.0,6.0,2.0,27.0
65528,2.0,17.0,1.0,62.0
65529,0.0,9.0,0.0,55.0
65530,2.0,2.0,4.0,12.0
65531,0.0,31.0,1.0,92.0
65532,1.0,11.0,0.0,43.0
65533,2.0,19.0,2.0,34.0
65534,2.0,27.0,2.0,83.0
65535,1.0,49.0,1.0,195.0
65536,0.0,29.0,0.0,88.0
65537,0.0,26.0,0.0,59.0
65538,2.0,25.0,2.0,79.0
65539,6.0,30.0,12.0,124.0
65540,1.0,25.0,5.0,97.0
65541,2.0,13.0,9.0,133.0
65542,2.0,4.0,6.0,36.0
65543,2.0,18.0,7.0,117.0
65544,0.0,11.0,0.0,27.0
65545,0.0,10.0,0.0,36.0
65546,0.0,41.0,0.0,69.0
65547,1.0,2.0,0.0,31.0
65548,0.0,23.0,0.0,125.0
65549,0.0,4.0,0.0,24.0
65550,2.0,16.0,3.0,54.0
65551,0.0,19.0,1.0,58.0
65552,1.0,14.0,3.0,81.0
65553,1.0,4.0,0.0,26.0
65554,0.0,11.0,0.0,46.0
65555,0.0,6.0,2.0,44.0
65556,1.0,23.0,1.0,56.0
65557,0.0,25.0,0.0,48.0
65558,1.0,11.0,3.0,47.0
65559,3.0,4.0,3.0,23.0
65560,0.0,23.0,1.0,58.0
65561,1.0,4.0,2.0,22.0
65562,2.0,4.0,2.0,17.0
65563,1.0,85.0,2.0,194.0
65564,2.0,71.0,1.0,206.0
65565,1.0,4.0,7.0,73.0
65566,0.0,33.0,0.0,116.0
65567,1.0,22.0,4.0,90.0
65568,3.0,11.0,6.0,59.0
65569,1.0,27.0,1.0,80.0
65570,1.0,10.0,3.0,36.0
65571,2.0,11.0,2.0,42.0
65572,4.0,27.0,6.0,101.0
65573,1.0,13.0,1.0,23.0
65574,2.0,0.0,3.0,9.0
65575,6.0,36.0,15.0,162.0
65576,0.0,1.0,0.0,28.0
65577,3.0,17.0,7.0,83.0
65578,2.0,90.0,3.0,315.0
65579,2.0,32.0,1.0,87.0
65580,0.0,15.0,1.0,40.0
65581,2.0,12.0,3.0,20.0
65582,2.0,34.0,2.0,121.0
65583,0.0,5.0,1.0,20.0
65584,2.0,5.0,4.0,38.0
65585,1.0,106.0,2.0,316.0
65586,6.0,54.0,8.0,131.0
65587,3.0,76.0,6.0,243.0
65588,0.0,23.0,1.0,100.0
65589,1.0,15.0,3.0,62.0
65590,1.0,12.0,2.0,41.0
65591,0.0,31.0,1.0,59.0
65592,0.0,6.0,1.0,124.0
65593,1.0,1.0,2.0,21.0
65594,9.0,92.0,21.0,448.0
65595,0.0,15.0,0.0,51.0
65596,0.0,14.0,1.0,91.0
65597,7.0,63.0,12.0,168.0
65598,1.0,50.0,4.0,235.0
65599,1.0,53.0,1.0,164.0
65600,1.0,188.0,2.0,371.0
65601,0.0,28.0,1.0,69.0
65602,1.0,26.0,1.0,68.0
65603,0.0,10.0,0.0,36.0
65604,0.0,8.0,0.0,18.0
65605,2.0,24.0,2.0,69.0
65606,7.0,58.0,11.0,134.0
65607,1.0,14.0,2.0,45.0
65608,1.0,10.0,1.0,27.0
65609,0.0,8.0,2.0,68.0
65610,4.0,49.0,6.0,102.0
65611,0.0,10.0,0.0,31.0
65612,0.0,25.0,1.0,76.0
65613,0.0,44.0,0.0,145.0
65614,3.0,10.0,5.0,26.0
65615,1.0,7.0,2.0,17.0
65616,2.0,1.0,4.0,9.0
65617,0.0,15.0,0.0,42.0
65618,1.0,28.0,1.0,84.0
