,bigram_coocurence,bigram_distinct,bigram_nostpwrd_coocurence,bigram_nostpwrd_distinct
63562,4.0,31.0,1.0,4.0
63563,1.0,31.0,0.0,7.0
63564,2.0,186.0,1.0,55.0
63565,4.0,47.0,1.0,8.0
63566,1.0,51.0,2.0,13.0
63567,3.0,340.0,0.0,70.0
63568,3.0,41.0,3.0,14.0
63569,2.0,52.0,1.0,21.0
63570,6.0,43.0,3.0,13.0
63571,0.0,138.0,0.0,42.0
63572,8.0,104.0,6.0,52.0
63573,1.0,89.0,0.0,16.0
63574,0.0,91.0,0.0,28.0
63575,5.0,56.0,4.0,8.0
63576,3.0,53.0,4.0,20.0
63577,12.0,137.0,6.0,37.0
63578,1.0,19.0,0.0,9.0
63579,11.0,134.0,8.0,74.0
63580,1.0,352.0,0.0,117.0
63581,3.0,38.0,1.0,12.0
63582,3.0,85.0,2.0,24.0
63583,3.0,22.0,1.0,8.0
63584,0.0,26.0,0.0,8.0
63585,2.0,78.0,1.0,20.0
63586,2.0,63.0,1.0,10.0
63587,1.0,40.0,1.0,8.0
63588,6.0,227.0,1.0,68.0
63589,0.0,51.0,0.0,15.0
63590,4.0,33.0,2.0,11.0
63591,1.0,93.0,1.0,25.0
63592,15.0,210.0,9.0,72.0
63593,0.0,103.0,0.0,34.0
63594,4.0,57.0,2.0,8.0
63595,0.0,6.0,0.0,0.0
63596,0.0,9.0,0.0,2.0
63597,2.0,13.0,1.0,1.0
63598,6.0,51.0,3.0,12.0
63599,12.0,158.0,5.0,32.0
63600,1.0,8.0,1.0,0.0
63601,4.0,62.0,2.0,16.0
63602,1.0,100.0,0.0,35.0
63603,0.0,65.0,0.0,40.0
63604,1.0,121.0,1.0,27.0
63605,0.0,38.0,0.0,12.0
63606,6.0,65.0,4.0,20.0
63607,0.0,142.0,0.0,42.0
63608,1.0,156.0,0.0,53.0
63609,2.0,15.0,1.0,6.0
63610,1.0,138.0,2.0,37.0
63611,2.0,40.0,1.0,3.0
63612,4.0,47.0,3.0,6.0
63613,1.0,73.0,0.0,27.0
63614,6.0,37.0,3.0,4.0
63615,4.0,46.0,3.0,14.0
63616,0.0,162.0,0.0,54.0
63617,0.0,10.0,0.0,1.0
63618,1.0,14.0,1.0,5.0
63619,9.0,300.0,7.0,86.0
63620,1.0,31.0,0.0,5.0
63621,4.0,110.0,3.0,41.0
63622,0.0,71.0,0.0,25.0
63623,1.0,61.0,1.0,14.0
63624,4.0,16.0,1.0,1.0
63625,7.0,43.0,3.0,2.0
63626,3.0,219.0,1.0,95.0
63627,4.0,39.0,2.0,19.0
63628,1.0,36.0,1.0,7.0
63629,1.0,46.0,2.0,22.0
63630,1.0,4.0,1.0,4.0
63631,7.0,152.0,4.0,47.0
63632,1.0,20.0,1.0,6.0
63633,6.0,71.0,2.0,22.0
63634,4.0,32.0,3.0,16.0
63635,11.0,126.0,5.0,32.0
63636,5.0,127.0,2.0,24.0
63637,0.0,23.0,0.0,4.0
63638,1.0,131.0,1.0,36.0
63639,1.0,31.0,1.0,7.0
63640,1.0,29.0,0.0,3.0
63641,4.0,35.0,3.0,12.0
63642,1.0,206.0,1.0,54.0
63643,0.0,32.0,0.0,24.0
63644,0.0,48.0,0.0,28.0
63645,1.0,37.0,1.0,16.0
63646,7.0,42.0,4.0,12.0
63647,0.0,43.0,1.0,3.0
63648,6.0,258.0,6.0,71.0
63649,4.0,143.0,0.0,27.0
63650,0.0,41.0,0.0,8.0
63651,0.0,18.0,0.0,7.0
63652,0.0,83.0,0.0,43.0
63653,2.0,33.0,1.0,5.0
63654,2.0,29.0,1.0,10.0
63655,0.0,27.0,1.0,4.0
63656,6.0,127.0,5.0,50.0
63657,0.0,14.0,0.0,1.0
63658,1.0,40.0,1.0,16.0
63659,0.0,46.0,0.0,12.0
63660,0.0,55.0,0.0,19.0
63661,3.0,80.0,2.0,28.0
63662,5.0,131.0,2.0,16.0
63663,0.0,31.0,1.0,12.0
63664,21.0,448.0,9.0,92.0
63665,3.0,90.0,2.0,43.0
63666,1.0,16.0,1.0,8.0
63667,1.0,37.0,2.0,13.0
63668,1.0,58.0,0.0,13.0
63669,0.0,15.0,0.0,9.0
63670,1.0,5.0,0.0,2.0
63671,1.0,73.0,1.0,23.0
63672,3.0,22.0,2.0,9.0
63673,2.0,36.0,2.0,8.0
63674,0.0,91.0,0.0,31.0
63675,6.0,77.0,3.0,14.0
63676,0.0,3.0,0.0,0.0
63677,1.0,118.0,0.0,33.0
63678,0.0,54.0,0.0,18.0
63679,2.0,38.0,1.0,9.0
63680,18.0,252.0,7.0,50.0
63681,6.0,59.0,4.0,33.0
63682,1.0,82.0,0.0,25.0
63683,0.0,56.0,0.0,11.0
63684,0.0,42.0,1.0,7.0
63685,0.0,62.0,0.0,20.0
63686,3.0,66.0,1.0,20.0
63687,1.0,55.0,1.0,21.0
63688,3.0,110.0,1.0,37.0
63689,0.0,166.0,0.0,50.0
63690,2.0,98.0,2.0,22.0
63691,3.0,161.0,2.0,74.0
63692,0.0,56.0,0.0,9.0
63693,3.0,43.0,1.0,9.0
63694,0.0,180.0,0.0,82.0
63695,1.0,51.0,0.0,11.0
63696,0.0,83.0,0.0,37.0
63697,3.0,24.0,1.0,3.0
63698,0.0,25.0,0.0,6.0
63699,2.0,110.0,1.0,29.0
63700,1.0,70.0,1.0,27.0
63701,3.0,30.0,2.0,9.0
63702,6.0,60.0,3.0,18.0
63703,0.0,16.0,0.0,7.0
63704,3.0,57.0,3.0,14.0
63705,10.0,90.0,5.0,20.0
63706,2.0,24.0,1.0,10.0
63707,0.0,25.0,0.0,4.0
63708,2.0,186.0,2.0,65.0
63709,1.0,138.0,1.0,48.0
63710,0.0,43.0,0.0,6.0
63711,2.0,160.0,1.0,13.0
63712,5.0,168.0,3.0,68.0
63713,3.0,30.0,1.0,4.0
63714,3.0,46.0,1.0,12.0
63715,0.0,44.0,0.0,15.0
63716,1.0,29.0,1.0,11.0
63717,11.0,134.0,8.0,74.0
63718,0.0,78.0,0.0,22.0
63719,5.0,36.0,4.0,12.0
63720,4.0,132.0,2.0,51.0
63721,5.0,46.0,3.0,4.0
63722,0.0,61.0,0.0,24.0
63723,0.0,127.0,0.0,35.0
63724,18.0,252.0,7.0,50.0
63725,10.0,90.0,4.0,12.0
63726,3.0,283.0,2.0,154.0
63727,0.0,63.0,0.0,30.0
63728,3.0,86.0,2.0,19.0
63729,3.0,10.0,1.0,2.0
63730,16.0,232.0,7.0,42.0
63731,0.0,62.0,0.0,18.0
63732,3.0,19.0,2.0,8.0
63733,5.0,672.0,1.0,175.0
63734,5.0,28.0,2.0,5.0
63735,6.0,64.0,1.0,3.0
63736,0.0,17.0,0.0,3.0
63737,3.0,21.0,1.0,2.0
63738,8.0,102.0,4.0,16.0
63739,1.0,23.0,0.0,6.0
63740,7.0,42.0,4.0,12.0
63741,2.0,252.0,2.0,66.0
63742,0.0,63.0,1.0,18.0
63743,0.0,135.0,0.0,33.0
63744,0.0,87.0,0.0,17.0
63745,1.0,26.0,3.0,3.0
63746,1.0,40.0,2.0,8.0
63747,1.0,70.0,0.0,19.0
63748,1.0,36.0,0.0,11.0
63749,2.0,36.0,2.0,10.0
63750,2.0,31.0,1.0,6.0
63751,4.0,169.0,1.0,39.0
63752,1.0,90.0,0.0,32.0
63753,3.0,38.0,2.0,7.0
63754,21.0,448.0,9.0,92.0
63755,13.0,156.0,7.0,42.0
63756,2.0,53.0,1.0,7.0
63757,0.0,78.0,1.0,18.0
63758,4.0,32.0,2.0,14.0
63759,2.0,9.0,1.0,1.0
63760,1.0,30.0,1.0,4.0
63761,2.0,56.0,1.0,15.0
63762,4.0,41.0,2.0,7.0
63763,2.0,252.0,2.0,105.0
63764,1.0,41.0,1.0,13.0
63765,1.0,76.0,0.0,16.0
63766,3.0,28.0,3.0,7.0
63767,3.0,172.0,2.0,84.0
63768,3.0,45.0,1.0,7.0
63769,3.0,160.0,1.0,55.0
63770,1.0,10.0,1.0,3.0
63771,2.0,66.0,2.0,14.0
63772,2.0,40.0,2.0,17.0
63773,2.0,629.0,0.0,126.0
63774,0.0,86.0,0.0,44.0
63775,2.0,263.0,1.0,79.0
63776,1.0,64.0,0.0,8.0
63777,0.0,90.0,0.0,24.0
63778,1.0,67.0,1.0,22.0
63779,5.0,44.0,4.0,23.0
63780,2.0,18.0,2.0,9.0
63781,1.0,62.0,0.0,27.0
63782,0.0,17.0,0.0,8.0
63783,1.0,57.0,0.0,22.0
63784,1.0,69.0,2.0,19.0
63785,4.0,80.0,2.0,28.0
63786,0.0,19.0,1.0,7.0
63787,1.0,31.0,0.0,8.0
63788,1.0,24.0,1.0,0.0
63789,2.0,60.0,0.0,10.0
63790,3.0,27.0,3.0,9.0
63791,2.0,12.0,1.0,4.0
63792,4.0,76.0,2.0,34.0
63793,6.0,257.0,0.0,81.0
63794,2.0,12.0,2.0,4.0
63795,0.0,18.0,0.0,8.0
63796,2.0,215.0,3.0,63.0
63797,2.0,6.0,2.0,1.0
63798,3.0,25.0,2.0,17.0
63799,5.0,294.0,4.0,137.0
63800,0.0,128.0,0.0,28.0
63801,2.0,49.0,2.0,29.0
63802,4.0,205.0,2.0,55.0
63803,1.0,57.0,1.0,14.0
63804,0.0,24.0,0.0,14.0
63805,2.0,68.0,1.0,17.0
63806,4.0,118.0,2.0,12.0
63807,1.0,11.0,1.0,1.0
63808,0.0,100.0,0.0,26.0
63809,5.0,43.0,3.0,6.0
63810,0.0,28.0,0.0,8.0
63811,1.0,62.0,1.0,13.0
63812,1.0,53.0,1.0,17.0
63813,2.0,52.0,2.0,9.0
63814,2.0,128.0,1.0,36.0
63815,14.0,212.0,6.0,44.0
63816,3.0,18.0,3.0,4.0
63817,4.0,62.0,2.0,22.0
63818,1.0,40.0,0.0,5.0
63819,0.0,31.0,0.0,14.0
63820,0.0,64.0,0.0,24.0
63821,2.0,45.0,0.0,7.0
63822,5.0,245.0,1.0,71.0
63823,4.0,51.0,2.0,15.0
63824,4.0,81.0,2.0,29.0
63825,0.0,132.0,0.0,49.0
63826,2.0,115.0,0.0,33.0
63827,1.0,90.0,1.0,34.0
63828,1.0,50.0,1.0,9.0
63829,1.0,17.0,1.0,5.0
63830,5.0,146.0,4.0,25.0
63831,5.0,160.0,3.0,46.0
63832,0.0,42.0,0.0,7.0
63833,0.0,41.0,2.0,4.0
63834,2.0,18.0,2.0,4.0
63835,3.0,81.0,2.0,10.0
63836,6.0,30.0,4.0,12.0
63837,2.0,34.0,2.0,19.0
63838,19.0,392.0,8.0,56.0
63839,0.0,71.0,0.0,19.0
63840,0.0,40.0,1.0,9.0
63841,0.0,24.0,0.0,2.0
63842,2.0,73.0,1.0,30.0
63843,1.0,31.0,0.0,5.0
63844,1.0,33.0,1.0,13.0
63845,0.0,37.0,1.0,8.0
63846,4.0,24.0,3.0,14.0
63847,1.0,60.0,0.0,19.0
63848,5.0,175.0,3.0,75.0
63849,1.0,70.0,0.0,23.0
63850,3.0,15.0,2.0,9.0
63851,1.0,62.0,1.0,12.0
63852,3.0,78.0,2.0,22.0
63853,4.0,22.0,2.0,8.0
63854,0.0,51.0,0.0,23.0
63855,0.0,84.0,0.0,25.0
63856,0.0,25.0,0.0,10.0
63857,1.0,577.0,0.0,175.0
63858,4.0,107.0,2.0,35.0
63859,2.0,30.0,3.0,9.0
63860,4.0,78.0,1.0,11.0
63861,1.0,15.0,2.0,4.0
63862,4.0,27.0,2.0,7.0
63863,4.0,33.0,3.0,4.0
63864,4.0,76.0,3.0,45.0
63865,5.0,214.0,3.0,114.0
63866,1.0,29.0,1.0,17.0
63867,4.0,58.0,2.0,12.0
63868,2.0,87.0,1.0,18.0
63869,0.0,67.0,0.0,12.0
63870,4.0,12.0,3.0,6.0
63871,3.0,18.0,1.0,6.0
63872,4.0,93.0,3.0,18.0
63873,1.0,216.0,1.0,64.0
63874,1.0,50.0,1.0,0.0
63875,1.0,24.0,1.0,8.0
63876,10.0,121.0,4.0,17.0
63877,0.0,41.0,1.0,7.0
63878,0.0,25.0,0.0,10.0
63879,4.0,46.0,1.0,1.0
63880,7.0,41.0,3.0,9.0
63881,2.0,38.0,0.0,7.0
63882,3.0,13.0,3.0,9.0
63883,5.0,32.0,2.0,8.0
63884,6.0,44.0,2.0,8.0
63885,1.0,54.0,1.0,7.0
63886,0.0,20.0,1.0,12.0
63887,12.0,168.0,2.0,30.0
63888,3.0,46.0,1.0,8.0
63889,4.0,49.0,2.0,12.0
63890,6.0,44.0,2.0,4.0
63891,4.0,180.0,1.0,20.0
63892,2.0,52.0,2.0,16.0
63893,1.0,150.0,1.0,51.0
63894,0.0,64.0,0.0,16.0
63895,3.0,50.0,1.0,20.0
63896,12.0,172.0,5.0,39.0
63897,1.0,55.0,0.0,15.0
63898,0.0,94.0,0.0,51.0
63899,2.0,14.0,1.0,8.0
63900,1.0,83.0,1.0,7.0
63901,1.0,49.0,0.0,24.0
63902,5.0,46.0,2.0,7.0
63903,2.0,74.0,1.0,14.0
63904,3.0,128.0,1.0,26.0
63905,1.0,10.0,1.0,0.0
63906,4.0,38.0,3.0,9.0
63907,1.0,36.0,1.0,7.0
63908,1.0,133.0,1.0,42.0
63909,1.0,177.0,0.0,49.0
63910,9.0,136.0,5.0,60.0
63911,0.0,65.0,1.0,17.0
63912,1.0,46.0,1.0,12.0
63913,5.0,51.0,2.0,18.0
63914,2.0,23.0,1.0,7.0
63915,0.0,149.0,0.0,28.0
63916,0.0,67.0,0.0,19.0
63917,5.0,32.0,4.0,6.0
63918,1.0,93.0,1.0,24.0
63919,0.0,35.0,0.0,9.0
63920,6.0,59.0,2.0,11.0
63921,0.0,218.0,1.0,31.0
63922,2.0,41.0,1.0,11.0
63923,1.0,56.0,1.0,23.0
63924,0.0,268.0,1.0,72.0
63925,0.0,44.0,0.0,9.0
63926,5.0,103.0,1.0,25.0
63927,0.0,50.0,0.0,20.0
63928,1.0,41.0,1.0,17.0
63929,1.0,50.0,0.0,10.0
63930,8.0,73.0,4.0,16.0
63931,1.0,11.0,2.0,0.0
63932,5.0,52.0,1.0,8.0
63933,0.0,62.0,0.0,23.0
63934,11.0,110.0,7.0,42.0
63935,2.0,52.0,1.0,12.0
63936,2.0,24.0,1.0,1.0
63937,3.0,45.0,2.0,12.0
63938,5.0,48.0,3.0,16.0
63939,3.0,21.0,1.0,7.0
63940,3.0,45.0,2.0,12.0
63941,4.0,9.0,3.0,4.0
63942,3.0,61.0,3.0,20.0
63943,2.0,184.0,1.0,38.0
63944,3.0,62.0,1.0,16.0
63945,7.0,98.0,1.0,30.0
63946,3.0,98.0,3.0,40.0
63947,0.0,130.0,0.0,67.0
63948,5.0,93.0,2.0,16.0
63949,3.0,29.0,3.0,9.0
63950,3.0,67.0,1.0,29.0
63951,0.0,49.0,0.0,17.0
63952,0.0,11.0,1.0,2.0
63953,1.0,72.0,1.0,33.0
63954,15.0,193.0,6.0,53.0
63955,4.0,80.0,4.0,52.0
63956,4.0,33.0,2.0,6.0
63957,2.0,48.0,2.0,12.0
63958,0.0,11.0,0.0,3.0
63959,3.0,165.0,2.0,55.0
63960,0.0,85.0,0.0,29.0
63961,2.0,54.0,1.0,15.0
63962,5.0,85.0,5.0,19.0
63963,2.0,110.0,2.0,18.0
63964,1.0,37.0,1.0,7.0
63965,1.0,29.0,1.0,23.0
63966,3.0,155.0,2.0,56.0
63967,3.0,49.0,3.0,14.0
63968,1.0,10.0,0.0,6.0
63969,2.0,12.0,2.0,4.0
63970,3.0,48.0,2.0,23.0
63971,3.0,66.0,1.0,27.0
63972,2.0,135.0,1.0,25.0
63973,6.0,103.0,2.0,23.0
63974,2.0,24.0,0.0,4.0
63975,4.0,340.0,0.0,136.0
63976,0.0,29.0,0.0,23.0
63977,2.0,41.0,1.0,4.0
63978,3.0,45.0,2.0,9.0
63979,6.0,30.0,3.0,6.0
63980,1.0,38.0,0.0,11.0
63981,3.0,13.0,1.0,1.0
63982,2.0,68.0,2.0,16.0
63983,4.0,71.0,2.0,28.0
63984,0.0,15.0,1.0,5.0
63985,5.0,82.0,3.0,24.0
63986,2.0,47.0,2.0,4.0
63987,6.0,57.0,4.0,11.0
63988,3.0,54.0,2.0,18.0
63989,1.0,86.0,1.0,23.0
63990,1.0,22.0,1.0,8.0
63991,2.0,24.0,1.0,1.0
63992,0.0,34.0,1.0,3.0
63993,2.0,10.0,1.0,1.0
63994,5.0,120.0,4.0,47.0
63995,2.0,20.0,1.0,9.0
63996,2.0,50.0,2.0,32.0
63997,2.0,27.0,3.0,6.0
63998,0.0,73.0,0.0,32.0
63999,3.0,102.0,2.0,44.0
64000,1.0,65.0,1.0,25.0
64001,0.0,37.0,0.0,15.0
64002,2.0,72.0,1.0,31.0
64003,2.0,23.0,3.0,9.0
64004,1.0,64.0,1.0,12.0
64005,2.0,35.0,0.0,19.0
64006,2.0,40.0,1.0,8.0
64007,0.0,24.0,0.0,6.0
64008,6.0,75.0,2.0,18.0
64009,5.0,80.0,2.0,12.0
64010,2.0,47.0,1.0,8.0
64011,0.0,37.0,0.0,17.0
64012,0.0,71.0,1.0,27.0
64013,2.0,146.0,1.0,67.0
64014,3.0,70.0,2.0,17.0
64015,5.0,61.0,2.0,25.0
64016,1.0,63.0,1.0,17.0
64017,1.0,12.0,1.0,9.0
64018,1.0,7.0,2.0,5.0
64019,21.0,448.0,9.0,92.0
64020,1.0,199.0,1.0,48.0
64021,5.0,16.0,2.0,1.0
64022,2.0,56.0,0.0,16.0
64023,0.0,107.0,0.0,17.0
64024,1.0,59.0,1.0,11.0
64025,5.0,157.0,5.0,60.0
64026,2.0,55.0,1.0,15.0
64027,0.0,108.0,0.0,51.0
64028,3.0,40.0,2.0,17.0
64029,0.0,51.0,0.0,21.0
64030,2.0,52.0,1.0,15.0
64031,2.0,18.0,1.0,4.0
64032,1.0,28.0,2.0,5.0
64033,0.0,31.0,0.0,6.0
64034,2.0,24.0,0.0,2.0
64035,2.0,14.0,1.0,5.0
64036,2.0,20.0,1.0,9.0
64037,1.0,34.0,0.0,11.0
64038,1.0,38.0,0.0,19.0
64039,5.0,32.0,2.0,8.0
64040,3.0,31.0,1.0,11.0
64041,2.0,266.0,0.0,104.0
64042,2.0,41.0,0.0,3.0
64043,4.0,40.0,3.0,22.0
64044,2.0,56.0,2.0,17.0
64045,1.0,24.0,0.0,16.0
64046,2.0,33.0,1.0,8.0
64047,4.0,32.0,2.0,14.0
64048,1.0,21.0,2.0,5.0
64049,0.0,94.0,0.0,19.0
64050,1.0,23.0,1.0,23.0
64051,0.0,29.0,0.0,8.0
64052,4.0,61.0,3.0,18.0
64053,0.0,37.0,0.0,11.0
64054,1.0,88.0,1.0,26.0
64055,0.0,40.0,0.0,15.0
64056,3.0,54.0,2.0,9.0
64057,1.0,14.0,0.0,2.0
64058,0.0,51.0,0.0,19.0
64059,3.0,36.0,2.0,7.0
64060,8.0,64.0,4.0,16.0
64061,2.0,193.0,1.0,68.0
64062,1.0,18.0,1.0,5.0
64063,1.0,42.0,1.0,8.0
64064,2.0,77.0,1.0,10.0
64065,2.0,39.0,1.0,9.0
64066,2.0,29.0,1.0,6.0
64067,5.0,74.0,2.0,15.0
64068,0.0,30.0,0.0,11.0
64069,5.0,110.0,3.0,24.0
64070,4.0,182.0,3.0,71.0
64071,3.0,118.0,1.0,37.0
64072,1.0,60.0,1.0,8.0
64073,4.0,46.0,3.0,6.0
64074,2.0,45.0,2.0,9.0
64075,1.0,30.0,3.0,10.0
64076,3.0,43.0,2.0,12.0
64077,7.0,77.0,3.0,29.0
64078,2.0,37.0,1.0,11.0
64079,2.0,84.0,1.0,27.0
64080,1.0,52.0,1.0,32.0
64081,1.0,77.0,0.0,15.0
64082,14.0,196.0,8.0,66.0
64083,1.0,22.0,0.0,7.0
64084,1.0,10.0,0.0,6.0
64085,0.0,44.0,0.0,16.0
64086,1.0,111.0,1.0,30.0
64087,2.0,48.0,3.0,10.0
64088,5.0,251.0,1.0,74.0
64089,1.0,94.0,1.0,12.0
64090,4.0,46.0,1.0,12.0
64091,1.0,4.0,0.0,2.0
64092,0.0,198.0,0.0,71.0
64093,3.0,125.0,1.0,39.0
64094,1.0,47.0,1.0,21.0
64095,2.0,13.0,0.0,0.0
64096,0.0,35.0,0.0,5.0
64097,2.0,46.0,1.0,15.0
64098,1.0,109.0,2.0,45.0
64099,2.0,1.0,1.0,0.0
64100,5.0,21.0,3.0,7.0
64101,0.0,88.0,1.0,35.0
64102,0.0,24.0,0.0,8.0
64103,1.0,32.0,0.0,3.0
64104,4.0,42.0,1.0,8.0
64105,6.0,222.0,4.0,81.0
64106,1.0,24.0,0.0,7.0
64107,1.0,43.0,1.0,11.0
64108,4.0,81.0,0.0,13.0
64109,0.0,27.0,1.0,8.0
64110,2.0,73.0,2.0,37.0
64111,1.0,60.0,0.0,17.0
64112,1.0,24.0,1.0,4.0
64113,2.0,19.0,1.0,8.0
64114,3.0,45.0,5.0,20.0
64115,3.0,85.0,1.0,27.0
64116,1.0,25.0,1.0,11.0
64117,0.0,66.0,0.0,24.0
64118,2.0,156.0,1.0,43.0
64119,2.0,10.0,1.0,1.0
64120,13.0,187.0,7.0,79.0
64121,7.0,74.0,4.0,21.0
64122,1.0,77.0,1.0,29.0
64123,3.0,263.0,2.0,100.0
64124,7.0,81.0,4.0,21.0
64125,3.0,43.0,0.0,6.0
64126,3.0,96.0,2.0,28.0
64127,0.0,180.0,0.0,52.0
64128,7.0,151.0,4.0,57.0
64129,5.0,60.0,2.0,1.0
64130,2.0,113.0,2.0,39.0
64131,4.0,31.0,2.0,9.0
64132,3.0,20.0,2.0,0.0
64133,1.0,112.0,0.0,18.0
64134,2.0,37.0,1.0,7.0
64135,3.0,14.0,2.0,8.0
64136,7.0,220.0,1.0,37.0
64137,2.0,212.0,0.0,63.0
64138,3.0,84.0,2.0,41.0
64139,4.0,40.0,2.0,10.0
64140,0.0,65.0,0.0,23.0
64141,0.0,38.0,0.0,11.0
64142,14.0,166.0,4.0,28.0
64143,4.0,181.0,1.0,31.0
64144,1.0,123.0,0.0,24.0
64145,2.0,75.0,2.0,25.0
64146,1.0,159.0,0.0,37.0
64147,5.0,113.0,2.0,11.0
64148,6.0,208.0,2.0,45.0
64149,1.0,30.0,1.0,12.0
64150,6.0,472.0,4.0,156.0
64151,2.0,38.0,1.0,4.0
64152,3.0,52.0,3.0,10.0
64153,15.0,226.0,7.0,50.0
64154,1.0,51.0,0.0,12.0
64155,1.0,38.0,0.0,7.0
64156,1.0,49.0,1.0,9.0
64157,1.0,72.0,1.0,23.0
64158,4.0,33.0,4.0,6.0
64159,4.0,46.0,2.0,9.0
64160,2.0,30.0,0.0,4.0
64161,3.0,46.0,0.0,11.0
64162,4.0,21.0,2.0,7.0
64163,0.0,87.0,0.0,22.0
64164,3.0,13.0,1.0,1.0
64165,8.0,74.0,5.0,32.0
64166,3.0,150.0,2.0,35.0
64167,2.0,99.0,2.0,51.0
64168,2.0,206.0,1.0,57.0
64169,1.0,12.0,1.0,12.0
64170,2.0,138.0,1.0,66.0
64171,1.0,161.0,1.0,83.0
64172,2.0,39.0,0.0,5.0
64173,3.0,72.0,0.0,15.0
64174,1.0,112.0,0.0,35.0
64175,3.0,90.0,1.0,16.0
64176,6.0,37.0,4.0,17.0
64177,4.0,28.0,3.0,2.0
64178,0.0,34.0,0.0,5.0
64179,0.0,26.0,1.0,10.0
64180,0.0,50.0,0.0,10.0
64181,1.0,27.0,1.0,7.0
64182,1.0,33.0,1.0,4.0
64183,1.0,16.0,1.0,4.0
64184,3.0,102.0,2.0,29.0
64185,1.0,59.0,1.0,35.0
64186,4.0,112.0,3.0,51.0
64187,6.0,129.0,2.0,31.0
64188,3.0,90.0,2.0,24.0
64189,1.0,27.0,2.0,2.0
64190,1.0,82.0,0.0,25.0
64191,3.0,53.0,3.0,14.0
64192,9.0,74.0,5.0,26.0
64193,0.0,72.0,1.0,13.0
64194,2.0,89.0,0.0,12.0
64195,16.0,258.0,7.0,58.0
64196,7.0,49.0,4.0,16.0
64197,1.0,53.0,1.0,31.0
64198,0.0,14.0,0.0,4.0
64199,2.0,52.0,3.0,20.0
64200,0.0,60.0,0.0,15.0
64201,0.0,38.0,0.0,20.0
64202,1.0,38.0,0.0,11.0
64203,5.0,51.0,6.0,20.0
64204,3.0,118.0,2.0,53.0
64205,3.0,86.0,2.0,19.0
64206,9.0,92.0,5.0,32.0
64207,2.0,48.0,3.0,10.0
64208,11.0,110.0,5.0,20.0
64209,15.0,242.0,10.0,112.0
64210,4.0,57.0,2.0,16.0
64211,2.0,35.0,1.0,6.0
64212,1.0,65.0,0.0,34.0
64213,0.0,139.0,0.0,62.0
64214,2.0,43.0,1.0,11.0
64215,1.0,68.0,1.0,37.0
64216,2.0,61.0,2.0,25.0
64217,0.0,97.0,1.0,42.0
64218,1.0,230.0,0.0,51.0
64219,1.0,40.0,2.0,14.0
64220,3.0,73.0,1.0,27.0
64221,2.0,69.0,0.0,10.0
64222,2.0,52.0,1.0,6.0
64223,1.0,63.0,0.0,31.0
64224,2.0,33.0,2.0,13.0
64225,1.0,37.0,1.0,13.0
64226,3.0,64.0,3.0,18.0
64227,4.0,58.0,2.0,34.0
64228,3.0,41.0,1.0,15.0
64229,7.0,54.0,4.0,11.0
64230,4.0,66.0,2.0,34.0
64231,2.0,12.0,2.0,4.0
64232,0.0,29.0,1.0,8.0
64233,1.0,92.0,1.0,22.0
64234,1.0,69.0,1.0,25.0
64235,1.0,80.0,0.0,25.0
64236,0.0,86.0,0.0,24.0
64237,3.0,69.0,1.0,29.0
64238,0.0,40.0,1.0,8.0
64239,2.0,40.0,2.0,8.0
64240,2.0,136.0,1.0,37.0
64241,5.0,151.0,7.0,37.0
64242,0.0,126.0,0.0,28.0
64243,1.0,15.0,1.0,4.0
64244,1.0,50.0,1.0,11.0
64245,2.0,4.0,2.0,0.0
64246,1.0,113.0,1.0,33.0
64247,3.0,23.0,3.0,4.0
64248,1.0,52.0,1.0,21.0
64249,1.0,95.0,1.0,26.0
64250,5.0,60.0,1.0,16.0
64251,2.0,62.0,2.0,9.0
64252,2.0,143.0,0.0,51.0
64253,1.0,34.0,0.0,11.0
64254,1.0,21.0,0.0,7.0
64255,3.0,67.0,1.0,17.0
64256,6.0,117.0,4.0,37.0
64257,2.0,30.0,2.0,8.0
64258,0.0,25.0,0.0,7.0
64259,0.0,57.0,0.0,23.0
64260,1.0,106.0,1.0,52.0
64261,2.0,41.0,2.0,17.0
64262,1.0,258.0,0.0,83.0
64263,3.0,40.0,2.0,13.0
64264,12.0,137.0,6.0,63.0
64265,0.0,50.0,0.0,8.0
64266,5.0,60.0,2.0,22.0
64267,3.0,174.0,1.0,50.0
64268,5.0,61.0,3.0,28.0
64269,3.0,76.0,0.0,8.0
64270,0.0,12.0,0.0,7.0
64271,5.0,30.0,2.0,3.0
64272,1.0,91.0,1.0,27.0
64273,0.0,31.0,0.0,15.0
64274,0.0,28.0,0.0,10.0
64275,9.0,98.0,4.0,22.0
64276,0.0,76.0,0.0,14.0
64277,5.0,209.0,4.0,77.0
64278,1.0,93.0,1.0,41.0
64279,3.0,30.0,3.0,14.0
64280,6.0,251.0,3.0,82.0
64281,0.0,107.0,0.0,21.0
64282,2.0,64.0,0.0,19.0
64283,1.0,38.0,2.0,6.0
64284,2.0,31.0,1.0,17.0
64285,0.0,15.0,2.0,5.0
64286,6.0,298.0,4.0,89.0
64287,1.0,341.0,1.0,204.0
64288,3.0,30.0,2.0,13.0
64289,0.0,34.0,0.0,10.0
64290,1.0,57.0,2.0,30.0
64291,1.0,200.0,2.0,51.0
64292,1.0,246.0,1.0,90.0
64293,0.0,62.0,0.0,18.0
64294,0.0,78.0,0.0,28.0
64295,2.0,77.0,0.0,14.0
