,q1_kcores,q2_kcores,q1_q2_kcores_ratio,q1_q2_kcores_diff,q1_q2_kcores_diff_normed
59649,1.0,1.0,1.0,0.0,0.0
59650,14.0,14.0,1.0,0.0,0.0
59651,3.0,3.0,1.0,0.0,0.0
59652,1.0,3.0,0.3333333333333333,2.0,0.5
59653,1.0,1.0,1.0,0.0,0.0
59654,6.0,6.0,1.0,0.0,0.0
59655,1.0,1.0,1.0,0.0,0.0
59656,9.0,6.0,0.6666666666666666,3.0,0.2
59657,1.0,1.0,1.0,0.0,0.0
59658,1.0,1.0,1.0,0.0,0.0
59659,4.0,2.0,0.5,2.0,0.3333333333333333
59660,6.0,6.0,1.0,0.0,0.0
59661,6.0,5.0,0.8333333333333334,1.0,0.09090909090909091
59662,24.0,24.0,1.0,0.0,0.0
59663,4.0,4.0,1.0,0.0,0.0
59664,3.0,2.0,0.6666666666666666,1.0,0.2
59665,7.0,7.0,1.0,0.0,0.0
59666,18.0,18.0,1.0,0.0,0.0
59667,1.0,1.0,1.0,0.0,0.0
59668,7.0,10.0,0.7,3.0,0.17647058823529413
59669,25.0,25.0,1.0,0.0,0.0
59670,2.0,,,,
59671,2.0,2.0,1.0,0.0,0.0
59672,1.0,1.0,1.0,0.0,0.0
59673,3.0,3.0,1.0,0.0,0.0
59674,18.0,18.0,1.0,0.0,0.0
59675,28.0,28.0,1.0,0.0,0.0
59676,1.0,1.0,1.0,0.0,0.0
59677,11.0,11.0,1.0,0.0,0.0
59678,8.0,8.0,1.0,0.0,0.0
59679,4.0,4.0,1.0,0.0,0.0
59680,3.0,3.0,1.0,0.0,0.0
59681,1.0,1.0,1.0,0.0,0.0
59682,23.0,23.0,1.0,0.0,0.0
59683,30.0,12.0,0.4,18.0,0.42857142857142855
59684,1.0,1.0,1.0,0.0,0.0
59685,1.0,3.0,0.3333333333333333,2.0,0.5
59686,16.0,16.0,1.0,0.0,0.0
59687,1.0,5.0,0.2,4.0,0.6666666666666666
59688,1.0,1.0,1.0,0.0,0.0
59689,1.0,2.0,0.5,1.0,0.3333333333333333
59690,1.0,1.0,1.0,0.0,0.0
59691,6.0,6.0,1.0,0.0,0.0
59692,14.0,14.0,1.0,0.0,0.0
59693,1.0,1.0,1.0,0.0,0.0
59694,26.0,26.0,1.0,0.0,0.0
59695,1.0,1.0,1.0,0.0,0.0
59696,18.0,18.0,1.0,0.0,0.0
59697,4.0,4.0,1.0,0.0,0.0
59698,8.0,8.0,1.0,0.0,0.0
59699,6.0,6.0,1.0,0.0,0.0
59700,1.0,1.0,1.0,0.0,0.0
59701,25.0,25.0,1.0,0.0,0.0
59702,16.0,16.0,1.0,0.0,0.0
59703,4.0,4.0,1.0,0.0,0.0
59704,3.0,1.0,0.3333333333333333,2.0,0.5
59705,8.0,5.0,0.625,3.0,0.23076923076923078
59706,2.0,1.0,0.5,1.0,0.3333333333333333
59707,1.0,1.0,1.0,0.0,0.0
59708,23.0,23.0,1.0,0.0,0.0
59709,7.0,7.0,1.0,0.0,0.0
59710,10.0,10.0,1.0,0.0,0.0
59711,5.0,5.0,1.0,0.0,0.0
59712,1.0,1.0,1.0,0.0,0.0
59713,2.0,3.0,0.6666666666666666,1.0,0.2
59714,30.0,23.0,0.7666666666666666,7.0,0.1320754716981132
59715,6.0,6.0,1.0,0.0,0.0
59716,12.0,12.0,1.0,0.0,0.0
59717,1.0,1.0,1.0,0.0,0.0
59718,28.0,,,,
59719,1.0,1.0,1.0,0.0,0.0
59720,8.0,8.0,1.0,0.0,0.0
59721,1.0,1.0,1.0,0.0,0.0
59722,6.0,6.0,1.0,0.0,0.0
59723,7.0,7.0,1.0,0.0,0.0
59724,23.0,23.0,1.0,0.0,0.0
59725,2.0,2.0,1.0,0.0,0.0
59726,1.0,1.0,1.0,0.0,0.0
59727,4.0,5.0,0.8,1.0,0.1111111111111111
59728,2.0,2.0,1.0,0.0,0.0
59729,2.0,1.0,0.5,1.0,0.3333333333333333
59730,5.0,5.0,1.0,0.0,0.0
59731,13.0,13.0,1.0,0.0,0.0
59732,5.0,5.0,1.0,0.0,0.0
59733,1.0,1.0,1.0,0.0,0.0
59734,1.0,1.0,1.0,0.0,0.0
59735,4.0,5.0,0.8,1.0,0.1111111111111111
59736,5.0,5.0,1.0,0.0,0.0
59737,2.0,2.0,1.0,0.0,0.0
59738,11.0,7.0,0.6363636363636364,4.0,0.2222222222222222
59739,2.0,1.0,0.5,1.0,0.3333333333333333
59740,1.0,1.0,1.0,0.0,0.0
59741,20.0,20.0,1.0,0.0,0.0
59742,12.0,7.0,0.5833333333333334,5.0,0.2631578947368421
59743,2.0,2.0,1.0,0.0,0.0
59744,1.0,2.0,0.5,1.0,0.3333333333333333
59745,3.0,6.0,0.5,3.0,0.3333333333333333
59746,16.0,16.0,1.0,0.0,0.0
59747,5.0,5.0,1.0,0.0,0.0
59748,20.0,23.0,0.8695652173913043,3.0,0.06976744186046512
59749,,1.0,,,
59750,,,,,
59751,5.0,5.0,1.0,0.0,0.0
59752,24.0,24.0,1.0,0.0,0.0
59753,2.0,2.0,1.0,0.0,0.0
59754,1.0,1.0,1.0,0.0,0.0
59755,1.0,1.0,1.0,0.0,0.0
59756,2.0,2.0,1.0,0.0,0.0
59757,2.0,1.0,0.5,1.0,0.3333333333333333
59758,5.0,4.0,0.8,1.0,0.1111111111111111
59759,4.0,4.0,1.0,0.0,0.0
59760,2.0,3.0,0.6666666666666666,1.0,0.2
59761,14.0,14.0,1.0,0.0,0.0
59762,2.0,1.0,0.5,1.0,0.3333333333333333
59763,10.0,10.0,1.0,0.0,0.0
59764,7.0,7.0,1.0,0.0,0.0
59765,11.0,11.0,1.0,0.0,0.0
59766,10.0,10.0,1.0,0.0,0.0
59767,1.0,2.0,0.5,1.0,0.3333333333333333
59768,10.0,10.0,1.0,0.0,0.0
59769,4.0,4.0,1.0,0.0,0.0
59770,4.0,4.0,1.0,0.0,0.0
59771,9.0,9.0,1.0,0.0,0.0
59772,2.0,3.0,0.6666666666666666,1.0,0.2
59773,6.0,6.0,1.0,0.0,0.0
59774,8.0,10.0,0.8,2.0,0.1111111111111111
59775,3.0,9.0,0.3333333333333333,6.0,0.5
59776,2.0,2.0,1.0,0.0,0.0
59777,12.0,12.0,1.0,0.0,0.0
59778,1.0,1.0,1.0,0.0,0.0
59779,2.0,2.0,1.0,0.0,0.0
59780,18.0,18.0,1.0,0.0,0.0
59781,3.0,3.0,1.0,0.0,0.0
59782,6.0,2.0,0.3333333333333333,4.0,0.5
59783,8.0,7.0,0.875,1.0,0.06666666666666667
59784,1.0,1.0,1.0,0.0,0.0
59785,15.0,17.0,0.8823529411764706,2.0,0.0625
59786,10.0,4.0,0.4,6.0,0.42857142857142855
59787,2.0,1.0,0.5,1.0,0.3333333333333333
59788,2.0,2.0,1.0,0.0,0.0
59789,1.0,2.0,0.5,1.0,0.3333333333333333
59790,9.0,9.0,1.0,0.0,0.0
59791,1.0,1.0,1.0,0.0,0.0
59792,1.0,1.0,1.0,0.0,0.0
59793,1.0,1.0,1.0,0.0,0.0
59794,10.0,8.0,0.8,2.0,0.1111111111111111
59795,5.0,5.0,1.0,0.0,0.0
59796,1.0,4.0,0.25,3.0,0.6
59797,1.0,1.0,1.0,0.0,0.0
59798,,,,,
59799,4.0,,,,
59800,3.0,3.0,1.0,0.0,0.0
59801,13.0,19.0,0.6842105263157895,6.0,0.1875
59802,11.0,11.0,1.0,0.0,0.0
59803,3.0,3.0,1.0,0.0,0.0
59804,1.0,1.0,1.0,0.0,0.0
59805,1.0,1.0,1.0,0.0,0.0
59806,1.0,1.0,1.0,0.0,0.0
59807,4.0,4.0,1.0,0.0,0.0
59808,1.0,1.0,1.0,0.0,0.0
59809,2.0,4.0,0.5,2.0,0.3333333333333333
59810,2.0,2.0,1.0,0.0,0.0
59811,8.0,8.0,1.0,0.0,0.0
59812,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
59813,7.0,7.0,1.0,0.0,0.0
59814,12.0,12.0,1.0,0.0,0.0
59815,2.0,2.0,1.0,0.0,0.0
59816,8.0,8.0,1.0,0.0,0.0
59817,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
59818,2.0,3.0,0.6666666666666666,1.0,0.2
59819,2.0,2.0,1.0,0.0,0.0
59820,9.0,7.0,0.7777777777777777,2.0,0.125
59821,4.0,3.0,0.75,1.0,0.14285714285714285
59822,11.0,11.0,1.0,0.0,0.0
59823,1.0,1.0,1.0,0.0,0.0
59824,1.0,1.0,1.0,0.0,0.0
59825,23.0,14.0,0.6086956521739131,9.0,0.24324324324324326
59826,2.0,2.0,1.0,0.0,0.0
59827,1.0,9.0,0.1111111111111111,8.0,0.8
59828,9.0,9.0,1.0,0.0,0.0
59829,4.0,3.0,0.75,1.0,0.14285714285714285
59830,4.0,4.0,1.0,0.0,0.0
59831,1.0,1.0,1.0,0.0,0.0
59832,1.0,1.0,1.0,0.0,0.0
59833,4.0,5.0,0.8,1.0,0.1111111111111111
59834,4.0,6.0,0.6666666666666666,2.0,0.2
59835,7.0,6.0,0.8571428571428571,1.0,0.07692307692307693
59836,3.0,6.0,0.5,3.0,0.3333333333333333
59837,6.0,6.0,1.0,0.0,0.0
59838,10.0,10.0,1.0,0.0,0.0
59839,17.0,13.0,0.7647058823529411,4.0,0.13333333333333333
59840,11.0,11.0,1.0,0.0,0.0
59841,5.0,8.0,0.625,3.0,0.23076923076923078
59842,1.0,1.0,1.0,0.0,0.0
59843,2.0,2.0,1.0,0.0,0.0
59844,15.0,15.0,1.0,0.0,0.0
59845,4.0,3.0,0.75,1.0,0.14285714285714285
59846,2.0,2.0,1.0,0.0,0.0
59847,1.0,7.0,0.14285714285714285,6.0,0.75
59848,2.0,1.0,0.5,1.0,0.3333333333333333
59849,5.0,2.0,0.4,3.0,0.42857142857142855
59850,2.0,2.0,1.0,0.0,0.0
59851,,18.0,,,
59852,1.0,1.0,1.0,0.0,0.0
59853,5.0,5.0,1.0,0.0,0.0
59854,2.0,2.0,1.0,0.0,0.0
59855,6.0,6.0,1.0,0.0,0.0
59856,3.0,2.0,0.6666666666666666,1.0,0.2
59857,1.0,1.0,1.0,0.0,0.0
59858,6.0,6.0,1.0,0.0,0.0
59859,22.0,20.0,0.9090909090909091,2.0,0.047619047619047616
59860,1.0,1.0,1.0,0.0,0.0
59861,4.0,4.0,1.0,0.0,0.0
59862,4.0,4.0,1.0,0.0,0.0
59863,4.0,4.0,1.0,0.0,0.0
59864,9.0,9.0,1.0,0.0,0.0
59865,13.0,13.0,1.0,0.0,0.0
59866,9.0,9.0,1.0,0.0,0.0
59867,15.0,15.0,1.0,0.0,0.0
59868,7.0,7.0,1.0,0.0,0.0
59869,7.0,7.0,1.0,0.0,0.0
59870,8.0,8.0,1.0,0.0,0.0
59871,11.0,5.0,0.45454545454545453,6.0,0.375
59872,2.0,1.0,0.5,1.0,0.3333333333333333
59873,2.0,3.0,0.6666666666666666,1.0,0.2
59874,5.0,5.0,1.0,0.0,0.0
59875,3.0,3.0,1.0,0.0,0.0
59876,10.0,10.0,1.0,0.0,0.0
59877,7.0,7.0,1.0,0.0,0.0
59878,10.0,10.0,1.0,0.0,0.0
59879,5.0,5.0,1.0,0.0,0.0
59880,1.0,3.0,0.3333333333333333,2.0,0.5
59881,1.0,1.0,1.0,0.0,0.0
59882,7.0,7.0,1.0,0.0,0.0
59883,1.0,1.0,1.0,0.0,0.0
59884,1.0,1.0,1.0,0.0,0.0
59885,8.0,8.0,1.0,0.0,0.0
59886,26.0,26.0,1.0,0.0,0.0
59887,3.0,7.0,0.42857142857142855,4.0,0.4
59888,1.0,1.0,1.0,0.0,0.0
59889,6.0,6.0,1.0,0.0,0.0
59890,3.0,1.0,0.3333333333333333,2.0,0.5
59891,4.0,4.0,1.0,0.0,0.0
59892,3.0,3.0,1.0,0.0,0.0
59893,6.0,6.0,1.0,0.0,0.0
59894,9.0,11.0,0.8181818181818182,2.0,0.1
59895,19.0,19.0,1.0,0.0,0.0
59896,1.0,1.0,1.0,0.0,0.0
59897,8.0,8.0,1.0,0.0,0.0
59898,1.0,1.0,1.0,0.0,0.0
59899,1.0,1.0,1.0,0.0,0.0
59900,1.0,1.0,1.0,0.0,0.0
59901,12.0,12.0,1.0,0.0,0.0
59902,1.0,1.0,1.0,0.0,0.0
59903,12.0,12.0,1.0,0.0,0.0
59904,1.0,1.0,1.0,0.0,0.0
59905,13.0,13.0,1.0,0.0,0.0
59906,1.0,1.0,1.0,0.0,0.0
59907,12.0,12.0,1.0,0.0,0.0
59908,10.0,17.0,0.5882352941176471,7.0,0.25925925925925924
59909,14.0,14.0,1.0,0.0,0.0
59910,5.0,5.0,1.0,0.0,0.0
59911,1.0,1.0,1.0,0.0,0.0
59912,6.0,6.0,1.0,0.0,0.0
59913,3.0,2.0,0.6666666666666666,1.0,0.2
59914,7.0,7.0,1.0,0.0,0.0
59915,11.0,,,,
59916,26.0,26.0,1.0,0.0,0.0
59917,23.0,23.0,1.0,0.0,0.0
59918,1.0,1.0,1.0,0.0,0.0
59919,13.0,13.0,1.0,0.0,0.0
59920,4.0,4.0,1.0,0.0,0.0
59921,2.0,2.0,1.0,0.0,0.0
59922,7.0,7.0,1.0,0.0,0.0
59923,1.0,1.0,1.0,0.0,0.0
59924,8.0,8.0,1.0,0.0,0.0
59925,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
59926,8.0,6.0,0.75,2.0,0.14285714285714285
59927,14.0,19.0,0.7368421052631579,5.0,0.15151515151515152
59928,7.0,7.0,1.0,0.0,0.0
59929,7.0,7.0,1.0,0.0,0.0
59930,1.0,1.0,1.0,0.0,0.0
59931,1.0,1.0,1.0,0.0,0.0
59932,23.0,9.0,0.391304347826087,14.0,0.4375
59933,1.0,1.0,1.0,0.0,0.0
59934,7.0,5.0,0.7142857142857143,2.0,0.16666666666666666
59935,28.0,,,,
59936,3.0,5.0,0.6,2.0,0.25
59937,2.0,2.0,1.0,0.0,0.0
59938,16.0,16.0,1.0,0.0,0.0
59939,1.0,1.0,1.0,0.0,0.0
59940,1.0,1.0,1.0,0.0,0.0
59941,1.0,1.0,1.0,0.0,0.0
59942,8.0,8.0,1.0,0.0,0.0
59943,6.0,7.0,0.8571428571428571,1.0,0.07692307692307693
59944,1.0,1.0,1.0,0.0,0.0
59945,2.0,1.0,0.5,1.0,0.3333333333333333
59946,12.0,24.0,0.5,12.0,0.3333333333333333
59947,1.0,1.0,1.0,0.0,0.0
59948,23.0,23.0,1.0,0.0,0.0
59949,7.0,7.0,1.0,0.0,0.0
59950,13.0,17.0,0.7647058823529411,4.0,0.13333333333333333
59951,11.0,11.0,1.0,0.0,0.0
59952,1.0,1.0,1.0,0.0,0.0
59953,1.0,1.0,1.0,0.0,0.0
59954,1.0,2.0,0.5,1.0,0.3333333333333333
59955,2.0,1.0,0.5,1.0,0.3333333333333333
59956,,7.0,,,
59957,22.0,22.0,1.0,0.0,0.0
59958,17.0,17.0,1.0,0.0,0.0
59959,17.0,17.0,1.0,0.0,0.0
59960,1.0,1.0,1.0,0.0,0.0
59961,1.0,1.0,1.0,0.0,0.0
59962,1.0,1.0,1.0,0.0,0.0
59963,13.0,13.0,1.0,0.0,0.0
59964,1.0,1.0,1.0,0.0,0.0
59965,1.0,2.0,0.5,1.0,0.3333333333333333
59966,1.0,5.0,0.2,4.0,0.6666666666666666
59967,1.0,1.0,1.0,0.0,0.0
59968,2.0,2.0,1.0,0.0,0.0
59969,2.0,,,,
59970,,,,,
59971,17.0,10.0,0.5882352941176471,7.0,0.25925925925925924
59972,9.0,9.0,1.0,0.0,0.0
59973,16.0,14.0,0.875,2.0,0.06666666666666667
59974,1.0,1.0,1.0,0.0,0.0
59975,23.0,23.0,1.0,0.0,0.0
59976,4.0,4.0,1.0,0.0,0.0
59977,1.0,4.0,0.25,3.0,0.6
59978,8.0,7.0,0.875,1.0,0.06666666666666667
59979,9.0,10.0,0.9,1.0,0.05263157894736842
59980,30.0,30.0,1.0,0.0,0.0
59981,22.0,22.0,1.0,0.0,0.0
59982,11.0,12.0,0.9166666666666666,1.0,0.043478260869565216
59983,2.0,2.0,1.0,0.0,0.0
59984,2.0,2.0,1.0,0.0,0.0
59985,1.0,1.0,1.0,0.0,0.0
59986,17.0,,,,
59987,4.0,5.0,0.8,1.0,0.1111111111111111
59988,10.0,10.0,1.0,0.0,0.0
59989,5.0,4.0,0.8,1.0,0.1111111111111111
59990,1.0,1.0,1.0,0.0,0.0
59991,3.0,3.0,1.0,0.0,0.0
59992,1.0,1.0,1.0,0.0,0.0
59993,20.0,24.0,0.8333333333333334,4.0,0.09090909090909091
59994,15.0,14.0,0.9333333333333333,1.0,0.034482758620689655
59995,1.0,2.0,0.5,1.0,0.3333333333333333
59996,1.0,1.0,1.0,0.0,0.0
59997,2.0,2.0,1.0,0.0,0.0
59998,6.0,6.0,1.0,0.0,0.0
59999,4.0,4.0,1.0,0.0,0.0
60000,5.0,5.0,1.0,0.0,0.0
60001,6.0,6.0,1.0,0.0,0.0
60002,1.0,1.0,1.0,0.0,0.0
60003,28.0,28.0,1.0,0.0,0.0
60004,5.0,5.0,1.0,0.0,0.0
60005,5.0,5.0,1.0,0.0,0.0
60006,1.0,1.0,1.0,0.0,0.0
60007,4.0,4.0,1.0,0.0,0.0
60008,28.0,28.0,1.0,0.0,0.0
60009,6.0,6.0,1.0,0.0,0.0
60010,20.0,22.0,0.9090909090909091,2.0,0.047619047619047616
60011,1.0,1.0,1.0,0.0,0.0
60012,8.0,8.0,1.0,0.0,0.0
60013,1.0,1.0,1.0,0.0,0.0
60014,5.0,6.0,0.8333333333333334,1.0,0.09090909090909091
60015,10.0,10.0,1.0,0.0,0.0
60016,21.0,21.0,1.0,0.0,0.0
60017,4.0,4.0,1.0,0.0,0.0
60018,30.0,30.0,1.0,0.0,0.0
60019,3.0,3.0,1.0,0.0,0.0
60020,1.0,2.0,0.5,1.0,0.3333333333333333
60021,25.0,25.0,1.0,0.0,0.0
60022,7.0,7.0,1.0,0.0,0.0
60023,4.0,5.0,0.8,1.0,0.1111111111111111
60024,3.0,2.0,0.6666666666666666,1.0,0.2
60025,6.0,6.0,1.0,0.0,0.0
60026,3.0,3.0,1.0,0.0,0.0
60027,3.0,3.0,1.0,0.0,0.0
60028,2.0,2.0,1.0,0.0,0.0
60029,9.0,9.0,1.0,0.0,0.0
60030,1.0,1.0,1.0,0.0,0.0
60031,6.0,6.0,1.0,0.0,0.0
60032,4.0,1.0,0.25,3.0,0.6
60033,1.0,1.0,1.0,0.0,0.0
60034,1.0,3.0,0.3333333333333333,2.0,0.5
60035,6.0,6.0,1.0,0.0,0.0
60036,11.0,11.0,1.0,0.0,0.0
60037,5.0,5.0,1.0,0.0,0.0
60038,1.0,1.0,1.0,0.0,0.0
60039,6.0,6.0,1.0,0.0,0.0
60040,15.0,15.0,1.0,0.0,0.0
60041,1.0,1.0,1.0,0.0,0.0
60042,14.0,14.0,1.0,0.0,0.0
60043,2.0,2.0,1.0,0.0,0.0
60044,1.0,1.0,1.0,0.0,0.0
60045,4.0,4.0,1.0,0.0,0.0
60046,1.0,1.0,1.0,0.0,0.0
60047,4.0,4.0,1.0,0.0,0.0
60048,1.0,2.0,0.5,1.0,0.3333333333333333
60049,3.0,1.0,0.3333333333333333,2.0,0.5
60050,1.0,1.0,1.0,0.0,0.0
60051,1.0,14.0,0.07142857142857142,13.0,0.8666666666666667
60052,19.0,22.0,0.8636363636363636,3.0,0.07317073170731707
60053,1.0,2.0,0.5,1.0,0.3333333333333333
60054,1.0,1.0,1.0,0.0,0.0
60055,12.0,12.0,1.0,0.0,0.0
60056,11.0,11.0,1.0,0.0,0.0
60057,6.0,6.0,1.0,0.0,0.0
60058,1.0,1.0,1.0,0.0,0.0
60059,4.0,4.0,1.0,0.0,0.0
60060,28.0,28.0,1.0,0.0,0.0
60061,6.0,8.0,0.75,2.0,0.14285714285714285
60062,17.0,17.0,1.0,0.0,0.0
60063,11.0,8.0,0.7272727272727273,3.0,0.15789473684210525
60064,4.0,4.0,1.0,0.0,0.0
60065,1.0,1.0,1.0,0.0,0.0
60066,4.0,4.0,1.0,0.0,0.0
60067,7.0,7.0,1.0,0.0,0.0
60068,17.0,17.0,1.0,0.0,0.0
60069,1.0,1.0,1.0,0.0,0.0
60070,1.0,1.0,1.0,0.0,0.0
60071,7.0,7.0,1.0,0.0,0.0
60072,1.0,1.0,1.0,0.0,0.0
60073,2.0,4.0,0.5,2.0,0.3333333333333333
60074,2.0,5.0,0.4,3.0,0.42857142857142855
60075,11.0,11.0,1.0,0.0,0.0
60076,4.0,4.0,1.0,0.0,0.0
60077,1.0,1.0,1.0,0.0,0.0
60078,3.0,3.0,1.0,0.0,0.0
60079,4.0,4.0,1.0,0.0,0.0
60080,1.0,5.0,0.2,4.0,0.6666666666666666
60081,15.0,12.0,0.8,3.0,0.1111111111111111
60082,1.0,1.0,1.0,0.0,0.0
60083,3.0,2.0,0.6666666666666666,1.0,0.2
60084,5.0,5.0,1.0,0.0,0.0
60085,1.0,1.0,1.0,0.0,0.0
60086,2.0,2.0,1.0,0.0,0.0
60087,22.0,22.0,1.0,0.0,0.0
60088,8.0,,,,
60089,1.0,5.0,0.2,4.0,0.6666666666666666
60090,4.0,4.0,1.0,0.0,0.0
60091,1.0,1.0,1.0,0.0,0.0
60092,5.0,5.0,1.0,0.0,0.0
60093,2.0,2.0,1.0,0.0,0.0
60094,17.0,17.0,1.0,0.0,0.0
60095,1.0,1.0,1.0,0.0,0.0
60096,1.0,1.0,1.0,0.0,0.0
60097,4.0,3.0,0.75,1.0,0.14285714285714285
60098,1.0,1.0,1.0,0.0,0.0
60099,6.0,6.0,1.0,0.0,0.0
60100,21.0,21.0,1.0,0.0,0.0
60101,16.0,16.0,1.0,0.0,0.0
60102,10.0,10.0,1.0,0.0,0.0
60103,1.0,1.0,1.0,0.0,0.0
60104,30.0,30.0,1.0,0.0,0.0
60105,11.0,11.0,1.0,0.0,0.0
60106,6.0,6.0,1.0,0.0,0.0
60107,17.0,17.0,1.0,0.0,0.0
60108,6.0,6.0,1.0,0.0,0.0
60109,6.0,6.0,1.0,0.0,0.0
60110,1.0,1.0,1.0,0.0,0.0
60111,25.0,25.0,1.0,0.0,0.0
60112,3.0,3.0,1.0,0.0,0.0
60113,1.0,1.0,1.0,0.0,0.0
60114,8.0,8.0,1.0,0.0,0.0
60115,19.0,23.0,0.8260869565217391,4.0,0.09523809523809523
60116,1.0,1.0,1.0,0.0,0.0
60117,6.0,6.0,1.0,0.0,0.0
60118,2.0,1.0,0.5,1.0,0.3333333333333333
60119,5.0,5.0,1.0,0.0,0.0
60120,7.0,1.0,0.14285714285714285,6.0,0.75
60121,1.0,20.0,0.05,19.0,0.9047619047619048
60122,10.0,10.0,1.0,0.0,0.0
60123,11.0,11.0,1.0,0.0,0.0
60124,1.0,7.0,0.14285714285714285,6.0,0.75
60125,1.0,2.0,0.5,1.0,0.3333333333333333
60126,2.0,2.0,1.0,0.0,0.0
60127,4.0,5.0,0.8,1.0,0.1111111111111111
60128,19.0,23.0,0.8260869565217391,4.0,0.09523809523809523
60129,6.0,7.0,0.8571428571428571,1.0,0.07692307692307693
60130,2.0,3.0,0.6666666666666666,1.0,0.2
60131,3.0,2.0,0.6666666666666666,1.0,0.2
60132,12.0,12.0,1.0,0.0,0.0
60133,4.0,4.0,1.0,0.0,0.0
60134,6.0,18.0,0.3333333333333333,12.0,0.5
60135,3.0,3.0,1.0,0.0,0.0
60136,5.0,5.0,1.0,0.0,0.0
60137,1.0,2.0,0.5,1.0,0.3333333333333333
60138,2.0,1.0,0.5,1.0,0.3333333333333333
60139,,,,,
60140,2.0,1.0,0.5,1.0,0.3333333333333333
60141,7.0,7.0,1.0,0.0,0.0
60142,1.0,1.0,1.0,0.0,0.0
60143,1.0,5.0,0.2,4.0,0.6666666666666666
60144,6.0,6.0,1.0,0.0,0.0
60145,1.0,1.0,1.0,0.0,0.0
60146,2.0,8.0,0.25,6.0,0.6
60147,,1.0,,,
60148,,4.0,,,
60149,10.0,10.0,1.0,0.0,0.0
60150,6.0,8.0,0.75,2.0,0.14285714285714285
60151,26.0,26.0,1.0,0.0,0.0
60152,1.0,1.0,1.0,0.0,0.0
60153,1.0,1.0,1.0,0.0,0.0
60154,1.0,1.0,1.0,0.0,0.0
60155,1.0,1.0,1.0,0.0,0.0
60156,3.0,3.0,1.0,0.0,0.0
60157,3.0,4.0,0.75,1.0,0.14285714285714285
60158,1.0,1.0,1.0,0.0,0.0
60159,1.0,1.0,1.0,0.0,0.0
60160,11.0,16.0,0.6875,5.0,0.18518518518518517
60161,5.0,6.0,0.8333333333333334,1.0,0.09090909090909091
60162,18.0,4.0,0.2222222222222222,14.0,0.6363636363636364
60163,12.0,19.0,0.631578947368421,7.0,0.22580645161290322
60164,6.0,11.0,0.5454545454545454,5.0,0.29411764705882354
60165,1.0,1.0,1.0,0.0,0.0
60166,1.0,1.0,1.0,0.0,0.0
60167,1.0,1.0,1.0,0.0,0.0
60168,1.0,10.0,0.1,9.0,0.8181818181818182
60169,6.0,6.0,1.0,0.0,0.0
60170,1.0,1.0,1.0,0.0,0.0
60171,12.0,12.0,1.0,0.0,0.0
60172,2.0,1.0,0.5,1.0,0.3333333333333333
60173,2.0,4.0,0.5,2.0,0.3333333333333333
60174,1.0,1.0,1.0,0.0,0.0
60175,2.0,2.0,1.0,0.0,0.0
60176,6.0,6.0,1.0,0.0,0.0
60177,3.0,2.0,0.6666666666666666,1.0,0.2
60178,12.0,12.0,1.0,0.0,0.0
60179,1.0,1.0,1.0,0.0,0.0
60180,1.0,1.0,1.0,0.0,0.0
60181,2.0,1.0,0.5,1.0,0.3333333333333333
60182,10.0,11.0,0.9090909090909091,1.0,0.047619047619047616
60183,12.0,12.0,1.0,0.0,0.0
60184,12.0,12.0,1.0,0.0,0.0
60185,10.0,10.0,1.0,0.0,0.0
60186,3.0,4.0,0.75,1.0,0.14285714285714285
60187,3.0,3.0,1.0,0.0,0.0
60188,2.0,2.0,1.0,0.0,0.0
60189,2.0,2.0,1.0,0.0,0.0
60190,3.0,3.0,1.0,0.0,0.0
60191,10.0,10.0,1.0,0.0,0.0
60192,5.0,5.0,1.0,0.0,0.0
60193,6.0,1.0,0.16666666666666666,5.0,0.7142857142857143
60194,1.0,30.0,0.03333333333333333,29.0,0.9354838709677419
60195,1.0,1.0,1.0,0.0,0.0
60196,17.0,17.0,1.0,0.0,0.0
60197,1.0,1.0,1.0,0.0,0.0
60198,1.0,1.0,1.0,0.0,0.0
60199,2.0,2.0,1.0,0.0,0.0
60200,1.0,1.0,1.0,0.0,0.0
60201,1.0,2.0,0.5,1.0,0.3333333333333333
60202,1.0,1.0,1.0,0.0,0.0
60203,23.0,14.0,0.6086956521739131,9.0,0.24324324324324326
60204,13.0,13.0,1.0,0.0,0.0
60205,1.0,3.0,0.3333333333333333,2.0,0.5
60206,4.0,4.0,1.0,0.0,0.0
60207,1.0,1.0,1.0,0.0,0.0
60208,1.0,3.0,0.3333333333333333,2.0,0.5
60209,12.0,12.0,1.0,0.0,0.0
60210,1.0,1.0,1.0,0.0,0.0
60211,1.0,4.0,0.25,3.0,0.6
60212,1.0,1.0,1.0,0.0,0.0
60213,1.0,1.0,1.0,0.0,0.0
60214,6.0,6.0,1.0,0.0,0.0
60215,3.0,3.0,1.0,0.0,0.0
60216,3.0,3.0,1.0,0.0,0.0
60217,10.0,10.0,1.0,0.0,0.0
60218,1.0,1.0,1.0,0.0,0.0
60219,2.0,3.0,0.6666666666666666,1.0,0.2
60220,5.0,3.0,0.6,2.0,0.25
60221,10.0,10.0,1.0,0.0,0.0
60222,3.0,3.0,1.0,0.0,0.0
