,q1_neigh,q2_neigh,common_neigh,distinct_neigh,clique_size,shortest_path
70198,9.0,10.0,6.0,13.0,7.0,2.0
70199,8.0,1.0,0.0,9.0,6.0,10.0
70200,5.0,5.0,4.0,6.0,5.0,2.0
70201,4.0,1.0,0.0,5.0,2.0,10.0
70202,45.0,26.0,23.0,48.0,20.0,2.0
70203,32.0,31.0,29.0,34.0,27.0,2.0
70204,11.0,11.0,9.0,13.0,10.0,2.0
70205,23.0,23.0,22.0,24.0,18.0,2.0
70206,2.0,5.0,1.0,6.0,3.0,2.0
70207,6.0,6.0,5.0,7.0,7.0,2.0
70208,2.0,7.0,1.0,8.0,3.0,2.0
70209,6.0,6.0,5.0,7.0,7.0,2.0
70210,12.0,10.0,8.0,14.0,10.0,2.0
70211,1.0,5.0,0.0,6.0,2.0,10.0
70212,15.0,10.0,7.0,18.0,9.0,2.0
70213,4.0,4.0,3.0,5.0,5.0,2.0
70214,17.0,1.0,0.0,18.0,3.0,10.0
70215,17.0,15.0,14.0,18.0,11.0,2.0
70216,7.0,6.0,5.0,8.0,6.0,2.0
70217,1.0,4.0,0.0,5.0,2.0,10.0
70218,2.0,5.0,1.0,6.0,3.0,2.0
70219,5.0,7.0,4.0,8.0,5.0,2.0
70220,16.0,13.0,10.0,19.0,9.0,2.0
70221,13.0,13.0,8.0,18.0,10.0,2.0
70222,2.0,7.0,1.0,8.0,3.0,2.0
70223,6.0,9.0,3.0,12.0,4.0,2.0
70224,11.0,20.0,10.0,21.0,11.0,2.0
70225,5.0,7.0,4.0,8.0,6.0,2.0
70226,1.0,6.0,0.0,7.0,2.0,10.0
70227,5.0,5.0,4.0,6.0,6.0,2.0
70228,32.0,32.0,30.0,34.0,27.0,2.0
70229,15.0,23.0,14.0,24.0,11.0,2.0
70230,5.0,6.0,4.0,7.0,6.0,2.0
70231,42.0,20.0,17.0,45.0,20.0,2.0
70232,4.0,2.0,1.0,5.0,3.0,2.0
70233,5.0,10.0,3.0,12.0,5.0,2.0
70234,5.0,5.0,3.0,7.0,5.0,2.0
70235,1.0,5.0,0.0,6.0,2.0,10.0
70236,49.0,35.0,34.0,50.0,26.0,2.0
70237,13.0,15.0,10.0,18.0,10.0,2.0
70238,5.0,7.0,1.0,11.0,4.0,2.0
70239,1.0,11.0,0.0,12.0,2.0,10.0
70240,5.0,2.0,1.0,6.0,4.0,2.0
70241,27.0,22.0,20.0,29.0,20.0,2.0
70242,41.0,21.0,18.0,44.0,19.0,2.0
70243,1.0,18.0,0.0,19.0,2.0,10.0
70244,25.0,15.0,8.0,32.0,9.0,2.0
70245,3.0,6.0,2.0,7.0,4.0,2.0
70246,1.0,9.0,0.0,10.0,2.0,10.0
70247,13.0,13.0,7.0,19.0,8.0,2.0
70248,30.0,23.0,16.0,37.0,20.0,2.0
70249,6.0,6.0,5.0,7.0,6.0,2.0
70250,6.0,2.0,1.0,7.0,3.0,2.0
70251,2.0,5.0,0.0,7.0,2.0,5.0
70252,5.0,6.0,4.0,7.0,5.0,2.0
70253,17.0,1.0,0.0,18.0,3.0,10.0
70254,38.0,29.0,24.0,43.0,20.0,2.0
70255,8.0,7.0,3.0,12.0,6.0,2.0
70256,5.0,5.0,4.0,6.0,6.0,2.0
70257,9.0,9.0,8.0,10.0,7.0,2.0
70258,4.0,6.0,3.0,7.0,5.0,2.0
70259,11.0,7.0,5.0,13.0,8.0,2.0
70260,1.0,14.0,0.0,15.0,2.0,10.0
70261,4.0,2.0,0.0,6.0,3.0,3.0
70262,41.0,23.0,21.0,43.0,25.0,2.0
70263,7.0,1.0,0.0,8.0,2.0,10.0
70264,32.0,23.0,5.0,50.0,23.0,2.0
70265,9.0,2.0,0.0,11.0,2.0,3.0
70266,23.0,21.0,19.0,25.0,13.0,2.0
70267,1.0,4.0,0.0,5.0,2.0,10.0
70268,14.0,7.0,5.0,16.0,9.0,2.0
70269,15.0,13.0,11.0,17.0,11.0,2.0
70270,4.0,4.0,3.0,5.0,5.0,2.0
70271,5.0,5.0,4.0,6.0,6.0,2.0
70272,22.0,15.0,13.0,24.0,14.0,2.0
70273,6.0,1.0,0.0,7.0,2.0,10.0
70274,13.0,18.0,11.0,20.0,13.0,2.0
70275,2.0,5.0,1.0,6.0,3.0,2.0
70276,1.0,4.0,0.0,5.0,2.0,10.0
70277,7.0,7.0,4.0,10.0,5.0,2.0
70278,34.0,33.0,32.0,35.0,17.0,2.0
70279,10.0,9.0,8.0,11.0,10.0,2.0
70280,1.0,10.0,0.0,11.0,2.0,10.0
70281,13.0,33.0,7.0,39.0,8.0,2.0
70282,21.0,38.0,18.0,41.0,20.0,2.0
70283,1.0,11.0,0.0,12.0,2.0,10.0
70284,14.0,11.0,9.0,16.0,8.0,2.0
70285,10.0,1.0,0.0,11.0,2.0,10.0
70286,15.0,14.0,12.0,17.0,10.0,2.0
70287,3.0,6.0,2.0,7.0,4.0,2.0
70288,19.0,14.0,13.0,20.0,16.0,2.0
70289,6.0,7.0,0.0,13.0,2.0,4.0
70290,1.0,4.0,0.0,5.0,2.0,10.0
70291,3.0,5.0,2.0,6.0,4.0,2.0
70292,8.0,7.0,4.0,11.0,5.0,2.0
70293,7.0,9.0,5.0,11.0,6.0,2.0
70294,5.0,1.0,0.0,6.0,2.0,10.0
70295,2.0,4.0,1.0,5.0,3.0,2.0
70296,1.0,5.0,0.0,6.0,2.0,10.0
70297,8.0,16.0,7.0,17.0,7.0,2.0
70298,8.0,6.0,4.0,10.0,6.0,2.0
70299,1.0,4.0,0.0,5.0,2.0,10.0
70300,27.0,24.0,23.0,28.0,23.0,2.0
70301,15.0,8.0,6.0,17.0,12.0,2.0
70302,1.0,9.0,0.0,10.0,2.0,10.0
70303,22.0,17.0,14.0,25.0,14.0,2.0
70304,6.0,3.0,2.0,7.0,4.0,2.0
70305,11.0,1.0,0.0,12.0,2.0,10.0
70306,10.0,8.0,5.0,13.0,6.0,2.0
70307,7.0,7.0,6.0,8.0,7.0,2.0
70308,1.0,4.0,0.0,5.0,2.0,10.0
70309,1.0,5.0,0.0,6.0,2.0,10.0
70310,5.0,1.0,0.0,6.0,2.0,10.0
70311,1.0,4.0,0.0,5.0,2.0,10.0
70312,5.0,12.0,0.0,17.0,4.0,10.0
70313,13.0,11.0,10.0,14.0,12.0,2.0
70314,4.0,5.0,3.0,6.0,4.0,2.0
70315,14.0,18.0,11.0,21.0,13.0,2.0
70316,13.0,5.0,3.0,15.0,5.0,2.0
70317,9.0,3.0,1.0,11.0,3.0,2.0
70318,1.0,5.0,0.0,6.0,2.0,10.0
70319,1.0,4.0,0.0,5.0,2.0,10.0
70320,19.0,14.0,11.0,22.0,12.0,2.0
70321,4.0,6.0,3.0,7.0,5.0,2.0
70322,6.0,7.0,1.0,12.0,3.0,2.0
70323,5.0,10.0,3.0,12.0,5.0,2.0
70324,11.0,13.0,9.0,15.0,9.0,2.0
70325,21.0,21.0,15.0,27.0,12.0,2.0
70326,23.0,13.0,9.0,27.0,14.0,2.0
70327,13.0,28.0,11.0,30.0,8.0,2.0
70328,2.0,6.0,0.0,8.0,2.0,10.0
70329,1.0,4.0,0.0,5.0,2.0,10.0
70330,5.0,8.0,2.0,11.0,5.0,2.0
70331,7.0,1.0,0.0,8.0,2.0,10.0
70332,1.0,41.0,0.0,42.0,2.0,10.0
70333,1.0,7.0,0.0,8.0,2.0,10.0
70334,1.0,107.0,0.0,108.0,2.0,10.0
70335,6.0,9.0,4.0,11.0,6.0,2.0
70336,1.0,4.0,0.0,5.0,2.0,10.0
70337,4.0,4.0,3.0,5.0,5.0,2.0
70338,4.0,1.0,0.0,5.0,2.0,10.0
70339,8.0,20.0,2.0,26.0,3.0,2.0
70340,1.0,4.0,0.0,5.0,2.0,10.0
70341,4.0,3.0,2.0,5.0,4.0,2.0
70342,27.0,40.0,22.0,45.0,23.0,2.0
70343,11.0,1.0,0.0,12.0,3.0,10.0
70344,5.0,6.0,4.0,7.0,6.0,2.0
70345,6.0,30.0,0.0,36.0,4.0,10.0
70346,17.0,19.0,16.0,20.0,15.0,2.0
70347,1.0,7.0,0.0,8.0,2.0,10.0
70348,14.0,12.0,11.0,15.0,13.0,2.0
70349,5.0,1.0,0.0,6.0,2.0,10.0
70350,5.0,5.0,0.0,10.0,2.0,3.0
70351,5.0,1.0,0.0,6.0,2.0,10.0
70352,6.0,6.0,5.0,7.0,6.0,2.0
70353,4.0,5.0,0.0,9.0,2.0,3.0
70354,9.0,12.0,6.0,15.0,6.0,2.0
70355,4.0,1.0,0.0,5.0,2.0,10.0
70356,12.0,10.0,9.0,13.0,10.0,2.0
70357,2.0,10.0,0.0,12.0,2.0,3.0
70358,6.0,8.0,0.0,14.0,2.0,5.0
70359,5.0,1.0,0.0,6.0,3.0,10.0
70360,5.0,1.0,0.0,6.0,2.0,10.0
70361,3.0,5.0,2.0,6.0,4.0,2.0
70362,4.0,1.0,0.0,5.0,2.0,10.0
70363,10.0,5.0,4.0,11.0,6.0,2.0
70364,26.0,7.0,0.0,33.0,6.0,5.0
70365,9.0,1.0,0.0,10.0,5.0,10.0
70366,31.0,31.0,28.0,34.0,27.0,2.0
70367,10.0,1.0,0.0,11.0,2.0,10.0
70368,6.0,1.0,0.0,7.0,3.0,10.0
70369,2.0,4.0,1.0,5.0,3.0,2.0
70370,5.0,5.0,3.0,7.0,5.0,2.0
70371,1.0,9.0,0.0,10.0,2.0,10.0
70372,1.0,5.0,0.0,6.0,2.0,10.0
70373,5.0,4.0,2.0,7.0,3.0,2.0
70374,45.0,22.0,19.0,48.0,20.0,2.0
70375,4.0,6.0,3.0,7.0,5.0,2.0
70376,7.0,9.0,5.0,11.0,7.0,2.0
70377,12.0,12.0,10.0,14.0,12.0,2.0
70378,144.0,30.0,23.0,151.0,24.0,2.0
70379,1.0,5.0,0.0,6.0,2.0,10.0
70380,1.0,7.0,0.0,8.0,2.0,10.0
70381,9.0,2.0,0.0,11.0,3.0,5.0
70382,9.0,9.0,8.0,10.0,10.0,2.0
70383,2.0,17.0,1.0,18.0,3.0,2.0
70384,23.0,10.0,5.0,28.0,6.0,2.0
70385,7.0,2.0,1.0,8.0,6.0,2.0
70386,1.0,4.0,0.0,5.0,2.0,10.0
70387,5.0,8.0,0.0,13.0,2.0,10.0
70388,1.0,5.0,0.0,6.0,2.0,10.0
70389,5.0,7.0,4.0,8.0,5.0,2.0
70390,19.0,10.0,7.0,22.0,12.0,2.0
70391,29.0,25.0,19.0,35.0,16.0,2.0
70392,5.0,1.0,0.0,6.0,2.0,10.0
70393,12.0,7.0,6.0,13.0,10.0,2.0
70394,19.0,25.0,13.0,31.0,12.0,2.0
70395,22.0,17.0,15.0,24.0,15.0,2.0
70396,4.0,1.0,0.0,5.0,2.0,10.0
70397,1.0,9.0,0.0,10.0,2.0,10.0
70398,4.0,1.0,0.0,5.0,2.0,10.0
70399,19.0,33.0,17.0,35.0,12.0,2.0
70400,4.0,4.0,3.0,5.0,5.0,2.0
70401,29.0,12.0,9.0,32.0,19.0,2.0
70402,34.0,38.0,8.0,64.0,23.0,2.0
70403,19.0,15.0,7.0,27.0,7.0,2.0
70404,5.0,1.0,0.0,6.0,2.0,10.0
70405,28.0,51.0,24.0,55.0,21.0,2.0
70406,6.0,4.0,2.0,8.0,4.0,2.0
70407,4.0,1.0,0.0,5.0,2.0,10.0
70408,8.0,8.0,6.0,10.0,6.0,2.0
70409,8.0,9.0,6.0,11.0,7.0,2.0
70410,12.0,12.0,11.0,13.0,11.0,2.0
70411,3.0,20.0,0.0,23.0,2.0,3.0
70412,11.0,3.0,2.0,12.0,4.0,2.0
70413,4.0,1.0,0.0,5.0,2.0,10.0
70414,1.0,4.0,0.0,5.0,2.0,10.0
70415,14.0,14.0,13.0,15.0,15.0,2.0
70416,13.0,13.0,12.0,14.0,13.0,2.0
70417,8.0,10.0,7.0,11.0,8.0,2.0
70418,9.0,6.0,5.0,10.0,7.0,2.0
70419,4.0,1.0,0.0,5.0,2.0,10.0
70420,1.0,4.0,0.0,5.0,2.0,10.0
70421,12.0,11.0,9.0,14.0,8.0,2.0
70422,20.0,22.0,17.0,25.0,15.0,2.0
70423,8.0,9.0,6.0,11.0,7.0,2.0
70424,13.0,12.0,11.0,14.0,12.0,2.0
70425,27.0,23.0,14.0,36.0,17.0,2.0
70426,2.0,4.0,0.0,6.0,2.0,10.0
70427,1.0,4.0,0.0,5.0,2.0,10.0
70428,5.0,9.0,3.0,11.0,5.0,2.0
70429,2.0,12.0,0.0,14.0,2.0,3.0
70430,8.0,9.0,5.0,12.0,5.0,2.0
70431,13.0,13.0,12.0,14.0,10.0,2.0
70432,1.0,4.0,0.0,5.0,2.0,10.0
70433,2.0,5.0,1.0,6.0,3.0,2.0
70434,1.0,5.0,0.0,6.0,2.0,10.0
70435,1.0,7.0,0.0,8.0,2.0,10.0
70436,7.0,2.0,1.0,8.0,3.0,2.0
70437,32.0,48.0,30.0,50.0,25.0,2.0
70438,6.0,4.0,3.0,7.0,5.0,2.0
70439,6.0,6.0,5.0,7.0,7.0,2.0
70440,22.0,21.0,18.0,25.0,19.0,2.0
70441,25.0,35.0,21.0,39.0,18.0,2.0
70442,2.0,12.0,0.0,14.0,2.0,4.0
70443,5.0,1.0,0.0,6.0,2.0,10.0
70444,6.0,1.0,0.0,7.0,2.0,10.0
70445,5.0,4.0,3.0,6.0,5.0,2.0
70446,1.0,7.0,0.0,8.0,2.0,10.0
70447,11.0,7.0,5.0,13.0,7.0,2.0
70448,20.0,19.0,18.0,21.0,18.0,2.0
70449,4.0,1.0,0.0,5.0,2.0,10.0
70450,4.0,1.0,0.0,5.0,2.0,10.0
70451,1.0,14.0,0.0,15.0,2.0,10.0
70452,24.0,20.0,1.0,43.0,20.0,2.0
70453,10.0,9.0,8.0,11.0,10.0,2.0
70454,5.0,7.0,4.0,8.0,5.0,2.0
70455,18.0,23.0,16.0,25.0,18.0,2.0
70456,1.0,144.0,0.0,145.0,2.0,10.0
70457,7.0,7.0,6.0,8.0,7.0,2.0
70458,1.0,11.0,0.0,12.0,2.0,10.0
70459,8.0,10.0,7.0,11.0,8.0,2.0
70460,21.0,16.0,14.0,23.0,13.0,2.0
70461,4.0,1.0,0.0,5.0,2.0,10.0
70462,18.0,17.0,16.0,19.0,15.0,2.0
70463,2.0,11.0,1.0,12.0,3.0,2.0
70464,2.0,6.0,1.0,7.0,3.0,2.0
70465,8.0,9.0,4.0,13.0,6.0,2.0
70466,5.0,4.0,3.0,6.0,5.0,2.0
70467,1.0,4.0,0.0,5.0,2.0,10.0
70468,8.0,9.0,6.0,11.0,8.0,2.0
70469,16.0,16.0,12.0,20.0,12.0,2.0
70470,14.0,20.0,12.0,22.0,11.0,2.0
70471,11.0,20.0,10.0,21.0,10.0,2.0
70472,11.0,6.0,5.0,12.0,7.0,2.0
70473,5.0,1.0,0.0,6.0,2.0,10.0
70474,48.0,29.0,20.0,57.0,31.0,2.0
70475,12.0,9.0,6.0,15.0,9.0,2.0
70476,1.0,5.0,0.0,6.0,2.0,10.0
70477,6.0,1.0,0.0,7.0,3.0,10.0
70478,5.0,3.0,2.0,6.0,5.0,2.0
70479,7.0,2.0,1.0,8.0,5.0,2.0
70480,2.0,15.0,0.0,17.0,2.0,4.0
70481,1.0,4.0,0.0,5.0,2.0,10.0
70482,1.0,13.0,0.0,14.0,2.0,10.0
70483,4.0,2.0,1.0,5.0,3.0,2.0
70484,19.0,19.0,16.0,22.0,15.0,2.0
70485,4.0,1.0,0.0,5.0,2.0,10.0
70486,5.0,11.0,4.0,12.0,6.0,2.0
70487,17.0,13.0,0.0,30.0,3.0,4.0
70488,1.0,9.0,0.0,10.0,2.0,10.0
70489,13.0,9.0,7.0,15.0,9.0,2.0
70490,5.0,1.0,0.0,6.0,2.0,10.0
70491,5.0,5.0,4.0,6.0,6.0,2.0
70492,4.0,5.0,2.0,7.0,4.0,2.0
70493,18.0,33.0,17.0,34.0,15.0,2.0
70494,5.0,2.0,1.0,6.0,4.0,2.0
70495,11.0,2.0,0.0,13.0,9.0,10.0
70496,5.0,7.0,3.0,9.0,5.0,2.0
70497,9.0,21.0,0.0,30.0,3.0,3.0
70498,6.0,6.0,4.0,8.0,5.0,2.0
70499,2.0,8.0,1.0,9.0,3.0,2.0
70500,5.0,2.0,1.0,6.0,3.0,2.0
70501,5.0,1.0,0.0,6.0,2.0,10.0
70502,8.0,9.0,5.0,12.0,7.0,2.0
70503,5.0,5.0,4.0,6.0,3.0,2.0
70504,15.0,12.0,9.0,18.0,10.0,2.0
70505,5.0,7.0,0.0,12.0,2.0,10.0
70506,13.0,24.0,9.0,28.0,7.0,2.0
70507,9.0,6.0,4.0,11.0,6.0,2.0
70508,2.0,34.0,1.0,35.0,3.0,2.0
70509,6.0,7.0,1.0,12.0,3.0,2.0
70510,5.0,6.0,3.0,8.0,5.0,2.0
70511,20.0,18.0,15.0,23.0,15.0,2.0
70512,18.0,14.0,13.0,19.0,13.0,2.0
70513,6.0,4.0,3.0,7.0,5.0,2.0
70514,7.0,1.0,0.0,8.0,5.0,10.0
70515,2.0,5.0,1.0,6.0,3.0,2.0
70516,6.0,4.0,3.0,7.0,5.0,2.0
70517,1.0,9.0,0.0,10.0,2.0,10.0
70518,1.0,11.0,0.0,12.0,2.0,10.0
70519,4.0,5.0,2.0,7.0,3.0,2.0
70520,7.0,7.0,6.0,8.0,7.0,2.0
70521,4.0,5.0,3.0,6.0,4.0,2.0
70522,5.0,1.0,0.0,6.0,2.0,10.0
70523,9.0,8.0,6.0,11.0,7.0,2.0
70524,40.0,26.0,23.0,43.0,26.0,2.0
70525,1.0,5.0,0.0,6.0,2.0,10.0
70526,18.0,16.0,13.0,21.0,15.0,2.0
70527,13.0,1.0,0.0,14.0,3.0,10.0
70528,22.0,17.0,13.0,26.0,14.0,2.0
70529,8.0,6.0,4.0,10.0,6.0,2.0
70530,4.0,4.0,3.0,5.0,5.0,2.0
70531,9.0,7.0,4.0,12.0,9.0,2.0
70532,15.0,8.0,7.0,16.0,6.0,2.0
70533,6.0,4.0,3.0,7.0,5.0,2.0
70534,12.0,19.0,7.0,24.0,7.0,2.0
70535,11.0,19.0,8.0,22.0,6.0,2.0
70536,2.0,4.0,0.0,6.0,2.0,10.0
70537,4.0,1.0,0.0,5.0,2.0,10.0
70538,1.0,4.0,0.0,5.0,2.0,10.0
70539,6.0,7.0,5.0,8.0,5.0,2.0
70540,6.0,7.0,0.0,13.0,6.0,10.0
70541,6.0,1.0,0.0,7.0,2.0,10.0
70542,21.0,19.0,16.0,24.0,18.0,2.0
70543,6.0,6.0,5.0,7.0,7.0,2.0
70544,5.0,4.0,3.0,6.0,4.0,2.0
70545,22.0,21.0,18.0,25.0,18.0,2.0
70546,4.0,1.0,0.0,5.0,2.0,10.0
70547,22.0,32.0,20.0,34.0,19.0,2.0
70548,26.0,26.0,25.0,27.0,27.0,2.0
70549,10.0,13.0,9.0,14.0,10.0,2.0
70550,12.0,11.0,1.0,22.0,9.0,2.0
70551,49.0,33.0,22.0,60.0,25.0,2.0
70552,13.0,13.0,12.0,14.0,14.0,2.0
70553,8.0,1.0,0.0,9.0,2.0,10.0
70554,5.0,1.0,0.0,6.0,5.0,10.0
70555,8.0,24.0,4.0,28.0,5.0,2.0
70556,4.0,1.0,0.0,5.0,2.0,10.0
70557,12.0,1.0,0.0,13.0,2.0,10.0
70558,26.0,4.0,3.0,27.0,4.0,2.0
70559,8.0,6.0,4.0,10.0,4.0,2.0
70560,1.0,5.0,0.0,6.0,2.0,10.0
70561,19.0,19.0,16.0,22.0,15.0,2.0
70562,2.0,5.0,1.0,6.0,3.0,2.0
70563,1.0,4.0,0.0,5.0,2.0,10.0
70564,4.0,6.0,0.0,10.0,2.0,10.0
70565,7.0,8.0,3.0,12.0,4.0,2.0
70566,24.0,24.0,20.0,28.0,17.0,2.0
70567,19.0,1.0,0.0,20.0,3.0,10.0
70568,7.0,5.0,1.0,11.0,3.0,2.0
70569,10.0,13.0,8.0,15.0,8.0,2.0
70570,22.0,32.0,18.0,36.0,19.0,2.0
70571,12.0,11.0,10.0,13.0,8.0,2.0
70572,1.0,16.0,0.0,17.0,2.0,10.0
70573,1.0,31.0,0.0,32.0,2.0,10.0
70574,6.0,2.0,0.0,8.0,2.0,10.0
70575,12.0,12.0,11.0,13.0,10.0,2.0
70576,45.0,21.0,18.0,48.0,20.0,2.0
70577,1.0,4.0,0.0,5.0,2.0,10.0
70578,14.0,1.0,0.0,15.0,2.0,10.0
70579,3.0,8.0,2.0,9.0,4.0,2.0
70580,1.0,4.0,0.0,5.0,2.0,10.0
70581,1.0,4.0,0.0,5.0,2.0,10.0
70582,1.0,31.0,0.0,32.0,2.0,10.0
70583,1.0,6.0,0.0,7.0,2.0,10.0
70584,4.0,1.0,0.0,5.0,2.0,10.0
70585,1.0,4.0,0.0,5.0,2.0,10.0
70586,16.0,19.0,15.0,20.0,15.0,2.0
70587,14.0,14.0,13.0,15.0,14.0,2.0
70588,1.0,6.0,0.0,7.0,2.0,10.0
70589,3.0,5.0,0.0,8.0,3.0,10.0
70590,1.0,4.0,0.0,5.0,2.0,10.0
70591,1.0,12.0,0.0,13.0,2.0,10.0
70592,18.0,17.0,15.0,20.0,12.0,2.0
70593,14.0,18.0,13.0,19.0,15.0,2.0
70594,5.0,1.0,0.0,6.0,4.0,10.0
70595,1.0,4.0,0.0,5.0,2.0,10.0
70596,4.0,5.0,3.0,6.0,5.0,2.0
70597,16.0,9.0,6.0,19.0,6.0,2.0
70598,1.0,4.0,0.0,5.0,2.0,10.0
70599,1.0,5.0,0.0,6.0,2.0,10.0
70600,1.0,5.0,0.0,6.0,2.0,10.0
70601,1.0,9.0,0.0,10.0,2.0,10.0
70602,7.0,8.0,0.0,15.0,6.0,7.0
70603,6.0,6.0,5.0,7.0,7.0,2.0
70604,5.0,6.0,0.0,11.0,2.0,6.0
70605,1.0,6.0,0.0,7.0,2.0,10.0
70606,33.0,36.0,27.0,42.0,28.0,2.0
70607,1.0,4.0,0.0,5.0,2.0,10.0
70608,6.0,6.0,5.0,7.0,6.0,2.0
70609,1.0,30.0,0.0,31.0,2.0,10.0
70610,42.0,34.0,25.0,51.0,25.0,2.0
70611,5.0,105.0,0.0,110.0,2.0,10.0
70612,17.0,29.0,12.0,34.0,9.0,2.0
70613,12.0,18.0,11.0,19.0,12.0,2.0
70614,6.0,11.0,4.0,13.0,6.0,2.0
70615,45.0,41.0,32.0,54.0,31.0,2.0
70616,1.0,5.0,0.0,6.0,2.0,10.0
70617,4.0,4.0,3.0,5.0,5.0,2.0
70618,4.0,1.0,0.0,5.0,2.0,10.0
70619,8.0,1.0,0.0,9.0,2.0,10.0
70620,8.0,6.0,5.0,9.0,7.0,2.0
70621,10.0,6.0,4.0,12.0,5.0,2.0
70622,5.0,2.0,1.0,6.0,4.0,2.0
70623,10.0,11.0,8.0,13.0,9.0,2.0
70624,1.0,4.0,0.0,5.0,2.0,10.0
70625,4.0,7.0,1.0,10.0,3.0,2.0
70626,1.0,7.0,0.0,8.0,2.0,10.0
70627,6.0,1.0,0.0,7.0,2.0,10.0
70628,4.0,1.0,0.0,5.0,2.0,10.0
70629,29.0,27.0,24.0,32.0,17.0,2.0
70630,33.0,45.0,27.0,51.0,28.0,2.0
70631,9.0,8.0,3.0,14.0,5.0,2.0
70632,8.0,10.0,5.0,13.0,7.0,2.0
70633,7.0,8.0,5.0,10.0,6.0,2.0
70634,19.0,11.0,8.0,22.0,12.0,2.0
70635,10.0,11.0,9.0,12.0,7.0,2.0
70636,21.0,15.0,12.0,24.0,12.0,2.0
70637,10.0,3.0,2.0,11.0,6.0,2.0
70638,24.0,28.0,21.0,31.0,14.0,2.0
70639,1.0,26.0,0.0,27.0,2.0,10.0
70640,5.0,1.0,0.0,6.0,2.0,10.0
70641,6.0,1.0,0.0,7.0,2.0,10.0
70642,11.0,9.0,8.0,12.0,10.0,2.0
70643,5.0,4.0,2.0,7.0,4.0,2.0
70644,4.0,1.0,0.0,5.0,2.0,10.0
70645,18.0,20.0,17.0,21.0,18.0,2.0
70646,4.0,8.0,3.0,9.0,5.0,2.0
70647,13.0,12.0,11.0,14.0,12.0,2.0
70648,35.0,42.0,21.0,56.0,23.0,2.0
70649,1.0,9.0,0.0,10.0,2.0,10.0
70650,4.0,2.0,1.0,5.0,3.0,2.0
70651,4.0,1.0,0.0,5.0,2.0,10.0
70652,11.0,12.0,8.0,15.0,10.0,2.0
70653,5.0,5.0,3.0,7.0,5.0,2.0
70654,4.0,1.0,0.0,5.0,2.0,10.0
70655,6.0,7.0,5.0,8.0,7.0,2.0
70656,2.0,107.0,0.0,109.0,2.0,3.0
70657,1.0,5.0,0.0,6.0,2.0,10.0
70658,10.0,11.0,9.0,12.0,9.0,2.0
70659,4.0,1.0,0.0,5.0,2.0,10.0
70660,7.0,1.0,0.0,8.0,6.0,10.0
70661,20.0,20.0,19.0,21.0,17.0,2.0
70662,5.0,5.0,4.0,6.0,6.0,2.0
70663,1.0,5.0,0.0,6.0,2.0,10.0
70664,6.0,5.0,3.0,8.0,5.0,2.0
70665,9.0,8.0,7.0,10.0,6.0,2.0
70666,4.0,4.0,0.0,8.0,2.0,10.0
70667,5.0,1.0,0.0,6.0,2.0,10.0
70668,19.0,17.0,11.0,25.0,11.0,2.0
70669,8.0,18.0,7.0,19.0,9.0,2.0
70670,6.0,7.0,1.0,12.0,4.0,2.0
70671,5.0,5.0,3.0,7.0,5.0,2.0
70672,6.0,2.0,0.0,8.0,2.0,3.0
70673,7.0,9.0,5.0,11.0,7.0,2.0
70674,5.0,11.0,1.0,15.0,3.0,2.0
70675,1.0,5.0,0.0,6.0,2.0,10.0
70676,4.0,4.0,2.0,6.0,4.0,2.0
70677,6.0,6.0,0.0,12.0,3.0,3.0
70678,4.0,3.0,2.0,5.0,4.0,2.0
70679,11.0,10.0,9.0,12.0,10.0,2.0
70680,36.0,13.0,8.0,41.0,10.0,2.0
70681,43.0,31.0,27.0,47.0,20.0,2.0
70682,1.0,5.0,0.0,6.0,2.0,10.0
70683,5.0,5.0,4.0,6.0,6.0,2.0
70684,5.0,1.0,0.0,6.0,2.0,10.0
70685,1.0,10.0,0.0,11.0,2.0,10.0
70686,18.0,17.0,12.0,23.0,12.0,2.0
70687,5.0,10.0,4.0,11.0,6.0,2.0
70688,22.0,31.0,19.0,34.0,19.0,2.0
70689,2.0,13.0,0.0,15.0,2.0,10.0
70690,5.0,4.0,3.0,6.0,5.0,2.0
70691,1.0,6.0,0.0,7.0,2.0,10.0
70692,22.0,5.0,2.0,25.0,13.0,2.0
70693,1.0,5.0,0.0,6.0,2.0,10.0
70694,6.0,6.0,5.0,7.0,6.0,2.0
70695,18.0,20.0,13.0,25.0,14.0,2.0
70696,4.0,7.0,1.0,10.0,3.0,2.0
70697,27.0,24.0,22.0,29.0,22.0,2.0
70698,13.0,1.0,0.0,14.0,8.0,10.0
70699,2.0,15.0,0.0,17.0,2.0,4.0
70700,5.0,1.0,0.0,6.0,2.0,10.0
70701,4.0,5.0,3.0,6.0,5.0,2.0
70702,12.0,9.0,8.0,13.0,10.0,2.0
70703,3.0,5.0,2.0,6.0,4.0,2.0
70704,50.0,29.0,19.0,60.0,25.0,2.0
70705,16.0,1.0,0.0,17.0,3.0,10.0
70706,24.0,39.0,18.0,45.0,17.0,2.0
70707,5.0,1.0,0.0,6.0,2.0,10.0
70708,20.0,1.0,0.0,21.0,3.0,10.0
70709,1.0,4.0,0.0,5.0,2.0,10.0
70710,8.0,10.0,7.0,11.0,8.0,2.0
70711,4.0,1.0,0.0,5.0,2.0,10.0
70712,1.0,4.0,0.0,5.0,2.0,10.0
70713,4.0,1.0,0.0,5.0,2.0,10.0
70714,5.0,5.0,4.0,6.0,6.0,2.0
