,3gram_cooccurence,3gram_distinct,3gram_nostpwrd_cooccurence,3gram_nostpwrd_distinct
54632,3.0,7.0,3.0,0.0
54633,12.0,61.0,3.0,15.0
54634,29.0,116.0,11.0,12.0
54635,8.0,19.0,6.0,2.0
54636,6.0,94.0,7.0,16.0
54637,0.0,18.0,0.0,3.0
54638,0.0,19.0,0.0,3.0
54639,0.0,49.0,0.0,14.0
54640,5.0,8.0,2.0,0.0
54641,2.0,8.0,1.0,1.0
54642,11.0,12.0,7.0,2.0
54643,2.0,179.0,0.0,34.0
54644,0.0,77.0,0.0,24.0
54645,10.0,41.0,9.0,14.0
54646,5.0,24.0,2.0,10.0
54647,0.0,42.0,0.0,8.0
54648,0.0,66.0,0.0,39.0
54649,0.0,14.0,1.0,0.0
54650,4.0,54.0,4.0,12.0
54651,3.0,16.0,1.0,4.0
54652,4.0,48.0,1.0,3.0
54653,5.0,54.0,1.0,16.0
54654,8.0,89.0,1.0,23.0
54655,5.0,8.0,3.0,2.0
54656,1.0,20.0,1.0,4.0
54657,12.0,125.0,1.0,16.0
54658,8.0,111.0,7.0,35.0
54659,5.0,41.0,3.0,7.0
54660,4.0,24.0,2.0,6.0
54661,4.0,35.0,0.0,8.0
54662,23.0,106.0,13.0,26.0
54663,9.0,55.0,5.0,19.0
54664,2.0,28.0,4.0,13.0
54665,10.0,22.0,7.0,4.0
54666,6.0,117.0,6.0,20.0
54667,3.0,4.0,2.0,0.0
54668,6.0,11.0,5.0,0.0
54669,9.0,103.0,7.0,39.0
54670,0.0,52.0,0.0,5.0
54671,2.0,9.0,2.0,4.0
54672,0.0,60.0,1.0,10.0
54673,15.0,25.0,5.0,0.0
54674,4.0,13.0,2.0,4.0
54675,6.0,151.0,4.0,36.0
54676,5.0,21.0,2.0,0.0
54677,3.0,2.0,3.0,0.0
54678,0.0,17.0,0.0,6.0
54679,7.0,9.0,1.0,2.0
54680,0.0,6.0,0.0,0.0
54681,11.0,41.0,7.0,4.0
54682,1.0,67.0,1.0,21.0
54683,1.0,19.0,1.0,4.0
54684,1.0,49.0,1.0,5.0
54685,16.0,75.0,6.0,11.0
54686,27.0,158.0,11.0,22.0
54687,0.0,26.0,0.0,4.0
54688,11.0,12.0,5.0,0.0
54689,13.0,156.0,6.0,29.0
54690,9.0,26.0,3.0,3.0
54691,5.0,24.0,3.0,3.0
54692,28.0,207.0,26.0,76.0
54693,4.0,48.0,8.0,6.0
54694,6.0,42.0,6.0,14.0
54695,5.0,4.0,2.0,0.0
54696,0.0,17.0,0.0,8.0
54697,11.0,6.0,4.0,4.0
54698,1.0,0.0,0.0,0.0
54699,10.0,14.0,5.0,1.0
54700,4.0,24.0,2.0,7.0
54701,3.0,18.0,2.0,1.0
54702,6.0,51.0,1.0,11.0
54703,7.0,156.0,7.0,28.0
54704,10.0,11.0,0.0,1.0
54705,5.0,0.0,1.0,0.0
54706,8.0,11.0,1.0,0.0
54707,26.0,204.0,16.0,89.0
54708,5.0,47.0,3.0,17.0
54709,6.0,2.0,4.0,0.0
54710,13.0,37.0,5.0,0.0
54711,0.0,1.0,1.0,0.0
54712,2.0,34.0,5.0,4.0
54713,8.0,27.0,1.0,0.0
54714,0.0,19.0,0.0,2.0
54715,0.0,0.0,1.0,0.0
54716,3.0,1.0,1.0,0.0
54717,7.0,178.0,5.0,54.0
54718,6.0,39.0,6.0,3.0
54719,7.0,26.0,4.0,0.0
54720,4.0,26.0,4.0,3.0
54721,13.0,30.0,8.0,3.0
54722,6.0,1.0,0.0,0.0
54723,4.0,63.0,4.0,18.0
54724,8.0,29.0,6.0,6.0
54725,5.0,24.0,5.0,1.0
54726,10.0,20.0,2.0,0.0
54727,8.0,112.0,5.0,12.0
54728,3.0,17.0,1.0,0.0
54729,10.0,33.0,2.0,0.0
54730,3.0,31.0,1.0,2.0
54731,8.0,20.0,10.0,8.0
54732,8.0,28.0,6.0,1.0
54733,5.0,4.0,3.0,0.0
54734,0.0,153.0,1.0,36.0
54735,12.0,20.0,8.0,6.0
54736,0.0,45.0,0.0,15.0
54737,5.0,8.0,2.0,0.0
54738,2.0,27.0,2.0,10.0
54739,1.0,58.0,2.0,35.0
54740,10.0,23.0,1.0,0.0
54741,4.0,121.0,4.0,43.0
54742,8.0,93.0,4.0,13.0
54743,1.0,4.0,1.0,1.0
54744,42.0,172.0,14.0,12.0
54745,6.0,24.0,5.0,3.0
54746,4.0,77.0,2.0,41.0
54747,6.0,17.0,3.0,2.0
54748,2.0,58.0,1.0,14.0
54749,10.0,44.0,3.0,0.0
54750,8.0,15.0,6.0,1.0
54751,16.0,143.0,11.0,56.0
54752,5.0,57.0,1.0,20.0
54753,9.0,25.0,1.0,0.0
54754,11.0,13.0,6.0,1.0
54755,6.0,59.0,3.0,16.0
54756,6.0,31.0,1.0,7.0
54757,2.0,27.0,2.0,2.0
54758,1.0,17.0,1.0,8.0
54759,0.0,23.0,0.0,1.0
54760,6.0,11.0,5.0,0.0
54761,7.0,4.0,5.0,0.0
54762,6.0,71.0,4.0,22.0
54763,0.0,35.0,0.0,8.0
54764,7.0,32.0,3.0,5.0
54765,0.0,45.0,0.0,9.0
54766,10.0,56.0,3.0,3.0
54767,7.0,6.0,3.0,0.0
54768,7.0,37.0,7.0,1.0
54769,10.0,163.0,4.0,45.0
54770,6.0,13.0,5.0,1.0
54771,0.0,71.0,0.0,23.0
54772,4.0,70.0,0.0,8.0
54773,7.0,34.0,3.0,4.0
54774,9.0,174.0,14.0,49.0
54775,4.0,162.0,1.0,57.0
54776,19.0,74.0,7.0,8.0
54777,10.0,95.0,2.0,31.0
54778,19.0,56.0,7.0,2.0
54779,4.0,24.0,3.0,5.0
54780,6.0,28.0,6.0,8.0
54781,21.0,65.0,11.0,26.0
54782,8.0,24.0,6.0,1.0
54783,0.0,14.0,0.0,3.0
54784,11.0,8.0,3.0,2.0
54785,3.0,68.0,1.0,38.0
54786,9.0,28.0,1.0,0.0
54787,0.0,28.0,0.0,3.0
54788,8.0,4.0,4.0,0.0
54789,7.0,68.0,3.0,3.0
54790,14.0,88.0,4.0,12.0
54791,10.0,44.0,8.0,4.0
54792,12.0,45.0,7.0,6.0
54793,2.0,13.0,2.0,0.0
54794,11.0,56.0,5.0,0.0
54795,14.0,20.0,8.0,4.0
54796,8.0,14.0,6.0,5.0
54797,2.0,30.0,0.0,11.0
54798,7.0,10.0,2.0,0.0
54799,11.0,34.0,6.0,5.0
54800,7.0,8.0,3.0,2.0
54801,10.0,9.0,4.0,0.0
54802,7.0,12.0,1.0,0.0
54803,0.0,48.0,0.0,22.0
54804,7.0,34.0,1.0,6.0
54805,41.0,346.0,17.0,58.0
54806,8.0,72.0,9.0,20.0
54807,0.0,32.0,0.0,7.0
54808,6.0,155.0,5.0,40.0
54809,1.0,26.0,1.0,4.0
54810,1.0,314.0,1.0,93.0
54811,14.0,189.0,12.0,36.0
54812,6.0,14.0,0.0,1.0
54813,1.0,14.0,1.0,2.0
54814,0.0,5.0,2.0,0.0
54815,1.0,0.0,0.0,0.0
54816,1.0,23.0,1.0,11.0
54817,3.0,111.0,3.0,33.0
54818,2.0,8.0,5.0,0.0
54819,8.0,11.0,5.0,1.0
54820,6.0,42.0,6.0,4.0
54821,5.0,41.0,1.0,6.0
54822,9.0,52.0,1.0,2.0
54823,6.0,73.0,3.0,4.0
54824,8.0,68.0,5.0,12.0
54825,9.0,7.0,7.0,1.0
54826,17.0,151.0,7.0,47.0
54827,0.0,22.0,1.0,0.0
54828,6.0,15.0,5.0,0.0
54829,0.0,2.0,1.0,0.0
54830,14.0,15.0,1.0,0.0
54831,9.0,39.0,3.0,2.0
54832,9.0,64.0,0.0,20.0
54833,4.0,19.0,2.0,4.0
54834,3.0,10.0,1.0,4.0
54835,4.0,32.0,4.0,6.0
54836,4.0,54.0,5.0,15.0
54837,0.0,17.0,0.0,7.0
54838,0.0,45.0,1.0,6.0
54839,1.0,36.0,3.0,3.0
54840,9.0,106.0,3.0,34.0
54841,6.0,60.0,6.0,1.0
54842,5.0,4.0,3.0,0.0
54843,7.0,2.0,5.0,0.0
54844,15.0,83.0,11.0,19.0
54845,4.0,31.0,3.0,10.0
54846,7.0,11.0,7.0,1.0
54847,0.0,7.0,0.0,0.0
54848,12.0,73.0,8.0,0.0
54849,2.0,25.0,0.0,6.0
54850,12.0,78.0,8.0,19.0
54851,0.0,17.0,0.0,8.0
54852,11.0,41.0,3.0,4.0
54853,12.0,42.0,5.0,6.0
54854,10.0,38.0,5.0,0.0
54855,6.0,13.0,5.0,1.0
54856,0.0,251.0,0.0,89.0
54857,9.0,21.0,5.0,1.0
54858,6.0,24.0,1.0,4.0
54859,0.0,10.0,0.0,0.0
54860,10.0,47.0,4.0,12.0
54861,0.0,25.0,0.0,1.0
54862,6.0,1.0,6.0,0.0
54863,1.0,19.0,1.0,0.0
54864,12.0,49.0,5.0,0.0
54865,1.0,35.0,1.0,11.0
54866,8.0,146.0,4.0,50.0
54867,0.0,5.0,0.0,3.0
54868,10.0,43.0,3.0,14.0
54869,11.0,28.0,8.0,8.0
54870,1.0,41.0,0.0,1.0
54871,9.0,35.0,5.0,15.0
54872,9.0,11.0,3.0,0.0
54873,4.0,65.0,2.0,9.0
54874,8.0,58.0,1.0,10.0
54875,1.0,11.0,1.0,2.0
54876,6.0,79.0,4.0,13.0
54877,9.0,31.0,4.0,0.0
54878,17.0,58.0,8.0,6.0
54879,9.0,29.0,6.0,2.0
54880,9.0,18.0,3.0,0.0
54881,0.0,36.0,0.0,12.0
54882,13.0,75.0,5.0,0.0
54883,10.0,96.0,9.0,35.0
54884,2.0,21.0,2.0,0.0
54885,25.0,121.0,13.0,25.0
54886,7.0,45.0,1.0,16.0
54887,3.0,2.0,1.0,0.0
54888,3.0,162.0,2.0,50.0
54889,7.0,6.0,5.0,1.0
54890,32.0,178.0,12.0,16.0
54891,9.0,14.0,4.0,0.0
54892,5.0,26.0,3.0,3.0
54893,6.0,9.0,5.0,1.0
54894,8.0,82.0,8.0,22.0
54895,41.0,275.0,15.0,24.0
54896,0.0,59.0,2.0,7.0
54897,11.0,40.0,5.0,5.0
54898,0.0,11.0,1.0,0.0
54899,3.0,27.0,2.0,11.0
54900,11.0,105.0,9.0,34.0
54901,3.0,9.0,1.0,1.0
54902,5.0,103.0,3.0,26.0
54903,2.0,30.0,1.0,6.0
54904,13.0,32.0,7.0,8.0
54905,1.0,11.0,0.0,0.0
54906,11.0,10.0,3.0,0.0
54907,0.0,127.0,0.0,33.0
54908,6.0,119.0,5.0,26.0
54909,4.0,17.0,3.0,1.0
54910,4.0,30.0,0.0,9.0
54911,5.0,80.0,6.0,22.0
54912,6.0,156.0,10.0,49.0
54913,8.0,35.0,6.0,6.0
54914,3.0,24.0,3.0,5.0
54915,7.0,6.0,4.0,0.0
54916,3.0,15.0,1.0,1.0
54917,1.0,12.0,1.0,4.0
54918,5.0,16.0,2.0,2.0
54919,0.0,80.0,0.0,13.0
54920,6.0,27.0,1.0,3.0
54921,8.0,11.0,2.0,2.0
54922,3.0,12.0,1.0,2.0
54923,0.0,12.0,0.0,4.0
54924,9.0,7.0,7.0,3.0
54925,6.0,1.0,2.0,0.0
54926,6.0,120.0,6.0,20.0
54927,0.0,39.0,0.0,5.0
54928,2.0,33.0,3.0,9.0
54929,1.0,25.0,0.0,2.0
54930,2.0,59.0,2.0,26.0
54931,11.0,18.0,4.0,1.0
54932,15.0,30.0,7.0,2.0
54933,4.0,7.0,0.0,0.0
54934,4.0,23.0,3.0,0.0
54935,7.0,10.0,4.0,0.0
54936,4.0,94.0,1.0,30.0
54937,14.0,195.0,8.0,35.0
54938,23.0,90.0,11.0,12.0
54939,11.0,11.0,0.0,0.0
54940,3.0,31.0,7.0,9.0
54941,2.0,0.0,0.0,0.0
54942,5.0,28.0,3.0,6.0
54943,14.0,41.0,4.0,10.0
54944,15.0,68.0,9.0,23.0
54945,1.0,26.0,1.0,8.0
54946,7.0,101.0,7.0,23.0
54947,5.0,148.0,5.0,37.0
54948,10.0,49.0,10.0,19.0
54949,15.0,38.0,6.0,1.0
54950,0.0,19.0,1.0,4.0
54951,3.0,52.0,1.0,8.0
54952,7.0,20.0,1.0,8.0
54953,3.0,48.0,2.0,9.0
54954,22.0,72.0,3.0,2.0
54955,10.0,17.0,1.0,0.0
54956,3.0,24.0,1.0,5.0
54957,9.0,61.0,12.0,19.0
54958,7.0,17.0,3.0,0.0
54959,7.0,56.0,4.0,9.0
54960,10.0,15.0,6.0,1.0
54961,21.0,92.0,15.0,44.0
54962,5.0,3.0,3.0,0.0
54963,7.0,67.0,6.0,20.0
54964,7.0,16.0,5.0,0.0
54965,3.0,15.0,1.0,7.0
54966,5.0,83.0,4.0,18.0
54967,2.0,40.0,0.0,15.0
54968,2.0,7.0,2.0,0.0
54969,4.0,13.0,4.0,1.0
54970,4.0,14.0,0.0,4.0
54971,6.0,54.0,2.0,7.0
54972,0.0,49.0,0.0,16.0
54973,3.0,134.0,1.0,23.0
54974,4.0,7.0,2.0,0.0
54975,12.0,74.0,8.0,23.0
54976,2.0,40.0,1.0,9.0
54977,0.0,3.0,0.0,0.0
54978,9.0,6.0,3.0,0.0
54979,5.0,4.0,3.0,0.0
54980,10.0,37.0,5.0,14.0
54981,2.0,1.0,2.0,0.0
54982,4.0,51.0,5.0,6.0
54983,7.0,64.0,2.0,10.0
54984,1.0,13.0,1.0,1.0
54985,7.0,142.0,2.0,38.0
54986,4.0,4.0,0.0,0.0
54987,1.0,12.0,0.0,3.0
54988,10.0,28.0,6.0,2.0
54989,14.0,21.0,8.0,0.0
54990,5.0,32.0,5.0,4.0
54991,19.0,56.0,11.0,12.0
54992,1.0,4.0,1.0,2.0
54993,1.0,21.0,2.0,4.0
54994,7.0,230.0,7.0,50.0
54995,7.0,29.0,3.0,2.0
54996,17.0,328.0,8.0,88.0
54997,8.0,6.0,4.0,0.0
54998,7.0,11.0,3.0,3.0
54999,16.0,139.0,8.0,38.0
55000,13.0,37.0,5.0,3.0
55001,11.0,97.0,8.0,32.0
55002,1.0,19.0,1.0,4.0
55003,1.0,10.0,1.0,1.0
55004,8.0,52.0,4.0,6.0
55005,25.0,132.0,6.0,18.0
55006,0.0,65.0,0.0,18.0
55007,6.0,38.0,4.0,6.0
55008,14.0,80.0,10.0,14.0
55009,4.0,16.0,0.0,1.0
55010,10.0,45.0,4.0,2.0
55011,8.0,40.0,1.0,4.0
55012,23.0,106.0,13.0,26.0
55013,0.0,72.0,0.0,4.0
55014,4.0,40.0,1.0,2.0
55015,7.0,142.0,3.0,43.0
55016,0.0,62.0,0.0,11.0
55017,0.0,4.0,0.0,0.0
55018,2.0,12.0,2.0,0.0
55019,3.0,63.0,2.0,14.0
55020,3.0,71.0,2.0,24.0
55021,1.0,89.0,2.0,5.0
55022,10.0,40.0,6.0,3.0
55023,12.0,16.0,4.0,0.0
55024,2.0,83.0,0.0,6.0
55025,5.0,58.0,2.0,21.0
55026,2.0,12.0,1.0,4.0
55027,5.0,3.0,1.0,0.0
55028,2.0,119.0,4.0,11.0
55029,2.0,29.0,0.0,2.0
55030,0.0,26.0,0.0,1.0
55031,5.0,57.0,1.0,18.0
55032,11.0,17.0,7.0,2.0
55033,8.0,23.0,4.0,2.0
55034,0.0,60.0,0.0,24.0
55035,10.0,109.0,4.0,30.0
55036,0.0,17.0,0.0,7.0
55037,2.0,52.0,5.0,3.0
55038,3.0,8.0,1.0,1.0
55039,1.0,12.0,0.0,2.0
55040,3.0,30.0,3.0,2.0
55041,3.0,10.0,1.0,4.0
55042,14.0,46.0,6.0,1.0
55043,8.0,118.0,6.0,45.0
55044,1.0,18.0,3.0,1.0
55045,7.0,13.0,5.0,1.0
55046,6.0,18.0,4.0,2.0
55047,10.0,9.0,6.0,1.0
55048,6.0,12.0,6.0,1.0
55049,4.0,13.0,5.0,1.0
55050,12.0,64.0,2.0,4.0
55051,14.0,32.0,6.0,5.0
55052,21.0,92.0,7.0,8.0
55053,9.0,23.0,6.0,1.0
55054,23.0,82.0,11.0,16.0
55055,1.0,11.0,1.0,0.0
55056,0.0,106.0,0.0,13.0
55057,3.0,46.0,3.0,9.0
55058,10.0,43.0,6.0,1.0
55059,0.0,125.0,0.0,8.0
55060,18.0,65.0,10.0,12.0
55061,4.0,43.0,5.0,9.0
55062,0.0,12.0,0.0,2.0
55063,10.0,26.0,4.0,0.0
55064,0.0,16.0,1.0,0.0
55065,1.0,35.0,0.0,4.0
55066,8.0,102.0,6.0,11.0
55067,8.0,27.0,5.0,4.0
55068,10.0,64.0,6.0,14.0
55069,1.0,34.0,0.0,2.0
55070,7.0,98.0,5.0,21.0
55071,9.0,50.0,5.0,11.0
55072,4.0,2.0,0.0,0.0
55073,6.0,17.0,4.0,2.0
55074,5.0,106.0,3.0,37.0
55075,11.0,25.0,5.0,5.0
55076,3.0,46.0,0.0,17.0
55077,7.0,14.0,3.0,2.0
55078,13.0,106.0,7.0,35.0
55079,9.0,71.0,5.0,24.0
55080,12.0,159.0,13.0,54.0
55081,1.0,20.0,1.0,2.0
55082,6.0,14.0,1.0,0.0
55083,4.0,85.0,4.0,18.0
55084,10.0,30.0,3.0,1.0
55085,23.0,82.0,11.0,16.0
55086,18.0,8.0,9.0,3.0
55087,2.0,32.0,4.0,4.0
55088,0.0,9.0,0.0,6.0
55089,10.0,16.0,2.0,0.0
55090,1.0,54.0,4.0,5.0
55091,36.0,126.0,10.0,18.0
55092,8.0,19.0,2.0,4.0
55093,21.0,167.0,10.0,50.0
55094,4.0,27.0,3.0,5.0
55095,1.0,18.0,1.0,3.0
55096,0.0,31.0,0.0,8.0
55097,4.0,69.0,0.0,24.0
55098,10.0,49.0,2.0,6.0
55099,14.0,107.0,9.0,38.0
55100,6.0,33.0,5.0,6.0
55101,4.0,46.0,4.0,4.0
55102,7.0,67.0,2.0,10.0
55103,6.0,8.0,1.0,0.0
55104,5.0,22.0,5.0,1.0
55105,4.0,0.0,2.0,0.0
55106,7.0,20.0,1.0,0.0
55107,18.0,80.0,5.0,14.0
55108,8.0,6.0,2.0,0.0
55109,13.0,173.0,11.0,55.0
55110,5.0,6.0,1.0,0.0
55111,4.0,40.0,2.0,8.0
55112,5.0,4.0,1.0,0.0
55113,7.0,41.0,4.0,9.0
55114,4.0,70.0,5.0,2.0
55115,4.0,26.0,1.0,1.0
55116,1.0,13.0,1.0,1.0
55117,7.0,119.0,3.0,27.0
55118,4.0,36.0,4.0,3.0
55119,8.0,20.0,6.0,1.0
55120,4.0,35.0,4.0,6.0
55121,4.0,72.0,1.0,22.0
55122,37.0,98.0,11.0,4.0
55123,9.0,78.0,5.0,24.0
55124,2.0,1.0,1.0,0.0
55125,4.0,13.0,4.0,4.0
55126,7.0,29.0,3.0,4.0
55127,3.0,63.0,1.0,11.0
55128,16.0,45.0,14.0,6.0
55129,7.0,12.0,3.0,1.0
55130,7.0,12.0,1.0,0.0
55131,10.0,71.0,1.0,4.0
55132,11.0,40.0,6.0,6.0
55133,5.0,6.0,2.0,0.0
55134,6.0,10.0,2.0,0.0
55135,4.0,10.0,4.0,0.0
55136,0.0,5.0,5.0,0.0
55137,9.0,16.0,7.0,2.0
55138,4.0,15.0,1.0,1.0
55139,13.0,74.0,5.0,16.0
55140,4.0,10.0,4.0,0.0
55141,10.0,33.0,6.0,2.0
55142,9.0,100.0,3.0,23.0
55143,13.0,16.0,7.0,1.0
55144,4.0,232.0,4.0,64.0
55145,6.0,81.0,3.0,26.0
55146,6.0,33.0,5.0,2.0
55147,6.0,6.0,2.0,0.0
55148,0.0,60.0,0.0,12.0
55149,10.0,104.0,3.0,18.0
55150,13.0,20.0,7.0,1.0
55151,6.0,32.0,3.0,2.0
55152,10.0,186.0,2.0,35.0
55153,0.0,26.0,1.0,6.0
55154,4.0,1.0,4.0,0.0
55155,5.0,47.0,7.0,6.0
55156,10.0,45.0,4.0,5.0
55157,4.0,37.0,0.0,6.0
55158,1.0,22.0,0.0,3.0
55159,2.0,59.0,0.0,11.0
55160,5.0,35.0,1.0,5.0
55161,13.0,20.0,5.0,0.0
55162,7.0,30.0,3.0,5.0
55163,3.0,21.0,1.0,2.0
55164,10.0,6.0,5.0,0.0
55165,5.0,39.0,2.0,8.0
55166,5.0,62.0,1.0,15.0
55167,5.0,34.0,3.0,11.0
55168,3.0,46.0,0.0,13.0
55169,2.0,56.0,2.0,10.0
55170,9.0,14.0,4.0,0.0
55171,2.0,25.0,1.0,5.0
55172,14.0,25.0,6.0,1.0
55173,0.0,31.0,0.0,7.0
55174,11.0,22.0,3.0,2.0
55175,1.0,8.0,2.0,0.0
55176,10.0,10.0,5.0,1.0
55177,0.0,11.0,1.0,6.0
55178,1.0,11.0,1.0,4.0
55179,6.0,101.0,4.0,40.0
55180,0.0,3.0,1.0,0.0
55181,6.0,93.0,5.0,20.0
55182,19.0,56.0,11.0,12.0
55183,4.0,13.0,2.0,1.0
55184,16.0,42.0,10.0,12.0
55185,0.0,15.0,0.0,3.0
55186,21.0,92.0,15.0,44.0
55187,7.0,20.0,5.0,2.0
55188,8.0,32.0,3.0,1.0
55189,5.0,188.0,2.0,41.0
55190,23.0,72.0,11.0,12.0
55191,1.0,43.0,1.0,0.0
55192,7.0,10.0,4.0,0.0
55193,0.0,64.0,3.0,9.0
55194,4.0,10.0,2.0,0.0
55195,5.0,3.0,2.0,0.0
55196,13.0,73.0,8.0,11.0
55197,1.0,10.0,3.0,3.0
55198,8.0,14.0,0.0,1.0
55199,2.0,6.0,3.0,2.0
55200,0.0,10.0,0.0,0.0
55201,3.0,13.0,1.0,0.0
55202,10.0,14.0,5.0,0.0
55203,8.0,52.0,1.0,1.0
55204,7.0,35.0,5.0,19.0
55205,26.0,132.0,14.0,30.0
55206,22.0,58.0,13.0,11.0
55207,0.0,44.0,0.0,15.0
55208,5.0,38.0,3.0,0.0
55209,5.0,43.0,1.0,12.0
55210,5.0,7.0,3.0,0.0
55211,0.0,40.0,0.0,20.0
55212,8.0,193.0,6.0,36.0
55213,5.0,51.0,4.0,1.0
55214,9.0,17.0,3.0,2.0
55215,7.0,38.0,3.0,6.0
55216,11.0,34.0,3.0,2.0
55217,11.0,48.0,3.0,0.0
55218,5.0,56.0,3.0,13.0
55219,2.0,14.0,5.0,0.0
55220,5.0,19.0,3.0,3.0
55221,1.0,51.0,0.0,29.0
55222,12.0,46.0,6.0,6.0
55223,2.0,2.0,1.0,0.0
55224,11.0,94.0,5.0,19.0
55225,11.0,116.0,4.0,21.0
55226,4.0,24.0,4.0,1.0
55227,4.0,38.0,0.0,0.0
55228,7.0,15.0,1.0,1.0
55229,7.0,68.0,3.0,17.0
55230,12.0,179.0,6.0,84.0
55231,3.0,2.0,2.0,0.0
55232,10.0,101.0,6.0,42.0
55233,2.0,5.0,2.0,0.0
55234,2.0,49.0,1.0,13.0
55235,11.0,12.0,5.0,0.0
55236,9.0,14.0,4.0,0.0
55237,4.0,11.0,1.0,1.0
55238,0.0,13.0,2.0,0.0
55239,5.0,17.0,1.0,8.0
55240,0.0,36.0,1.0,9.0
55241,13.0,29.0,10.0,0.0
55242,4.0,41.0,0.0,6.0
55243,10.0,103.0,1.0,11.0
55244,1.0,36.0,2.0,0.0
55245,0.0,68.0,0.0,14.0
55246,6.0,22.0,2.0,0.0
55247,0.0,5.0,1.0,1.0
55248,22.0,414.0,14.0,145.0
55249,4.0,9.0,2.0,0.0
55250,0.0,63.0,2.0,8.0
55251,8.0,25.0,6.0,6.0
55252,3.0,9.0,2.0,1.0
55253,14.0,42.0,8.0,4.0
55254,6.0,92.0,3.0,19.0
55255,6.0,19.0,3.0,3.0
55256,12.0,71.0,6.0,19.0
55257,0.0,23.0,0.0,2.0
55258,5.0,11.0,1.0,1.0
55259,13.0,31.0,7.0,1.0
55260,0.0,29.0,0.0,15.0
55261,14.0,20.0,4.0,0.0
55262,7.0,52.0,3.0,6.0
55263,1.0,19.0,2.0,0.0
55264,1.0,20.0,1.0,4.0
55265,4.0,20.0,0.0,4.0
55266,13.0,92.0,6.0,1.0
55267,7.0,52.0,5.0,6.0
55268,4.0,4.0,3.0,0.0
55269,10.0,91.0,2.0,35.0
55270,35.0,230.0,15.0,44.0
55271,1.0,11.0,0.0,0.0
55272,3.0,27.0,1.0,4.0
55273,3.0,4.0,1.0,0.0
55274,5.0,34.0,1.0,8.0
55275,4.0,192.0,7.0,83.0
55276,8.0,59.0,6.0,21.0
55277,13.0,25.0,5.0,1.0
55278,2.0,68.0,2.0,19.0
55279,5.0,10.0,5.0,3.0
55280,6.0,64.0,5.0,31.0
55281,6.0,123.0,7.0,66.0
55282,3.0,17.0,3.0,0.0
55283,10.0,33.0,8.0,6.0
55284,5.0,14.0,3.0,2.0
55285,12.0,32.0,4.0,5.0
55286,1.0,21.0,0.0,7.0
55287,9.0,18.0,10.0,6.0
55288,7.0,60.0,1.0,20.0
55289,4.0,24.0,4.0,5.0
55290,8.0,39.0,6.0,8.0
55291,4.0,19.0,4.0,3.0
55292,7.0,6.0,3.0,0.0
55293,23.0,72.0,11.0,12.0
55294,7.0,57.0,1.0,8.0
55295,0.0,28.0,1.0,3.0
55296,0.0,38.0,0.0,3.0
55297,7.0,11.0,2.0,4.0
55298,8.0,16.0,1.0,0.0
55299,19.0,149.0,3.0,11.0
55300,0.0,38.0,0.0,11.0
55301,5.0,11.0,1.0,0.0
55302,1.0,44.0,1.0,16.0
55303,2.0,68.0,2.0,14.0
55304,7.0,8.0,4.0,0.0
55305,5.0,73.0,4.0,17.0
55306,15.0,30.0,7.0,2.0
55307,11.0,108.0,2.0,16.0
55308,10.0,294.0,4.0,118.0
55309,7.0,156.0,6.0,27.0
55310,6.0,64.0,4.0,24.0
55311,5.0,97.0,3.0,30.0
55312,7.0,0.0,5.0,0.0
55313,1.0,4.0,1.0,4.0
55314,37.0,98.0,11.0,4.0
55315,2.0,14.0,3.0,7.0
55316,1.0,19.0,1.0,7.0
55317,1.0,18.0,2.0,3.0
55318,31.0,152.0,11.0,12.0
55319,4.0,18.0,4.0,2.0
55320,2.0,58.0,0.0,22.0
55321,3.0,3.0,2.0,0.0
55322,5.0,1.0,3.0,0.0
55323,14.0,82.0,11.0,45.0
55324,10.0,28.0,7.0,8.0
55325,10.0,37.0,0.0,0.0
55326,5.0,47.0,0.0,4.0
55327,2.0,28.0,3.0,0.0
55328,0.0,5.0,1.0,0.0
55329,5.0,135.0,1.0,42.0
55330,6.0,10.0,2.0,0.0
55331,0.0,19.0,0.0,5.0
55332,8.0,33.0,4.0,11.0
55333,12.0,16.0,4.0,0.0
55334,12.0,95.0,1.0,11.0
55335,2.0,8.0,1.0,0.0
55336,12.0,55.0,4.0,5.0
55337,2.0,29.0,6.0,0.0
55338,0.0,52.0,2.0,12.0
55339,5.0,339.0,1.0,121.0
55340,41.0,346.0,17.0,58.0
55341,11.0,20.0,5.0,0.0
55342,7.0,172.0,4.0,53.0
55343,7.0,4.0,5.0,0.0
55344,4.0,67.0,2.0,16.0
55345,5.0,77.0,1.0,13.0
55346,11.0,145.0,2.0,19.0
55347,5.0,19.0,7.0,6.0
55348,8.0,144.0,6.0,51.0
55349,1.0,73.0,1.0,13.0
55350,6.0,11.0,4.0,0.0
55351,4.0,19.0,0.0,0.0
55352,5.0,37.0,1.0,1.0
55353,13.0,27.0,1.0,1.0
55354,0.0,29.0,0.0,7.0
55355,0.0,44.0,0.0,11.0
55356,0.0,118.0,1.0,45.0
55357,7.0,110.0,5.0,6.0
55358,2.0,3.0,2.0,0.0
55359,7.0,74.0,6.0,31.0
55360,7.0,22.0,3.0,3.0
55361,5.0,26.0,7.0,1.0
55362,9.0,54.0,6.0,8.0
55363,2.0,37.0,2.0,9.0
55364,4.0,55.0,0.0,10.0
55365,6.0,8.0,4.0,0.0
